"id","catalog_number","description"
"2851759","TWRVGF15FW","CPR-WDK TWRVGF15FW GFCI TR WR Deco Duplex 15A 125V WH NAFTA"
"2851758","TWRVGF15FV","CPR-WDK TWRVGF15FV GFCI TR WR Deco Duplex 15A 125V IV NAFTA"
"2851757","TWRVGF15FLA","CPR-WDK TWRVGF15FLA GFCI TR WR Deco Duplex 15A 125V LA NAFTA"
"2851756","TWRVGF15FGY","CPR-WDK TWRVGF15FGY GFCI TR WR Deco Duplex 15A 125V GY NAFTA"
"2851755","TWRVGF15FB","CPR-WDK TWRVGF15FB GFCI TR WR Deco Duplex 15A 125V BR NAFTA"
"2851754","TWRVGF15B","CPR-WDK TWRVGF15B GFCI TR WR Deco Duplex 15A 125V BR"
"2851753","TWRSGF20W","CPR-WDK TWRSGF20W GFCI TWR Self Test Duplex 20A 125V WH"
"2851752","TWRSGF20V","CPR-WDK TWRSGF20V GFCI TWR Self Test Duplex 20A 125V IV"
"2851751","TWRSGF20LA","CPR-WDK TWRSGF20LA GFCI TWR Self Test Duplex 20A 125V LA"
"2851750","TWRSGF20GY","CPR-WDK TWRSGF20GY GFCI TWR Self Test Duplex 20A 125V GY"
"2851749","TWRSGF20B","CPR-WDK TWRSGF20B GFCI TWR Self Test Duplex 20A 125V BR"
"2851748","TWRSGF15W","CPR-WDK TWRSGF15W GFCI TWR Self Test Duplex 15A 125V WH"
"2851747","TWRSGF15V","CPR-WDK TWRSGF15V GFCI TWR Self Test Duplex 15A 125V IV"
"2851746","TWRSGF15LA","CPR-WDK TWRSGF15LA GFCI TWR Self Test Duplex 15A 125V LA"
"2851745","TWRSGF15GY","CPR-WDK TWRSGF15GY GFCI TWR Self Test Duplex 15A 125V GY"
"2851744","TWRSGF15B","CPR-WDK TWRSGF15B GFCI TWR Self Test Duplex 15A 125V BR"
"2851743","TWRBR20WBXSP","CPR-WDK TWRBR20WBXSP Recp TR WR Dup 20A 125V 2P3W Str B&S WH"
"2851742","TWRBR20V","CPR-WDK TWRBR20V 20A REC IVY Tamper / Weather-resistant"
"2851741","TWRBR20B","CPR-WDK TWRBR20B Recp TR WR Duplex 20A 125V 2P3W Str BR"
"2851740","TWRBR15WBXSP","CPR-WDK TWRBR15WBXSP Recp TR WR Dup 15A 125V 2P3W Str B&S WH"
"2851739","TWRBR15V","CPR-WDK TWRBR15V TAMP/WEATHER RESIST 15A DUP REC (IVORY)"
"2851738","TWRBR15GY","CPR-WDK TWRBR15GY TAMP/WEATHER RESIST 15A DUP REC (GRAY)"
"2851737","TWRBR15B","CPR-WDK TWRBR15B TAMP/WEATHER RESIST 15A DUP REC (BROWN)"
"2851736","TWR270W","CPR-WDK TWR270W Recp TR WR Duplex 15A 125V 2P3W Str WH"
"2851735","TWR270V","CPR-WDK TWR270V Recp TR WR Duplex 15A 125V 2P3W Str IV"
"2851734","TWR270LA","CPR-WDK TWR270LA Recp TR WR Duplex 15A 125V 2P3W Str LA"
"2851733","TRW15W","CPR-WDK TRW15W Wallplate 1G Tamp Resist Dup 15A 125V WH"
"2851732","TRW15V","CPR-WDK TRW15V Wallplate 1G Tamp Resist Dup 15A 125V IV"
"2851731","TRVGFS15W","CPR-WDK TRVGFS15W GFCI/SP Switch TR Combo 15A 125V White"
"2851730","TRVGFS15V","CPR-WDK TRVGFS15V GFCI/SP Switch TR Combo 15A 125V Ivory"
"2851729","TRVGFNL20W","CPR-WDK TRVGFNL20W NL GFCI TR Deco Duplex 20A 125V WH"
"2851728","TRVGFNL20V","CPR-WDK TRVGFNL20V NL GFCI TR Deco Duplex 20A 125V IV"
"2851727","TRVGFNL20LA","CPR-WDK TRVGFNL20LA NL GFCI TR Deco Duplex 20A 125V LA"
"2851726","TRVGFNL20BK","CPR-WDK TRVGFNL20BK NL GFCI TR Deco Duplex 20A 125V BK"
"2851725","TRVGFNL20A","CPR-WDK TRVGFNL20A NL GFCI TR Deco Duplex 20A 125V AL"
"2851724","TRVGFNL15W-K","CPR-WDK TRVGFNL15W-K NL GFCI TR Deco Duplex 15A 125V WH"
"2851723","TRVGFNL15W","CPR-WDK TRVGFNL15W NL GFCI TR Deco Duplex 15A 125V WH"
"2851722","TRVGFNL15V","CPR-WDK TRVGFNL15V NL GFCI TR Deco Duplex 15A 125V IV"
"2851721","TRVGFNL15LA-K","CPR-WDK TRVGFNL15LA-K NL GFCI TR Deco Duplex 15A 125V LA"
"2851720","TRVGFNL15LA","CPR-WDK TRVGFNL15LA NL GFCI TR Deco Duplex 15A 125V LA"
"2851719","TRVGFNL15BK","CPR-WDK TRVGFNL15BK NL GFCI TR Deco Duplex 15A 125V BK"
"2851718","TRVGFNL15A-K","CPR-WDK TRVGFNL15A-K NL GFCI TR Deco Duplex 15A 125V AL"
"2851717","TRVGFNL15A","CPR-WDK TRVGFNL15A NL GFCI TR Deco Duplex 15A 125V AL"
"2851716","TRVGFH20WSPOL","CPR-WDK TRVGFH20WSPOL GFCI TR HG Deco Duplex 20A 125V 7^ Solid"
"2851715","TRVGFH20WMOD","CPR-WDK TRVGFH20WMOD GFCI TR Deco Duplex 20A 125V MOD WH"
"2851714","TRVGFH20W","CPR-WDK TRVGFH20W GFCI TR HG Deco Duplex 20A 125V WH"
"2851713","TRVGFH20VMOD","CPR-WDK TRVGFH20VMOD GFCI TR HG Deco Duplex 20A 125V MOD IV"
"2851712","TRVGFH20V","CPR-WDK TRVGFH20V GFCI TR HG Deco Duplex 20A 125V IV"
"2851711","TRVGFH20RD-PSTR","CPR-WDK TRVGFH20RD-PSTR GFCI TRHGDecoDuplex 20A125V 7^StrndLdsRD"
"2851710","TRVGFH20RDMOD","CPR-WDK TRVGFH20RDMOD GFCI TR HG Deco Duplex 20A 125V RD MOD"
"2851709","TRVGFH20RD","CPR-WDK TRVGFH20RD GFCI TR HG Deco Duplex 20A 125V RD"
"2851708","TRVGFH20GY-PSTR","CPR-WDK TRVGFH20GY-PSTR GFCI TRHGDecoDuplex 20A125V 7^StrndLdsGY"
"2851707","TRVGFH20GY","CPR-WDK TRVGFH20GY GFCI TR HG Deco Duplex 20A 125V GY"
"2851706","TRVGFH20FW","CPR-WDK TRVGFH20FW GFCI HG TR Deco Duplex 20A 125V WH NAFTA"
"2851705","TRVGFH20FV","CPR-WDK TRVGFH20FV GFCI HG TR Deco Duplex 20A 125V IV NAFTA"
"2851704","TRVGFH20FRD","CPR-WDK TRVGFH20FRD GFCI HG TR Deco Duplex 20A 125V RD NAFTA"
"2851703","TRVGFH20FLA","CPR-WDK TRVGFH20FLA GFCI HG TR Deco Duplex 20A 125V LA NAFTA"
"2851702","TRVGFH20FGY","CPR-WDK TRVGFH20FGY GFCI HG TR Deco Duplex 20A 125V GY NAFTA"
"2851701","TRVGFH20FB","CPR-WDK TRVGFH20FB GFCI HG TR Deco Duplex 20A 125V BR NAFTA"
"2851700","TRVGFH20B","CPR-WDK TRVGFH20B GFCI TR HG Deco Duplex 20A 125V BR"
"2851699","TRVGFH15W","CPR-WDK TRVGFH15W GFCI TR HG Deco Duplex 15A 125V WH"
"2851698","TRVGFH15V","CPR-WDK TRVGFH15V GFCI TR HG Deco Duplex 15A 125V IV"
"2851697","TRVGFH15RD","CPR-WDK TRVGFH15RD GFCI TR HG Deco Duplex 15A 125V RD"
"2851696","TRVGFH15LA","CPR-WDK TRVGFH15LA GFCI TR HG Deco Duplex 15A 125V LA"
"2851695","TRVGFH15FW","CPR-WDK TRVGFH15FW GFCI HG TR Deco Duplex 15A 125V WH NAFTA"
"2851694","TRVGFH15FV","CPR-WDK TRVGFH15FV GFCI HG TR Deco Duplex 15A 125V IV NAFTA"
"2851693","TRVGFH15FRD","CPR-WDK TRVGFH15FRD GFCI HG TR Deco Duplex 15A 125V RD NAFTA"
"2851692","TRVGFH15FLA","CPR-WDK TRVGFH15FLA GFCI HG TR Deco Duplex 15A 125V LA NAFTA"
"2851691","TRVGFH15FGY","CPR-WDK TRVGFH15FGY GFCI HG TR Deco Duplex 15A 125V GY NAFTA"
"2851690","TRVGFH15FB","CPR-WDK TRVGFH15FB GFCI HG TR Deco Duplex 15A 125V BR NAFTA"
"2851689","TRVGFH15B","CPR-WDK TRVGFH15B GFCI TR HG Deco Duplex 15A 125V BR"
"2851688","TRVGF20W-SP","CPR-WDK TRVGF20W-SP GFCI TR Deco Duplex 20A 125V WH"
"2851687","TRVGF20WMOD","CPR-WDK TRVGF20WMOD GFCI TR Deco Duplex 20A 125V MOD WH"
"2851686","TRVGF20W-BOX","CPR-WDK TRVGF20W-BOX GFCI TR Deco Duplex 20A 125V WH"
"2851685","TRVGF20W-AG","CPR-WDK TRVGF20W-AG GFCI TR Deco Duplex 20A 125V Auto GND WH"
"2851684","TRVGF20V-SP","CPR-WDK TRVGF20V-SP GFCI TR Deco Duplex 20A 125V IV"
"2851683","TRVGF20VMOD","CPR-WDK TRVGF20VMOD GFCI TR Deco Duplex 20A 125V MOD IV"
"2851682","TRVGF20V-BOX","CPR-WDK TRVGF20V-BOX GFCI TR Deco Duplex 20A 125V IV"
"2851681","TRVGF20V-AG","CPR-WDK TRVGF20V-AG GFCI TR Deco Duplex 20A 125V Auto GND WH"
"2851680","TRVGF20RDMOD","CPR-WDK TRVGF20RDMOD GFCI TR Deco Duplex 20A 125V MOD RD"
"2851679","TRVGF20RD","CPR-WDK TRVGF20RD TAMPER RESISTANT 20A GFCI RED"
"2851678","TRVGF20LA-SP","CPR-WDK TRVGF20LA-SP GFCI TR Deco Duplex 20A 125V LA"
"2851677","TRVGF20LAMOD","CPR-WDK TRVGF20LAMOD GFCI TR Deco Duplex 20A 125V MOD LA"
"2851676","TRVGF20GY-SP","CPR-WDK TRVGF20GY-SP GFCI TR Deco Duplex 20A 125V GY"
"2851675","TRVGF20GYMOD","CPR-WDK TRVGF20GYMOD GFCI TR Deco Duplex 20A 125V MOD GY"
"2851674","TRVGF20GY-AG","CPR-WDK TRVGF20GY-AG GFCI TR Deco Duplex 20A 125V Auto GND GY"
"2851673","TRVGF20FW","CPR-WDK TRVGF20FW GFCI TR Deco Duplex 20A 125V WH NAFTA"
"2851672","TRVGF20FV","CPR-WDK TRVGF20FV GFCI TR Deco Duplex 20A 125V IV NAFTA"
"2851671","TRVGF20FRD","CPR-WDK TRVGF20FRD GFCI TR Deco Duplex 20A 125V RD NAFTA"
"2851670","TRVGF20FLA","CPR-WDK TRVGF20FLA GFCI TR Deco Duplex 20A 125V LA NAFTA"
"2851669","TRVGF20FGY","CPR-WDK TRVGF20FGY GFCI TR Deco Duplex 20A 125V GY NAFTA"
"2851668","TRVGF20FBK","CPR-WDK TRVGF20FBK GFCI TR Deco Duplex 20A 125V BK NAFTA"
"2851667","TRVGF20FB","CPR-WDK TRVGF20FB GFCI TR Deco Duplex 20A 125V BR NAFTA"
"2851666","TRVGF20B-SP","CPR-WDK TRVGF20B-SP GFCI TR Deco Duplex 20A 125V BR"
"2851665","TRVGF20BK-SP","CPR-WDK TRVGF20BK-SP GFCI TR Deco Duplex 20A 125V BK"
"2851664","TRVGF20BKMOD","CPR-WDK TRVGF20BKMOD GFCI TR Deco Duplex 20A 125V MOD BK"
"2851663","TRVGF20BK-AG","CPR-WDK TRVGF20BK-AG GFCI TR Deco Duplex 20A 125V Auto GND BK"
"2851662","TRVGF20B-AG","CPR-WDK TRVGF20B-AG GFCI TR Deco Duplex 20A 125V Auto GND BR"
"2851661","TRVGF20A-SP","CPR-WDK TRVGF20A-SP GFCI TR Deco Duplex 20A 125V AL"
"2851660","TRVGF20A-AG","CPR-WDK TRVGF20A-AG GFCI TR Deco Duplex 20A 125V Auto GND AL"
"2851659","TRVGF15WMOD","CPR-WDK TRVGF15WMOD GFCI TR Deco Duplex 15A 125V MOD WH"
"2851658","TRVGF15W-M","CPR-WDK TRVGF15W-M GFCI TR Deco Dup 15A 125V W/Mid Wlplt WH"
"2851657","TRVGF15W-AGBU","CPR-WDK TRVGF15W-AGBU GFCI TR DecDup 15A125V AutoGND BULK WH"
"2851656","TRVGF15W-AG","CPR-WDK TRVGF15W-AG GFCI TR Deco Duplex 15A 125V Auto GND WH"
"2851655","TRVGF15W-3","CPR-WDK TRVGF15W-3 GFCI TR Deco Dup 15A 125V 3PK NoWlplt WH"
"2851654","TRVGF15W","CPR-WDK TRVGF15W GFCI TR Deco Duplex 15A 125V WH"
"2851653","TRVGF15VMOD","CPR-WDK TRVGF15VMOD GFCI TR Deco Duplex 15A 125V MOD IV"
"2851652","TRVGF15V-M","CPR-WDK TRVGF15V-M GFCI TR Deco Dup 15A 125V W/Mid Wlplt IV"
"2851651","TRVGF15V-AG","CPR-WDK TRVGF15V-AG GFCI TR Deco Duplex 15A 125V Auto GND WH"
"2851650","TRVGF15V-3","CPR-WDK TRVGF15V-3 GFCI TR Deco Dup 15A 125V 3PK NoWlplt IV"
"2851649","TRVGF15V","CPR-WDK TRVGF15V GFCI TR Deco Duplex 15A 125V IV"
"2851648","TRVGF15LA-M","CPR-WDK TRVGF15LA-M GFCI TR Deco Dup 15A 125V W/Mid Wlplt LA"
"2851647","TRVGF15LA-AG","CPR-WDK TRVGF15LA-AG GFCI TR Deco Duplex 15A 125V Auto GND IV"
"2851646","TRVGF15LA-3","CPR-WDK TRVGF15LA-3 GFCI TR Deco Dup 15A 125V 3PK NoWlplt LA"
"2851645","TRVGF15LA","CPR-WDK TRVGF15LA GFCI TR Deco Duplex 15A 125V LA"
"2851644","TRVGF15GYMOD","CPR-WDK TRVGF15GYMOD GFCI TR Deco Duplex 15A 125V MOD GY"
"2851643","TRVGF15GY-AG","CPR-WDK TRVGF15GY-AG GFCI TR Deco Duplex 15A 125V Auto GND GY"
"2851642","TRVGF15GY","CPR-WDK TRVGF15GY GFCI TR Deco Duplex 15A 125V GY"
"2851641","TRVGF15FW","CPR-WDK TRVGF15FW GFCI TR Deco Duplex 15A 125V WH NAFTA"
"2851640","TRVGF15FV","CPR-WDK TRVGF15FV GFCI TR Deco Duplex 15A 125V IV NAFTA"
"2851639","TRVGF15FRD","CPR-WDK TRVGF15FRD GFCI TR Deco Duplex 15A 125V RD NAFTA"
"2851638","TRVGF15FLA","CPR-WDK TRVGF15FLA GFCI TR Deco Duplex 15A 125V LA NAFTA"
"2851637","TRVGF15FGY","CPR-WDK TRVGF15FGY GFCI TR Deco Duplex 15A 125V GY NAFTA"
"2851636","TRVGF15FBK","CPR-WDK TRVGF15FBK GFCI TR Deco Duplex 15A 125V BK NAFTA"
"2851635","TRVGF15FB","CPR-WDK TRVGF15FB GFCI TR Deco Duplex 15A 125V BR NAFTA"
"2851634","TRVGF15BMOD","CPR-WDK TRVGF15BMOD GFCI TR Deco Duplex 15A 125V MOD BR"
"2851633","TRVGF15BKMOD","CPR-WDK TRVGF15BKMOD GFCI TR Deco Duplex 15A 125V MOD BK"
"2851632","TRVGF15BK-AG","CPR-WDK TRVGF15BK-AG GFCI TR Deco Duplex 15A 125V Auto GND BK"
"2851631","TRVGF15BK","CPR-WDK TRVGF15BK GFCI TR Deco Duplex 15A 125V BK"
"2851630","TRVGF15B-AG","CPR-WDK TRVGF15B-AG GFCI TR Deco Duplex 15A 125V Auto GND BR"
"2851629","TRVGF15B","CPR-WDK TRVGF15B GFCI TR Deco Duplex 15A 125V BR"
"2851628","TRVGF15A-M","CPR-WDK TRVGF15A-M GFCI TR Deco Dup 15A 125V W/Mid Wlplt AL"
"2851627","TRVGF15A-AG","CPR-WDK TRVGF15A-AG GFCI TR Deco Duplex 15A 125V Auto GND AL"
"2851626","TRVGF15A-3","CPR-WDK TRVGF15A-3 GFCI TR Deco Dup 15A 125V 3PK NoWlplt AL"
"2851625","TRVGF15A","CPR-WDK TRVGF15A GFCI TR Deco Duplex 15A 125V AL"
"2851624","TRSGFNL20W","CPR-WDK TRSGFNL20W NL GFCI TR ST Duplex 20A 125V WH"
"2851623","TRSGFNL20V","CPR-WDK TRSGFNL20V NL GFCI TR ST Duplex 20A 125V IV"
"2851622","TRSGFNL20LA","CPR-WDK TRSGFNL20LA NL GFCI TR ST Duplex 20A 125V LA"
"2851621","TRSGFNL20BK","CPR-WDK TRSGFNL20BK NL GFCI TR ST Duplex 20A 125V BK"
"2851620","TRSGFNL15W-K","CPR-WDK TRSGFNL15W-K NL GFCI TR ST Duplex 15A 125V WH"
"2851619","TRSGFNL15W","CPR-WDK TRSGFNL15W NL GFCI TR ST Duplex 15A 125V WH"
"2851618","TRSGFNL15V","CPR-WDK TRSGFNL15V NL GFCI TR ST Duplex 15A 125V IV"
"2851617","TRSGFNL15LA","CPR-WDK TRSGFNL15LA NL GFCI TR ST Duplex 15A 125V LA"
"2851616","TRSGFNL15BK","CPR-WDK TRSGFNL15BK NL GFCI TR ST Duplex 15A 125V BK"
"2851615","TRSGFNL15A","CPR-WDK TRSGFNL15A NL GFCI TR ST Duplex 15A 125V AL"
"2851614","TRSGFH20W","CPR-WDK TRSGFH20W GFCI TR HG Self Test Duplex 20A 125V WH"
"2851613","TRSGFH20V","CPR-WDK TRSGFH20V GFCI TR HG Self Test Duplex 20A 125V IV"
"2851612","TRSGFH20RD","CPR-WDK TRSGFH20RD GFCI TR HG Self Test Duplex 20A 125V RD"
"2851611","TRSGFH20LA","CPR-WDK TRSGFH20LA GFCI TR HG Self Test Duplex 20A 125V LA"
"2851610","TRSGFH20GY","CPR-WDK TRSGFH20GY GFCI TR HG Self Test Duplex 20A 125V GY"
"2851609","TRSGFH20BK","CPR-WDK TRSGFH20BK GFCI TR HG Self Test Duplex 20A 125V BK"
"2851608","TRSGFH20B","CPR-WDK TRSGFH20B GFCI TR HG Self Test Duplex 20A 125V BR"
"2851607","TRSGFH15W","CPR-WDK TRSGFH15W GFCI TR HG Self Test Duplex 15A 125V WH"
"2851606","TRSGFH15V","CPR-WDK TRSGFH15V GFCI TR HG Self Test Duplex 15A 125V IV"
"2851605","TRSGFH15RD","CPR-WDK TRSGFH15RD GFCI TR HG Self Test Duplex 15A 125V RD"
"2851604","TRSGFH15LA","CPR-WDK TRSGFH15LA GFCI TR HG Self Test Duplex 15A 125V LA"
"2851603","TRSGFH15GY","CPR-WDK TRSGFH15GY GFCI TR HG Self Test Duplex 15A 125V GY"
"2851602","TRSGFH15BK","CPR-WDK TRSGFH15BK GFCI TR HG Self Test Duplex 15A 125V BK"
"2851601","TRSGFH15B","CPR-WDK TRSGFH15B GFCI TR HG Self Test Duplex 15A 125V BR"
"2851600","TRSGF20W","CPR-WDK TRSGF20W GFCI TR Self Test Duplex 20A 125V WH"
"2851599","TRSGF20V","CPR-WDK TRSGF20V GFCI TR Self Test Duplex 20A 125V IV"
"2851598","TRSGF20RD","CPR-WDK TRSGF20RD GFCI TR Self Test Duplex 20A 125V RD"
"2851597","TRSGF20LA","CPR-WDK TRSGF20LA GFCI TR Self Test Duplex 20A 125V LA"
"2851596","TRSGF20GY","CPR-WDK TRSGF20GY GFCI TR Self Test Duplex 20A 125V GY"
"2851595","TRSGF20BK","CPR-WDK TRSGF20BK GFCI TR Self Test Duplex 20A 125V BK"
"2851594","TRSGF20B","CPR-WDK TRSGF20B GFCI TR Self Test Duplex 20A 125V BR"
"2851593","TRSGF20A","CPR-WDK TRSGF20A GFCI TR Self Test Duplex 20A 125V AL"
"2851592","TRSGF15W-M","CPR-WDK TRSGF15W-M GFCI TR ST Dup 15A 125V W/Mid Wlplt WH"
"2851591","TRSGF15W-BOX","CPR-WDK TRSGF15W-BOX GFCI TR Self Test Duplex 15A 125V WH"
"2851589","TRSGF15W-3","CPR-WDK TRSGF15W-3 GFCI TR ST Deco Duplex 15A 125V WH"
"2851588","TRSGF15W","CPR-WDK TRSGF15W GFCI TR Self Test Duplex 15A 125V WH"
"2851587","TRSGF15V-M","CPR-WDK TRSGF15V-M GFCI TR ST Dup 15A 125V W/Mid Wlplt IV"
"2851586","TRSGF15V-BOX","CPR-WDK TRSGF15V-BOX GFCI TR ST Duplex 15A 125V IV"
"2851585","TRSGF15V","CPR-WDK TRSGF15V GFCI TR Self Test Duplex 15A 125V IV"
"2851584","TRSGF15LA-M","CPR-WDK TRSGF15LA-M GFCI TR ST Dup 15A 125V W/Mid Wlplt LA"
"2851583","TRSGF15LA","CPR-WDK TRSGF15LA GFCI TR Self Test Duplex 15A 125V LA"
"2851582","TRSGF15GY","CPR-WDK TRSGF15GY GFCI TR Self Test Duplex 15A 125V GY"
"2851581","TRSGF15BK","CPR-WDK TRSGF15BK GFCI TR Self Test Duplex 15A 125V BK"
"2851580","TRSGF15B","CPR-WDK TRSGF15B GFCI TR Self Test Duplex 15A 125V BR"
"2851579","TRSGF15A-BOX","CPR-WDK TRSGF15A-BOX GFCI TR Self Test Duplex 15A 125V AL"
"2851578","TRSGF15A","CPR-WDK TRSGF15A GFCI TR Self Test Duplex 15A 125V AL"
"2851577","TRCR20W","CPR-WDK TRCR20W Rec TR Dup 20A 125V 2P3W SWIRE Str WH"
"2851576","TRCR20V","CPR-WDK TRCR20V Rec TR Dup 20A 125V 2P3W SWIRE Str IV"
"2851575","TRCR20LA","CPR-WDK TRCR20LA Rec TR Dup 20A 125V 2P3W SWIRE Str LA"
"2851574","TRCR20GY","CPR-WDK TRCR20GY Rec TR Dup 20A 125V 2P3W SWIRE Str GY"
"2851573","TRCR20BK","CPR-WDK TRCR20BK Rec TR Dup 20A 125V 2P3W SWIRE Str BK"
"2851572","TRCR20B","CPR-WDK TRCR20B Rec TR Dup 20A 125V 2P3W SWIRE Str BR"
"2851571","TRCR20A","CPR-WDK TRCR20A Rec TR Dup 20A125V 2P3W SWIRE Str AL"
"2851570","TRCR15W","CPR-WDK TRCR15W Rec TR Dup 15A 125V 2P3W SWIRE Str WH"
"2851569","TRCR15V","CPR-WDK TRCR15V Rec TR Dup 15A 125V 2P3W SWIRE Str IV"
"2851568","TRCR15LA","CPR-WDK TRCR15LA Rec TR Dup 15A 125V 2P3W SWIRE Str LA"
"2851567","TRCR15GY","CPR-WDK TRCR15GY Rec TR Dup 15A 125V 2P3W SWIRE Str GY"
"2851566","TRCR15BK","CPR-WDK TRCR15BK Rec TR Dup 15A 125V 2P3W SWIRE Str BK"
"2851565","TRCR15B","CPR-WDK TRCR15B Rec TR Dup 15A 125V 2P3W SWIRE Str BR"
"2851564","TRCR15A","CPR-WDK TRCR15A Rec TR Dup 15A 125V 2P3W SWIRE Str AL"
"2851562","TRBR20W-BXSP","CPR-WDK TRBR20W-BXSP Recp TR Duplex 20A 125V 2P3W Str B&S WH"
"2851561","TRBR20VM","CPR-WDK TRBR20VM TAMP RESIST 20A DUPLEX REC MOD"
"2851560","TRBR20V-BXSP","CPR-WDK TRBR20V-BXSP Recp TR Duplex 20A 125V 2P3W Str B&S IV"
"2851559","TRBR20RDBXSP","CPR-WDK TRBR20RDBXSP Recp TR Duplex 20A 125V 2P3W Str B&S RD"
"2851558","TRBR20LABXSP","CPR-WDK TRBR20LABXSP Recp TR Duplex 20A 125V 2P3W Str B&S LA"
"2851557","TRBR20GYBXSP","CPR-WDK TRBR20GYBXSP Recp TR Duplex 20A 125V 2P3W Str B&S GY"
"2851556","TRBR20BKBXSP","CPR-WDK TRBR20BKBXSP Recp TR Duplex 20A 125V 2P3W Str B&S BK"
"2851555","TRBR20B-BXSP","CPR-WDK TRBR20B-BXSP Recp TR Duplex 20A 125V 2P3W Str B&S BR"
"2851554","TRBR20A-BXSP","CPR-WDK TRBR20A-BXSP Recp TR Duplex 20A 125V 2P3W Str B&S AL"
"2851553","TRBR15W-PSTR","CPR-WDK TRBR15W-PSTR REC15A-125VCOMMDUPTRWHITE"
"2851552","TRBR15W-BXSP","CPR-WDK TRBR15W-BXSP REC15A-125VCOMMDUPTRWHITE"
"2851551","TRBR15W-BU","CPR-WDK TRBR15W-BU REC15A-125VCOMMDUPTR BULK WH"
"2851550","TRBR15V-BXSP","CPR-WDK TRBR15V-BXSP REC15A-125VCOMMDUPTRIVORY"
"2851549","TRBR15LABXSP","CPR-WDK TRBR15LABXSP REC15A-125VCOMMDUPTRLIGHT ALMOND"
"2851548","TRBR15GYBXSP","CPR-WDK TRBR15GYBXSP REC15A-125VCOMMDUPTRGRAY"
"2851547","TRBR15BKBXSP","CPR-WDK TRBR15BKBXSP REC15A-125VCOMMDUPTRBLACK"
"2851546","TRBR15B-BXSP","CPR-WDK TRBR15B-BXSP Recp TR Duplex 15A 125V 2P3W Str B&S BR"
"2851545","TRBR15A-BXSP","CPR-WDK TRBR15A-BXSP REC15A-125VCOMMDUPTRALMOND"
"2851544","TRAFCI20W","CPR-WDK TRAFCI20W AFCI TR Duplex 20A 125V WH"
"2851543","TRAFCI20V","CPR-WDK TRAFCI20V AFCI TR Duplex 20A 125V IV"
"2851542","TRAFCI20LA","CPR-WDK TRAFCI20LA AFCI TR Duplex 20A 125V LA"
"2851541","TRAFCI20GY","CPR-WDK TRAFCI20GY AFCI TR Duplex 20A 125V GY"
"2851540","TRAFCI20BK","CPR-WDK TRAFCI20BK AFCI TR Duplex 20A 125V BK"
"2851539","TRAFCI20B","CPR-WDK TRAFCI20B AFCI TR Duplex 20A 125V BR"
"2851538","TRAFCI20A","CPR-WDK TRAFCI20A AFCI TR Duplex 20A 125V AL"
"2851537","TRAFCI15W-K-L","CPR-WDK TRAFCI15W-K-L AFCI TR Duplex 15A 125V WH Lowes"
"2851536","TRAFCI15W-K","CPR-WDK TRAFCI15W-K AFCI TR Duplex 15A 125V WH"
"2851535","TRAFCI15W","CPR-WDK TRAFCI15W AFCI TR Duplex 15A 125V WH"
"2851534","TRAFCI15V-K","CPR-WDK TRAFCI15V-K AFCI TR Duplex 15A 125V IV"
"2851533","TRAFCI15V","CPR-WDK TRAFCI15V AFCI TR Duplex 15A 125V IV"
"2851532","TRAFCI15LA-K","CPR-WDK TRAFCI15LA-K AFCI TR Duplex 15A 125V LA"
"2851531","TRAFCI15LA","CPR-WDK TRAFCI15LA AFCI TR Duplex 15A 125V LA"
"2851530","TRAFCI15GY-K","CPR-WDK TRAFCI15GY-K AFCI TR Duplex 15A 125V GY"
"2851529","TRAFCI15GY","CPR-WDK TRAFCI15GY AFCI TR Duplex 15A 125V GY"
"2851528","TRAFCI15BK-K","CPR-WDK TRAFCI15BK-K AFCI TR Duplex 15A 125V BK"
"2851527","TRAFCI15B-K","CPR-WDK TRAFCI15B-K AFCI TR Duplex 15A 125V BR"
"2851526","TRAFCI15BK","CPR-WDK TRAFCI15BK AFCI TR Duplex 15A 125V BK"
"2851525","TRAFCI15B","CPR-WDK TRAFCI15B AFCI TR Duplex 15A 125V BR"
"2851524","TRAFCI15A-K","CPR-WDK TRAFCI15A-K AFCI TR Duplex 15A 125V A"
"2851523","TRAFCI15A","CPR-WDK TRAFCI15A AFCI TR Duplex 15A 125V AL"
"2851522","TR8355W","CPR-WDK TR8355W HG USB 3.1A DUPLEX RECP 20A 125V WH"
"2851521","TR8355V","CPR-WDK TR8355V HG USB 3.1A DUPLEX RECP 20A 125V IV"
"2851520","TR8355RD","CPR-WDK TR8355RD HG USB 3.1A DUPLEX RECP 20A 125V RD"
"2851519","TR8355LA","CPR-WDK TR8355LA HG USB 3.1A DUPLEX RECP 20A 125V LA"
"2851518","TR8355GY","CPR-WDK TR8355GY HG USB 3.1A DUPLEX RECP 20A 125V GY"
"2851517","TR8345W","CPR-WDK TR8345W HG 2 PORT USB DUPLEX RECP 20A 125V WH"
"2851516","TR8345V","CPR-WDK TR8345V HG 2 PORT USB DUPLEX RECP 20A 125V IV"
"2851515","TR8345RD","CPR-WDK TR8345RD 2 PORT USB HG DUPLEX RECP 20A Red"
"2851514","TR8345LA","CPR-WDK TR8345LA HG 2 PORT USB DUPLEX RECP 20A 125V LA"
"2851513","TR8345GY","CPR-WDK TR8345GY HG 2 PORT USB DUPLEX RECP 20A 125V GY"
