"id","catalog_number","description"
"2848992","CS6375","CPR-WDK CS6375 Flanged Inlet 50A 125/250V 3P4W H/L"
"2848991","CS6370","CPR-WDK CS6370 Recp 50A 125V 2P3W H/L BK"
"2848990","CS6369","CPR-WDK CS6369 Recp 50A 125/250V 3P4W H/L BK"
"2848989","CS6365EXBK","CPR-WDK CS6365EXBK Plug 50A 125/250V 3P4W H/L Nylon BK BK"
"2848988","CS6365EX","CPR-WDK CS6365EX Plug 50A 125/250V 3P4W H/L Nylon BK"
"2848987","CS6365","CPR-WDK CS6365 Plug 50A 125/250V 3P4W H/L Armored"
"2848986","CS6364EXBK","CPR-WDK CS6364EXBK Conn 50A 125/250V 3P4W H/L Nylon BK BK"
"2848985","CS6364EX","CPR-WDK CS6364EX Conn 50A 125/250V 3P4W H/L Nylon BK"
"2848984","CS6364","CPR-WDK CS6364 Conn 50A 125/250V 3P4W H/L Armored"
"2848983","CS6361EX","CPR-WDK CS6361EX Plug 50A 125V 2P3W H/L Nylon BK"
"2848982","CS6361","CPR-WDK CS6361 Plug 50A 125V 2P3W H/L Armored"
"2848981","CS6360EX","CPR-WDK CS6360EX Conn 50A 125V 2P3W H/L Nylon BK"
"2848980","CS6360","CPR-WDK CS6360 Conn 50A 125V 2P3W H/L Armored"
"2848979","CS420W-BU","CPR-WDK CS420W-BU SW Toggle 4Way 20A 120/277V Swire WH"
"2848978","CS420V-BU","CPR-WDK CS420V-BU SW Toggle 4Way 20A 120/277V Swire IV"
"2848977","CS420LA-BU","CPR-WDK CS420LA-BU SW Toggle 4Way 20A 120/277V Swire LA"
"2848976","CS420GY-BU","CPR-WDK CS420GY-BU SW Toggle 4Way 20A 120/277V Swire GY"
"2848975","CS420B-BU","CPR-WDK CS420B-BU SW Toggle 4Way 20A 120/277V Swire BR"
"2848974","CS420A-BU","CPR-WDK CS420A-BU Switch Toggle 4Way 20A 120/277V Swire AL"
"2848973","CS415W-BU","CPR-WDK CS415W-BU SW Toggle 4Way 15A 120/277V Swire WH"
"2848972","CS415V-BU","CPR-WDK CS415V-BU SW Toggle 4Way 15A 120/277V Swire IV"
"2848971","CS415LA-BU","CPR-WDK CS415LA-BU SW Toggle 4Way 15A 120/277V Swire LA"
"2848970","CS415LA","CPR-WDK CS415LA Switch Toggle 4Way 15A 120/277V Swire LA"
"2848969","CS415GY-BU","CPR-WDK CS415GY-BU SW Toggle 4Way 15A 120/277V Swire GY"
"2848968","CS415B-BU","CPR-WDK CS415B-BU SW Toggle 4Way 15A 120/277V Swire BR"
"2848967","CS415A-BU","CPR-WDK CS415A-BU Switch Toggle 4Way 15A 120/277V Swire AL"
"2848966","CS320W","CPR-WDK CS320W Switch Toggle 3Way 20A 120/277V Swire WH"
"2848965","CS320V","CPR-WDK CS320V Switch Toggle 3Way 20A 120/277V Swire IV"
"2848964","CS320LA","CPR-WDK CS320LA Switch Toggle 3Way 20A 120/277V Swire LA"
"2848963","CS320GY","CPR-WDK CS320GY Switch Toggle 3Way 20A 120/277V Swire GY"
"2848962","CS320BK","CPR-WDK CS320BK Switch Toggle 3Way 20A 120/277V Swire BK"
"2848961","CS320B","CPR-WDK CS320B Switch Toggle 3Way 20A 120/277V Swire BR"
"2848960","CS315W","CPR-WDK CS315W Switch Toggle 3Way 15A 120/277V Swire WH"
"2848959","CS315V","CPR-WDK CS315V Switch Toggle 3Way 15A 120/277V Swire IV"
"2848958","CS315LA","CPR-WDK CS315LA Switch Toggle 3Way 15A 120/277V Swire LA"
"2848957","CS315GY","CPR-WDK CS315GY Switch Toggle 3Way 15A 120/277V Swire GY"
"2848956","CS315BK","CPR-WDK CS315BK Switch Toggle 3Way 15A 120/277V Swire BK"
"2848955","CS315B","CPR-WDK CS315B Switch Toggle 3Way 15A 120/277V Swire BR"
"2848954","CS220W","CPR-WDK CS220W Switch Toggle DP 20A 120/277V Swire WH"
"2848953","CS220V","CPR-WDK CS220V Switch Toggle DP 20A 120/277V Swire IV"
"2848952","CS220LA","CPR-WDK CS220LA Switch Toggle DP 20A 120/277V Swire LA"
"2848951","CS220GY","CPR-WDK CS220GY Switch Toggle DP 20A 120/277V Swire GY"
"2848950","CS220BK","CPR-WDK CS220BK Switch Toggle DP 20A 120/277V Swire BK"
"2848949","CS220B","CPR-WDK CS220B Switch Toggle DP 20A 120/277V Swire BR"
"2848948","CS215W","CPR-WDK CS215W Switch Toggle DP 15A 120/277V Swire WH"
"2848947","CS215V","CPR-WDK CS215V Switch Toggle DP 15A 120/277V Swire IV"
"2848946","CS215LA","CPR-WDK CS215LA Switch Toggle DP 15A 120/277V Swire LA"
"2848945","CS215GY","CPR-WDK CS215GY Switch Toggle DP 15A 120/277V Swire GY"
"2848944","CS215BK","CPR-WDK CS215BK Switch Toggle DP 15A 120/277V Swire BK"
"2848943","CS215B","CPR-WDK CS215B Switch Toggle DP 15A 120/277V Swire BR"
"2848942","CS120W","CPR-WDK CS120W Switch Toggle SP 20A 120/277V Swire WH"
"2848941","CS120V-BOX","CPR-WDK CS120V-BOX Switch Toggle SP 20A 120/277V Swire IV"
"2848940","CS120V","CPR-WDK CS120V Switch Toggle SP 20A 120/277V Swire IV"
"2848939","CS120LA","CPR-WDK CS120LA Switch Toggle SP 20A 120/277V Swire LA"
"2848938","CS120GY","CPR-WDK CS120GY Switch Toggle SP 20A 120/277V Swire GY"
"2848937","CS120BK","CPR-WDK CS120BK Switch Toggle SP 20A 120/277V Swire BK"
"2848936","CS120B","CPR-WDK CS120B Switch Toggle SP 20A 120/277V Swire BR"
"2848935","CS120A","CPR-WDK CS120A Switch Toggle SP 20A 120/277V Swire AL"
"2848934","CS115W","CPR-WDK CS115W Switch Toggle SP 15A 120/277V Swire WH"
"2848933","CS115V","CPR-WDK CS115V Switch Toggle SP 15A 120/277V Swire IV"
"2848932","CS115LA","CPR-WDK CS115LA Switch Toggle SP 15A 120/277V Swire LA"
"2848931","CS115GY","CPR-WDK CS115GY Switch Toggle SP 15A 120/277V Swire GY"
"2848930","CS115BK","CPR-WDK CS115BK Switch Toggle SP 15A 120/277V Swire BK"
"2848929","CS115B","CPR-WDK CS115B Switch Toggle SP 15A 120/277V Swire BR"
"2848928","CS115A","CPR-WDK CS115A Switch Toggle SP 15A 120/277V Swire AL"
"2848927","CRL630R","CPR-WDK CRL630R Recp Single CR 30A 125V 2P3W H/L YL"
"2848926","CRL630P","CPR-WDK CRL630P Plug CR 30A 125V 2P3W H/L YL"
"2848925","CRL630C","CPR-WDK CRL630C Conn CR 30A 250V 2P3W H/L YL"
"2848924","CRL620R","CPR-WDK CRL620R Recp CR 20A 250V 2P3W H/L YL"
"2848923","CRL620P","CPR-WDK CRL620P Plug CR 20A 250V 2P3W H/L YL"
"2848922","CRL530R","CPR-WDK CRL530R Recp Single CR 30A 125V 2P3W H/L YL"
"2848921","CRL530P","CPR-WDK CRL530P Plug CR 30A 125V 2P3W H/L YL"
"2848920","CRL530C","CPR-WDK CRL530C Conn CR 30A 125V 2P3W H/L YL"
"2848919","CRL520R","CPR-WDK CRL520R Recp Single CR 20A 125V 2P3W H/L YL"
"2848918","CRL520P","CPR-WDK CRL520P Plug CR 20A 125V 2P3W H/L YL"
"2848917","CRL520C","CPR-WDK CRL520C Conn CR 20A 125V 2P3W H/L YL"
"2848916","CRL1630P","CPR-WDK CRL1630P Plug CR 30A 480V 3PH 3P4W H/L YL"
"2848915","CRL1620P","CPR-WDK CRL1620P Plug CR 20A 480V 3PH 3P4W H/L YL"
"2848914","CRL1620C","CPR-WDK CRL1620C Conn CR 20A 480V 3PH 3P4W H/L YL"
"2848913","CRL1530P","CPR-WDK CRL1530P Plug CR 30A 250V 3PH 3P4W H/L YL"
"2848912","CRL1530C","CPR-WDK CRL1530C Conn CR 30A 250V 3PH 3P4W H/L YL"
"2848911","CRL1520R","CPR-WDK CRL1520R Recp Single CR 20A 250V 3PH 3P4W H/L YL"
"2848910","CRL1520P","CPR-WDK CRL1520P Plug CR 20A 250V 3PH 3P4W H/L YL"
"2848909","CRL1520C","CPR-WDK CRL1520C Conn CR 20A 250V 3PH 3P4W H/L YL"
"2848908","CRL1430R","CPR-WDK CRL1430R Recp Single CR 30A 125/250V 3P4W H/L YL"
"2848907","CRL1430P","CPR-WDK CRL1430P Plug CR 30A 125/250V 3P4W H/L YL"
"2848906","CRL1430C","CPR-WDK CRL1430C Conn CR 30A 125/250V 3P4W H/L YL"
"2848905","CRL1420R","CPR-WDK CRL1420R Recp Single CR 20A 125/250V 3P4W H/L YL"
"2848904","CRL1420P","CPR-WDK CRL1420P Plug CR 20A 125/250V 3P4W H/L YL"
"2848903","CRL1420C","CPR-WDK CRL1420C Conn CR 20A 125/250V 3P4W H/L YL"
"2848902","CR5792","CPR-WDK CR5792 Recp Dup CR 15A125V2P3W Combo Str/Lkg YL"
"2848901","CR4700","CPR-WDK CR4700 Recp CR Duplex 15A 125V 2P3W H/L YL"
"2848900","CR20W","CPR-WDK CR20W Recp Duplex 20A 125V 2P3W Str Swire WH"
"2848899","CR20V","CPR-WDK CR20V Recp Duplex 20A 125V 2P3W Str Swire IV"
"2848898","CR20SW","CPR-WDK CR20SW RecpDup 20A125V 2P3W Swire Str Smooth WH"
"2848897","CR20SV","CPR-WDK CR20SV RecpDup 20A125V 2P3W Swire Str Smooth IV"
"2848896","CR20SLA","CPR-WDK CR20SLA RecpDup 20A125V 2P3W Swire Str Smooth LA"
"2848895","CR20SGY","CPR-WDK CR20SGY RecpDup 20A125V 2P3W Swire Str Smooth GY"
"2848894","CR20SBK","CPR-WDK CR20SBK RecpDup 20A125V 2P3W Swire Str Smooth BK"
"2848893","CR20SB","CPR-WDK CR20SB RecpDup 20A125V 2P3W Swire Str Smooth BR"
"2848892","CR20LA","CPR-WDK CR20LA Recp Duplex 20A 125V 2P3W Str Swire LA"
"2848891","CR20GY","CPR-WDK CR20GY Recp Duplex 20A 125V 2P3W Str Swire GY"
"2848890","CR20BK","CPR-WDK CR20BK Recp Duplex 20A 125V 2P3W Str Swire BK"
"2848889","CR20B","CPR-WDK CR20B Recp Duplex 20A 125V 2P3W Str Swire BR"
"2848888","CR20A","CPR-WDK CR20A Recp Duplex 20A 125V 2P3W Str Swire AL"
"2848887","CR15W","CPR-WDK CR15W Recp Duplex 15A 125V 2P3W Swire Str WH"
"2848886","CR15V","CPR-WDK CR15V Recp Duplex 15A 125V 2P3W Swire Str IV"
"2848885","CR15SW","CPR-WDK CR15SW RecpDup 15A125V 2P3W Swire Str Smooth WH"
"2848884","CR15SV","CPR-WDK CR15SV RecpDup 15A125V 2P3W Swire Str Smooth IV"
"2848883","CR15SLA","CPR-WDK CR15SLA RecpDup 15A125V 2P3W Swire Str Smooth LA"
"2848882","CR15SGY","CPR-WDK CR15SGY RecpDup 15A125V 2P3W Swire Str Smooth GY"
"2848881","CR15SBK","CPR-WDK CR15SBK RecpDup 15A125V 2P3W Swire Str Smooth BK"
"2848880","CR15SB","CPR-WDK CR15SB RecpDup 15A125V 2P3W Swire Str Smooth BR"
"2848879","CR15LA","CPR-WDK CR15LA Recp Duplex 15A 125V 2P3W Swire Str LA"
"2848878","CR15GY","CPR-WDK CR15GY Recp Duplex 15A 125V 2P3W Swire Str GY"
"2848877","CR15BK","CPR-WDK CR15BK Recp Duplex 15A 125V 2P3W Swire Str BK"
"2848876","CR15B","CPR-WDK CR15B Recp Duplex 15A 125V 2P3W Swire Str BR"
"2848875","CR15A","CPR-WDK CR15A Recp Duplex 15A 125V 2P3W Swire Str AL"
"2848871","CDFTBB1","CPR-WDK CDFTBB1 Backbox FeedThru Pin&Slv 20&30A Rec&Inlt"
"2848870","CDCP60","CPR-WDK CDCP60 Closure Cap for 60/63A Pin&Sleeve"
"2848869","CDCP530","CPR-WDK CDCP530 Closure Cap for 30/32A 5W Pin&Sleeve"
"2848868","CDCP520","CPR-WDK CDCP520 Closure Cap for 16/20A 5W Pin&Sleeve"
"2848867","CDCP420","CPR-WDK CDCP420 Closure Cap for 16/20A 4W Pin&Sleeve"
"2848866","CDCP3430","CPR-WDK CDCP3430 Closure Cap for 30/32A 3W Pin&Sleeve"
"2848865","CDCP320","CPR-WDK CDCP320 Closure Cap for 16/20A 3W Pin&Sleeve"
"2848864","CDCP100","CPR-WDK CDCP100 Closure Cap for 100/125A Pin&Sleeve"
"2848863","CDBB5","CPR-WDK CDBB5 Backbox Pin&Sleeve 100A Recps & Inlets"
"2848862","CDBB3-MI","CPR-WDK CDBB3-MI Backbox Pin&Sleeve for 60A Inlets"
"2848861","CDBB3","CPR-WDK CDBB3 Backbox Pin&Sleeve for 60A Receptacles"
"2848860","CDBB1","CPR-WDK CDBB1 Backbox Pin&Slv for 20&30A Recp & Inlets"
"2848858","CD563R6W","CPR-WDK CD563R6W Recp Pin&Sleeve 63A 220/415V 4P5W WT RD"
"2848857","CD563P6W","CPR-WDK CD563P6W Plug Pin&Sleeve 63A 220/415V 4P5W WT RD"
"2848856","CD563B6W","CPR-WDK CD563B6W Inlet Pin&Sleeve 63A 220/415V 4P5W WT RD"
"2848855","CD560R7W","CPR-WDK CD560R7W Recp Pin&Slv 60A 277/480V 3PH 4P5W WT RD"
"2848854","CD560P5W","CPR-WDK CD560P5W Plug Pin&Slv 60A 347/600V 3PH 4P5W WT BK"
"2848853","CD560MIF9W","CPR-WDK CD560MIF9W MchIntl Pin&Slv 60A120/208V3PH4P5W FU BL"
"2848852","CD560MIF7W","CPR-WDK CD560MIF7W MchIntl Pin&Slv 60A277/480V3PH4P5W FU RD"
"2848851","CD560MIF5W","CPR-WDK CD560MIF5W MchIntl Pin&Slv 60A347/600V3PH4P5W FU BK"
"2848850","CD560MICB9W","CPR-WDK CD560MICB9W MchIntl Pin&Slv 60A120/208V3PH4P5W CB BL"
"2848849","CD560MICB7W","CPR-WDK CD560MICB7W MchIntl Pin&Slv 60A277/480V3PH4P5W CB RD"
"2848848","CD560MIB9W","CPR-WDK CD560MIB9W MchIntl Pin&Slv 60A120/208V3PH4P5W FU BL"
"2848847","CD560MIB7W","CPR-WDK CD560MIB7W MchIntl Pin&Slv 60A277/480V3PH4P5W FU RD"
"2848846","CD560MI9W","CPR-WDK CD560MI9W Mch Intl Pin&Slv 60A120/208V 3PH 4P5W BL"
"2848845","CD560MI7W","CPR-WDK CD560MI7W Mch Intl Pin&Slv 60A277/480V 3PH 4P5W RD"
"2848844","CD560MI5W","CPR-WDK CD560MI5W Mch Intl Pin&Slv 60A347/600V 3PH 4P5W BK"
"2848843","CD560C5W","CPR-WDK CD560C5W Conn Pin&Slv 60A 347/600V 3PH 4P5W WT BK"
"2848842","CD560B7W","CPR-WDK CD560B7W Inlet Pin&Slv 60A277/480V 3PH 4P5W WT RD"
"2848841","CD560B5W","CPR-WDK CD560B5W Inlet Pin&Slv 60A347/600V 3PH 4P5W WT BK"
"2848840","CD532R6W","CPR-WDK CD532R6W Recp Pin&Sleeve 32A 220/380V 4P5W WT RD"
"2848839","CD532P6W","CPR-WDK CD532P6W Plug Pin&Sleeve 32A 220/380V 4P5W WT RD"
"2848838","CD532C6W","CPR-WDK CD532C6W Conn Pin&Sleeve 32A 220/380V 4P5W WT RD"
"2848837","CD532B6W","CPR-WDK CD532B6W Inlet Pin&Sleeve 32A 220/380V 4P5W WT RD"
"2848836","CD530R9W","CPR-WDK CD530R9W Recp Pin&Slv 30A120/208V 3PH 4P5W WT BL"
"2848835","CD530R7W","CPR-WDK CD530R7W Recp Pin&Slv 30A277/480V 3PH 4P5W WT RD"
"2848834","CD530R5W","CPR-WDK CD530R5W Recp Pin&Slv 30A 347/600V 3PH 4P5W WT BK"
"2848833","CD530P9W","CPR-WDK CD530P9W Plug Pin&Slv 30A120/208V 3PH 4P5W WT BL"
"2848832","CD530P7W","CPR-WDK CD530P7W Plug Pin&Slv 30A277/480V 3PH 4P5W WT RD"
"2848831","CD530P5W","CPR-WDK CD530P5W Plug Pin&Slv 30A 347/600V 3PH 4P5W WT BK"
"2848830","CD530MIF9W","CPR-WDK CD530MIF9W MchIntPin&Slv30A120/208V3PH4P5W WT FU BL"
"2848829","CD530MIF7W","CPR-WDK CD530MIF7W MchIntPin&Slv30A277/480V3PH4P5W WT FU RD"
"2848828","CD530MIF5W","CPR-WDK CD530MIF5W MchIntPin&Slv30A347/600V3PH4P5W WT FU BK"
"2848827","CD530MICB9W","CPR-WDK CD530MICB9W MchIntPin&Slv30A120/208V3PH4P5W WT CB BL"
"2848826","CD530MICB7W","CPR-WDK CD530MICB7W MchIntPin&Slv30A277/480V3PH4P5W WT CB RD"
"2848825","CD530MICB5W","CPR-WDK CD530MICB5W MchIntPin&Slv30A347/600V3PH4P5W WT CB BK"
"2848824","CD530MIB9W","CPR-WDK CD530MIB9W MchIntPin&Slv30A120/208V3PH4P5W WT FU BL"
"2848823","CD530MIB7W","CPR-WDK CD530MIB7W MchIntPin&Slv30A277/480V3PH4P5W WT FU RD"
"2848822","CD530MI9W","CPR-WDK CD530MI9W Mch Intl Pin&Slv 30A120/208V 3PH 4P5W BL"
"2848821","CD530MI7W","CPR-WDK CD530MI7W MchIntl Pin&Slv 30A 277/480V 3PH 4P5W RD"
"2848820","CD530MI5W","CPR-WDK CD530MI5W MchIntl Pin&Slv 30A 347/600V 3PH 4P5W BK"
"2848819","CD530C9W","CPR-WDK CD530C9W Conn Pin&Slv 30A120/208V 3PH 4P5W WT BL"
"2848818","CD530C7W","CPR-WDK CD530C7W Conn Pin&Slv 30A277/480V 3PH 4P5W WT RD"
"2848817","CD530C5W","CPR-WDK CD530C5W Conn Pin&Slv 30A 347/600V 3PH 4P5W WT BK"
"2848816","CD530B9W","CPR-WDK CD530B9W Inlet Pin&Slv 30A120/208V 3PH 4P5W WT BL"
"2848815","CD530B7W","CPR-WDK CD530B7W Inlet Pin&Slv 30A277/480V 3PH 4P5W WT RD"
"2848814","CD530B5W","CPR-WDK CD530B5W Inlet Pin&Slv 30A347/600V 3PH 4P5W WT BK"
"2848813","CD520R9W","CPR-WDK CD520R9W Recp Pin&Slv 20A 120/208V 3PH 4P5W WT BL"
"2848812","CD520R7W","CPR-WDK CD520R7W Recp Pin&Slv 20A 277/480V 3PH 4P5W WT RD"
"2848811","CD520R5W","CPR-WDK CD520R5W Recp Pin&Slv 20A 347/600V 3PH 4P5W WT BK"
"2848810","CD520P9W","CPR-WDK CD520P9W Plug Pin&Slv 20A 120/208V 3PH 4P5W WT BL"
"2848809","CD520P7W","CPR-WDK CD520P7W Plug Pin&Slv 20A 277/480V 3PH 4P5W WT RD"
"2848808","CD520P5W","CPR-WDK CD520P5W Conn Pin&Slv 20A 347/600V 3PH 4P5W WT BK"
"2848807","CD520HMI9W","CPR-WDK CD520HMI9W MchIntl Pin&Slv20A120/208V3PH4P5W Hor BL"
"2848806","CD520HMI7W","CPR-WDK CD520HMI7W MchIntl Pin&Slv20A277/480V3PH4P5W Hor BK"
"2848805","CD520HMI5W","CPR-WDK CD520HMI5W MchIntl Pin&Slv20A347/600V3PH4P5W Hor BK"
"2848804","CD520C9W","CPR-WDK CD520C9W Conn Pin&Slv 20A 120/208V 3PH 4P5W WT BL"
"2848803","CD520C7W","CPR-WDK CD520C7W Conn Pin&Slv 20A 277/480V 3PH 4P5W WT RD"
"2848802","CD520C5W","CPR-WDK CD520C5W Conn Pin&Slv 20A 347/600V 3PH 4P5W WT BK"
"2848801","CD520B9W","CPR-WDK CD520B9W Inlet Pin&Slv 20A120/208V 3PH 4P5W WT BL"
"2848800","CD520B7W","CPR-WDK CD520B7W Inlet Pin&Slv 20A277/480V 3PH 4P5W WT RD"
"2848799","CD520B5W","CPR-WDK CD520B5W Inlet Pin&Slv 20A347/600V 3PH 4P5W WT BK"
"2848798","CD516R6W","CPR-WDK CD516R6W Recp Pin&Sleeve 16A 220/415V 4P5W WT RD"
"2848797","CD516C6W","CPR-WDK CD516C6W Conn Pin&Sleeve 16A 220/415V 4P5W WT RD"
"2848796","CD516B6W","CPR-WDK CD516B6W Inlet Pin&Sleeve 16A 220/415V 4P5W WT RD"
"2848795","CD5125R6W","CPR-WDK CD5125R6W Recp Pin&Sleeve 125A 220/415V 4P5W WT RD"
"2848794","CD5125P6W","CPR-WDK CD5125P6W Plug Pin&Sleeve 125A 220/415V 4P5W WT RD"
"2848793","CD5125C6W","CPR-WDK CD5125C6W Conn Pin&Sleeve 125A 220/415V 4P5W WT RD"
"2848792","CD5125B6W","CPR-WDK CD5125B6W Inlet Pin&Sleeve 125A220/415V 4P5W WT RD"
"2848791","CD5100R5W","CPR-WDK CD5100R5W Recp Pin&Slv 100A347/600V 3PH 4P5W WT BK"
"2848790","CD5100P5W","CPR-WDK CD5100P5W Plug Pin&Slv 100A347/600V 3PH 4P5W WT BK"
"2848789","CD5100MICB9W","CPR-WDK CD5100MICB9W Mch Int Pin&Slv100A120/208V3PH4P5W CB BL"
"2848788","CD5100MI9W","CPR-WDK CD5100MI9W Mch Int Pin&Slv100A120/208V3PH4P5W WT BL"
"2848787","CD5100MI7W","CPR-WDK CD5100MI7W Mch Int Pin&Slv100A277/480V3PH4P5W WT RD"
"2848786","CD5100MI5W","CPR-WDK CD5100MI5W Mch Int Pin&Slv100A347/600V3PH4P5W WT BK"
"2848785","CD5100C9W","CPR-WDK CD5100C9W Conn Pin&Slv 100A120/208V 3PH 4P5W WT BL"
"2848784","CD5100C5W","CPR-WDK CD5100C5W Conn Pin&Slv 100A347/600V 3PH 4P5W WT BK"
"2848783","CD5100B9W","CPR-WDK CD5100B9W Inlet Pin&Slv 100A120/208V3PH 4P5W WT BL"
"2848782","CD5100B7W","CPR-WDK CD5100B7W Inlet Pin&Slv 100A277/480V3PH 4P5W WT RD"
"2848781","CD5100B5W","CPR-WDK CD5100B5W Inlet Pin&Slv 100A347/600V3PH 4P5W WT BK"
"2848780","CD463R6W","CPR-WDK CD463R6W Recp Pin&Sleeve 63A 380-415V 3P4W WT RD"
"2848779","CD463P6W","CPR-WDK CD463P6W Plug Pin&Sleeve 63A 380-415V 3P4W WT RD"
"2848778","CD463C6W","CPR-WDK CD463C6W Conn Pin&Sleeve 63A 380-415V 3P4W WT RD"
"2848777","CD463B6W","CPR-WDK CD463B6W Inlet Pin&Sleeve 63A 380-415V 3P4W WT RD"
"2848776","CD460R5W","CPR-WDK CD460R5W Recp Pin&Sleeve 60A 600V 3PH 3P4W WT BK"
"2848775","CD460P7W","CPR-WDK CD460P7W Plug Pin&Sleeve 60A 480V 3PH 3P4W WT RD"
"2848774","CD460P5W","CPR-WDK CD460P5W Plug Pin&Sleeve 60A 600V 3PH 3P4W WT BK"
"2848773","CD460MIF9W","CPR-WDK CD460MIF9W Mech Int Pin&Slv 60A250V3PH3P4W WT FU BL"
"2848772","CD460MIF7W","CPR-WDK CD460MIF7W Mech Int Pin&Slv 60A480V3PH3P4W WT FU RD"
"2848771","CD460MIF5W","CPR-WDK CD460MIF5W Mech Int Pin&Slv 60A600V3PH3P4W FU WT BK"
"2848770","CD460MIF12W","CPR-WDK CD460MIF12W Mch Int Pin&Slv 60A125/250V3P4W WT FU OR"
"2848769","CD460MICB9W","CPR-WDK CD460MICB9W Mech Int Pin&Slv 60A250V3PH3P4W WT CB BL"
"2848768","CD460MICB7W","CPR-WDK CD460MICB7W Mech Int Pin&Slv 60A480V3PH3P4W WT CB RD"
"2848767","CD460MICB5W","CPR-WDK CD460MICB5W Mech Int Pin&Slv 60A600V3PH3P4W CB WT BK"
"2848766","CD460MICB12W","CPR-WDK CD460MICB12W Mch Int Pin&Slv 60A125/250V3P4W WT CB OR"
"2848765","CD460MIB9W","CPR-WDK CD460MIB9W Mech Int Pin&Slv 60A250V3PH3P4W WT FU BL"
"2848764","CD460MIB7W","CPR-WDK CD460MIB7W Mech Int Pin&Slv 60A480V3PH3P4W WT FU RD"
"2848763","CD460MIB5W","CPR-WDK CD460MIB5W Mech Int Pin&Slv 60A600V3PH3P4W FU WT BK"
"2848762","CD460MIB12W","CPR-WDK CD460MIB12W Mch Int Pin&Slv 60A125/250V3P4W WT FU OR"
"2848761","CD460MI9W","CPR-WDK CD460MI9W Mech Int Pin&Slv 60A 250V 3PH 3P4W WT BL"
"2848760","CD460MI7W","CPR-WDK CD460MI7W Mech Int Pin&Slv 60A 480V 3PH 3P4W WT RD"
"2848759","CD460MI5W","CPR-WDK CD460MI5W Mech Int Pin&Slv 60A 600V 3PH 3P4W WT BK"
"2848758","CD460MI12W","CPR-WDK CD460MI12W Mech Int Pin&Slv 60A 125/250V 3P4W WT OR"
"2848757","CD460B9W","CPR-WDK CD460B9W Inlet Pin&Sleeve 60A 250V 3PH 3P4W WT BL"
"2848756","CD460B5W","CPR-WDK CD460B5W Inlet Pin&Sleeve 60A 600V 3PH 3P4W WT BK"
"2848755","CD432R6W","CPR-WDK CD432R6W Recp Pin&Sleeve 32A 380-415V 3P4W WT RD"
"2848754","CD432R3W","CPR-WDK CD432R3W Rec Pn&Slv 32A 380V50Hz 440V60Hz WT RD"
"2848753","CD432P6W","CPR-WDK CD432P6W Plug Pin&Sleeve 32A 380-415V 3P4W WT RD"
"2848752","CD432C6W","CPR-WDK CD432C6W Conn Pin&Sleeve 32A 380-415V 3P4W WT RD"
"2848751","CD432B6W","CPR-WDK CD432B6W Inlet Pin&Sleeve 32A 380-415V 3P4W WT RD"
"2848750","CD430R9W","CPR-WDK CD430R9W Recp Pin&Sleeve 30A 250V 3PH 3P4W WT BL"
"2848749","CD430R7W","CPR-WDK CD430R7W Recp Pin&Sleeve 30A 480V 3PH 3P4W WT RD"
"2848748","CD430R5W","CPR-WDK CD430R5W Recp Pin&Sleeve 30A 600V 3PH 3P4W WT BK"
"2848747","CD430R12W","CPR-WDK CD430R12W Recp Pin&Sleeve 30A 125/250V 3P4W WT OR"
"2848746","CD430P9W","CPR-WDK CD430P9W Plug Pin&Sleeve 30A 250V 3PH 3P4W WT BL"
"2848745","CD430P7W","CPR-WDK CD430P7W Plug Pin&Sleeve 30A 480V 3PH 3P4W WT RD"
"2848744","CD430P5W","CPR-WDK CD430P5W Plug Pin&Sleeve 30A 600V 3PH 3P4W WT BK"
"2848743","CD430P12W","CPR-WDK CD430P12W Plug Pin&Sleeve 30A 125/250V 3P4W WT OR"
"2848742","CD430MIF9W","CPR-WDK CD430MIF9W Mech Int Pin&Slv 30A250V3PH3P4W WT FU BL"
"2848741","CD430MIF7W","CPR-WDK CD430MIF7W Mech Int Pin&Slv 30A480V3PH3P4W WT FU RD"
"2848740","CD430MIF5W","CPR-WDK CD430MIF5W Mch Int Pin&Slv 30A600V3PH 3P4W WT FU BK"
"2848739","CD430MIF12W","CPR-WDK CD430MIF12W Mch Int Pin&Slv 30A125/250V3P4W WT FU OR"
"2848738","CD430MICB9W","CPR-WDK CD430MICB9W Mech Int Pin&Slv 30A250V3PH3P4W WT CB BL"
"2848737","CD430MICB7W","CPR-WDK CD430MICB7W Mech Int Pin&Slv 30A480V3PH3P4W WT CB RD"
"2848736","CD430MICB12W","CPR-WDK CD430MICB12W Mch Int Pin&Slv 30A125/250V3P4W WT CB OR"
"2848735","CD430MIB9W","CPR-WDK CD430MIB9W Mech Int Pin&Slv 30A250V3PH3P4W WT FU BL"
"2848734","CD430MIB7W","CPR-WDK CD430MIB7W Mech Int Pin&Slv 30A480V3PH3P4W WT FU RD"
"2848733","CD430MIB12W","CPR-WDK CD430MIB12W Mch Int Pin&Slv 30A125/250V3P4W WT FU OR"
"2848732","CD430MI9W","CPR-WDK CD430MI9W Mech Int Pin&Slv 30A 250V 3PH 3P4W WT BL"
"2848731","CD430MI7W","CPR-WDK CD430MI7W Mech Int Pin&Slv 30A 480V 3PH 3P4W WT RD"
"2848730","CD430MI5W","CPR-WDK CD430MI5W Mech Int Pin&Slv 30A 600V 3PH 3P4W WT BK"
