id,catalog_number,sprocket_diameters
397793,60B45F-1L,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397789,80B24F-1F,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397908,60B45F-2C,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397889,35B15FH,Outside Diameter:1.990 in|Pitch Diameter:1.804 in|Caliper Diameter:1.594 in
396203,80B36F-2G,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
397865,2062A15,Outside Diameter:7.960 in|Pitch Diameter:7.215 in|Caliper Diameter:6.300 in
396232,2082B15,Outside Diameter:10.610 in|Pitch Diameter:9.620 in|Caliper Diameter:8.442 in
397912,60B45F-1J,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
396207,2040B11,Outside Diameter:2.000 in|Pitch Diameter:1.852 in|Caliper Diameter:1.537 in
396228,2082B19,Outside Diameter:13.190 in|Pitch Diameter:12.151 in|Caliper Diameter:10.985 in
396241,2082B23,Outside Diameter:15.750 in|Pitch Diameter:14.688 in|Caliper Diameter:13.528 in
396278,2062B15,Outside Diameter:7.960 in|Pitch Diameter:7.215 in|Caliper Diameter:6.300 in
396290,2062A19,Outside Diameter:9.890 in|Pitch Diameter:9.113 in|Caliper Diameter:8.207 in
396310,2080B14,Outside Diameter:4.980 in|Pitch Diameter:4.610 in|Caliper Diameter:3.985 in
396298,2060B26,Outside Diameter:6.630 in|Pitch Diameter:6.268 in|Caliper Diameter:5.799 in
396322,60B33F-1H,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
396314,2080B30,Outside Diameter:10.110 in|Pitch Diameter:9.620 in|Caliper Diameter:8.995 in
396302,2060B22,Outside Diameter:5.670 in|Pitch Diameter:5.324 in|Caliper Diameter:4.855 in
396318,2080B23,Outside Diameter:7.870 in|Pitch Diameter:7.413 in|Caliper Diameter:6.770 in
396334,2062B23,Outside Diameter:11.810 in|Pitch Diameter:11.016 in|Caliper Diameter:10.115 in
396371,2060A21,Outside Diameter:5.420 in|Pitch Diameter:5.089 in|Caliper Diameter:4.606 in
396363,40B14FJ,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.934 in
396330,2052A21,Outside Diameter:9.040 in|Pitch Diameter:8.387 in|Caliper DIameter:7.614 in
396401,50B26F-1H,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
396425,2050A26,No. Teeth:26 |Outside Diameter:5.520 in|Pitch Diameter:5.223 in|Caliper Diameter:4.823 in
396437,80B13F-1L,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
396466,50B30FL,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
396502,50B20F-1F,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
396486,2040A26,Outside Diameter:4.420 in|Pitch Diameter:4.179 in|Caliper Diameter:3.867 in
396474,2042A26,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
396522,2052A16,Outside Diameter:7.030 in|Pitch Diameter:6.407 in|Caliper DIameter:5.657 in
396518,2052A20,Outside Diameter:8.640 in|Pitch Diameter:7.991 in|Caliper DIameter:7.241 in
396530,60B31F-1C,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
396506,2060A25,Outside Diameter:6.380 in|Pitch Diameter:6.032 in|Caliper Diameter:5.551 in
396611,50B11FL,Outside Diameter:2.500 in|Pitch Sprocket Diameter:2.219 in|Caliper Diameter:1.796 in
396624,2082A22,Outside Diameter:15.110 in|Pitch Diameter:14.053 in|Caliper Diameter:12.928 in
396591,240A25,Outside Diameter:25.550 in|Pitch Diameter:23.936 in|Caliper Diameter:22.014 in
396669,35B54FP,Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in
396734,180A25,Outside Diameter:19.160 in|Pitch Diameter:17.952 in|Caliper Diameter:16.511 in
396766,50B35F-1B,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
396750,40B45F-1B,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
396882,2050B16,No. Teeth:16 |Outside Diameter:3.520 in|Pitch Diameter:3.266 in|Caliper Diameter:2.866 in
396902,60B30F-1F,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
396894,60B33F-1C,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
396923,80B16F-1L,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
396939,80B15F-1C,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
396983,50B25F-1B,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
397086,200B18,Outside Diameter:15.680 in|Pitch Diameter:14.397 in|Caliper Diameter:12.835 in
397065,40B42F-1H,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
397098,40B13FJ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in
397122,60B25F-1J,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397094,60B22F-1D,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397118,60B21F-1F,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
397143,60B23F-1J,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397147,60B24F-1H,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397077,2062B24,Outside Diameter:12.290 in|Pitch Diameter:11.492 in|Caliper Diameter:10.617 in
397163,60B16F-1J,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397114,60B21F-1R,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
397167,60B15F-1G,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397179,2062B20,Outside Diameter:10.370 in|Pitch Diameter:9.589 in|Caliper Diameter:8.714 in
397155,60B16F-1F,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397187,60B35F-1F,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397195,60B19F-1J,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397199,60B17F-1R,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397134,60B26F-1B,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397219,60B35F-1J,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397183,60B19F-1G,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397228,60B36F-1D,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397215,60B35F-1R,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397236,60B33F-1D,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
397203,60B17F-1F,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397207,35B14FH,Outside Diameter:1.870 in|Pitch Diameter:1.685 in|Caliper Diameter:1.485 in
397284,180B16,Outside Diameter:12.660 in|Pitch Diameter:11.533 in|Caliper Diameter:10.127 in
397280,60B28F-1G,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397300,60B27F-1R,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397249,2062A13,Outside Diameter:6.990 in|Pitch Diameter:6.268 in|Caliper Diameter:5.347 in
397232,2050B19,No. Teeth:19 |Outside Diameter:4.120 in|Pitch Diameter:3.850 in|Caliper Diameter:3.436 in
397305,60B27F-1G,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397331,60B30F-1R,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397310,40B23F-1H,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
397272,60B40F-1D,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397327,60B29F-1J,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397191,60B20F-1C,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
397352,50B35F-1C,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
397319,60B32F-1G,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397340,50B34F-1R,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397344,35B42F-1D,Outside Diameter:5.230 in|Pitch Diameter:5.018 in|Caliper Diameter:4.818 in
397361,50B33F-1C,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
397394,50B37F-1D,Outside Diameter:7.720 in|Pitch Sprocket Diameter:7.37 in|Caliper Diameter:6.963 in
397401,50B37F-1C,Outside Diameter:7.720 in|Pitch Sprocket Diameter:7.37 in|Caliper Diameter:6.963 in
397409,50B29F-1D,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
397389,50B36F-1L,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397366,60B25F-1H,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397348,50B35F-1H,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
397376,80B15F-1H,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
397436,2052B10,Outside Diameter:4.600 in|Pitch Diameter:4.045 in|Caliper DIameter:3.295 in
397456,50B31F-1B,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
397444,50B26FP,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
397448,50B30F-1D,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
397425,50B27F-1H,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
397483,50B55F-1L,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
397468,50B60F-1L,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397464,50B9FL,Outside Diameter:2.090 in|Pitch Sprocket Diameter:1.828 in|Caliper Diameter:1.400 in
397452,50B29FL,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
397460,50B30F-1G,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
397491,60B19F-1C,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397495,50B60F-1C,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397405,2052A18,Outside Diameter:7.840 in|Pitch Diameter:7.198 in|Caliper DIameter:6.448 in
397499,35B30FP,Outside Diameter:3.790 in|Pitch Diameter:3.588 in|Caliper Diameter:3.388 in
397472,60B12F-1B,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in
397537,50B48F-1L,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
397527,50B42F-1D,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397429,50B27F-1C,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
397523,60B13F-1G,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397541,50B42FL,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397545,50B40F-1B,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397553,160A9,Outside Diameter:6.700 in|Pitch Diameter:5.848 in|Caliper Diameter:4.635 in
397580,50B45F-1D,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397584,50B48F-1D,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
397565,50B50F-1H,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
397549,50B38FL,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
397629,41B17FL,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.403 in
397592,80B27F-1D,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397596,60B29F-1H,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397561,50B48F-1F,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
397625,40B32F-1C,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
397617,60B27F-1H,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397613,80B26F-2G,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397646,80B30F-1J,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397651,80B30F-1G,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397655,80B20F-1C,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397605,80B26F-1D,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397576,40B14FH,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.934 in
397692,80B24F-1R,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397609,80B24F-2C,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397696,35B32F-1D,Outside Diameter:4.030 in|Pitch Diameter:3.826 in|Caliper Diameter:3.626 in
397704,80B21F-1L,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397671,80B12F-1C,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
397687,80B22F-1R,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397700,60B16F-1B,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397667,80B18F-1J,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
397712,80B22F-1D,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397736,40B26FL,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in
397819,50B27FL,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
397828,240A12,Outside Diameter:13.000 in|Pitch Diameter:11.591 in|Caliper Diameter:9.716 in
397907,60B45F-2G,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397898,50B50F-1G,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
397862,40B30FL,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
397887,50B21F-1C,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
397967,140A12,Outside Diameter:7.580 in|Pitch Diameter:6.762 in|Caliper Diameter:5.762 in
397936,60B60F-1D,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397916,60B48F-1L,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397924,60B42F-1L,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
397972,35B12FH,Outside Diameter:1.630 in|Pitch Diameter:1.449 in|Caliper Diameter:1.249 in
397796,140B30,Outside Diameter:17.700 in|Pitch Diameter:16.742 in|Caliper Diameter:15.742 in
397919,200B23,Outside Diameter:19.960 in|Pitch Diameter:18.360 in|Caliper Diameter:16.755 in
397929,60B42F-1H,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
397933,2080A16,Outside Diameter:5.630 in|Pitch Diameter:5.226 in|Caliper Diameter:4.601 in
397932,140C36,Outside Diameter:20.494 in|Pitch Diameter:19.523 in|Caliper Diameter:18.503 in
397943,60B9FL,Outside Diameter:2.511 in|Pitch Diameter:2.193 in|Caliper Diameter:1.691 in
397947,60B60F-1R,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397920,60B48F-1D,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397928,50B45FP,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397973,80B14F-1C,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
397964,60B60F-1C,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397977,80B13F-1P,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
397981,80B15F-1G,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
397968,60B32F-1F,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397993,50B20F-1C,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
397989,80B12F-1F,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
397997,80B13F-1G,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
398001,80B12F-1L,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
398013,80B18F-1G,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
398029,80B16F-2C,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
398009,140C40,Outside Diameter:23.290 in|Pitch Diameter:22.306 in|Caliper Diameter:21.306 in
398021,80B16F-1D,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
398069,2060B18,Outside Diameter:4.700 in|Pitch Diameter:4.386 in|Caliper Diameter:3.917 in
398047,60B36F-2C,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
398033,80B16F-1J,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
1752439,40B29F-1G,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
398075,100C72,Outside Diameter:29.380 in|Pitch Diameter:28.657 in|Caliper Diameter:27.908 in
398025,80B15F-1P,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
398017,80B17F-2C,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
1752431,35B27F-1B,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in
1752443,40B29FP,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752459,80B23F-2R,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752463,80B25F-1F,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752455,80B23F-1L,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752483,80B9F-1B,Outside Diameter:3.350 in|Pitch Diameter:2.924 in|Caliper Diameter:2.254 in
1752451,80B23F-1F,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
397984,80B14F-1J,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
397980,80B15F-1B,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
397988,50B45FL,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397996,80B13F-1D,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
398012,80B18F-1F,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
398028,80B16F-1R,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
398041,200A28,Outside Diameter:23.690 in|Pitch Diameter:22.330 in|Caliper Diameter:20.768 in
1752438,40B29F-1D,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752434,35B27FJ,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in
1752426,160A60,Outside Diameter:39.360 in|Pitch Diameter:38.214 in|Caliper Diameter:37.089 in
1752450,80B23F-1D,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752470,80B25F-2R,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752442,40B29FL,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752446,80B10F-1B,Outside Diameter:3.680 in|Pitch Diameter:3.236 in|Caliper Diameter:2.611 in
1752462,80B25F-1D,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752454,80B23F-1J,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752466,80B25F-1L,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752458,80B23F-2G,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
394474,40B11FJ,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.444 in
394494,40B11FH,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.444 in
394516,50B60F-1B,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
394524,40B14FL,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.934 in
394512,40B15FJ,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
394550,40B16F-1C,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in
394562,40B25F-1G,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
394574,40B24FL,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in
394587,40B27F-1D,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
394591,40B28F-1C,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in
394566,50B23FP,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
394619,60B21F-1C,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
394546,40B16F-1D,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in
394479,40B23F-1B,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394639,40B23F-1G,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394648,40B22F-1G,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
394644,40B23FL,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394660,50B23F-1F,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
394680,35B22FL,Outside Diameter:2.830 in|Pitch Diameter:2.635 in|Caliper Diameter:2.435 in
394676,35B21F-1,Outside Diameter:2.710 in|Pitch Diameter:2.516 in|Caliper Diameter:2.309 in
394721,60B18F-1H,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
394684,240A15,Outside Diameter:15.910 in|Pitch Diameter:14.429 in|Caliper Diameter:12.475 in
394652,40B22F-1B,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
394750,35B17FL,Outside Diameter:2.230 in|Pitch Diameter:2.041 in|Caliper Diameter:1.832 in
394701,60B21F-1J,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
394693,50B38F-1C,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
394705,35B27FL,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in
394769,80B12F-1J,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
394697,2050A28,No. Teeth:28 |Outside Diameter:5.920 in|Pitch Diameter:5.617 in|Caliper Diameter:5.217 in
394746,35B20F-1,Outside Diameter:2.590 in|Pitch Diameter:2.397 in|Caliper Diameter:2.197 in
394764,50B26F-1C,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
394786,35B60FP,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in
394773,35B42FP,Outside Diameter:5.230 in|Pitch Diameter:5.018 in|Caliper Diameter:4.818 in
394782,35B45F-1B,Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in
394778,35B42FL,Outside Diameter:5.230 in|Pitch Diameter:5.018 in|Caliper Diameter:4.818 in
394664,160B8,Outside Diameter:6.030 in|Pitch Diameter:5.226 in|Caliper Diameter:4.101 in
394790,35B60FJ,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in
394798,35B54F-1D,Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in
394821,35B35F-1C,Outside Diameter:4.390 in|Pitch Diameter:4.184 in|Caliper Diameter:3.979 in
394861,50B15F-1B,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
394890,35B22FJ,Outside Diameter:2.830 in|Pitch Diameter:2.635 in|Caliper Diameter:2.435 in
394914,200A18,Outside Diameter:15.680 in|Pitch Diameter:14.397 in|Caliper Diameter:12.835 in
394930,50B31F-1D,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
394935,80B21F-2C,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
394869,50B15F-1D,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
