id,catalog_number,sprocket_diameters
395070,40B36F-1H,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395123,40B28F-1D,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in
395187,41B13FH,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.768 in
395152,40B32F-1G,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395169,41B12FL,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.626 in
395343,50B24F-1G,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
395699,160B19,Outside Diameter:13.190 in|Pitch Diameter:12.152 in|Caliper Diameter:10.985 in
395478,160A45,Outside Diameter:29.800 in|Pitch Diameter:28.672 in|Caliper Diameter:27.529 in
395704,160B18,Outside Diameter:12.540 in|Pitch Diameter:11.518 in|Caliper Diameter:10.393 in
396092,60B18F-1L,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
396087,160B12,Outside Diameter:8.660 in|Pitch Diameter:7.728 in|Caliper Diameter:6.603 in
396117,2052B16,Outside Diameter:7.030 in|Pitch Diameter:6.407 in|Caliper DIameter:5.657 in
395805,35B36FJ,Outside Diameter:4.510 in|Pitch Diameter:4.303 in|Caliper Diameter:4.103 in
396277,2062B12,Outside Diameter:6.500 in|Pitch Diameter:5.796 in|Caliper Diameter:4.921 in
396125,2060B13,Outside Diameter:3.480 in|Pitch Diameter:3.228 in|Caliper Diameter:2.735 in
396231,2082B13,Outside Diameter:9.320 in|Pitch Diameter:8.357 in|Caliper Diameter:7.171 in
396305,35B24FH,Outside Diameter:3.070 in|Pitch Diameter:2.873 in|Caliper Diameter:2.673 in
396297,2060B25,Outside Diameter:6.380 in|Pitch Diameter:6.032 in|Caliper Diameter:5.551 in
396404,2082B9,Outside Diameter:6.700 in|Pitch Diameter:5.848 in|Caliper Diameter:4.634 in
396153,60B24F-1F,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
396704,60B31F-1H,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
396822,160B28,Outside Diameter:18.950 in|Pitch Diameter:17.862 in|Caliper Diameter:16.737 in
396881,2062B13,Outside Diameter:6.990 in|Pitch Diameter:6.268 in|Caliper Diameter:5.347 in
396574,35B16FH,Outside Diameter:2.110 in|Pitch Diameter:1.922 in|Caliper Diameter:1.722 in
397097,60B23F-1B,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397133,100A25,Outside Diameter:10.650 in|Pitch Diameter:9.974 in|Caliper Diameter:9.204 in
397244,140B19,Outside Diameter:11.540 in|Pitch Diameter:10.633 in|Caliper Diameter:9.596 in
397439,80B18F-1L,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
397455,40B30F-1D,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
397506,41B13FL,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.768 in
397575,50B45F-1H,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397351,35B12FL,Outside Diameter:1.630 in|Pitch Diameter:1.449 in|Caliper Diameter:1.249 in
397447,50B32F-1D,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397335,160A15,Outside Diameter:10.610 in|Pitch Diameter:9.620 in|Caliper Diameter:8.442 in
397599,100B35,Outside Diameter:14.640 in|Pitch Diameter:13.945 in|Caliper Diameter:13.181 in
397420,50B27F-1B,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
398007,80B17F-1D,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
397991,80B11F-1F,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
394515,40B13FH,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in
394614,50B33F-1G,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
394638,40B23F-1D,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394469,40B18F-1H,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
394675,35B22F-1,Outside Diameter:2.830 in|Pitch Diameter:2.635 in|Caliper Diameter:2.435 in
394815,35B32FP,Outside Diameter:4.030 in|Pitch Diameter:3.826 in|Caliper Diameter:3.626 in
394781,35B45FL,Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in
394929,41B16F-1,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.257 in
394465,40B18F-1D,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
394622,40B20F-1C,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in
394946,50B12FJ,Outside Diameter:2.710 in|Pitch Sprocket Diameter:2.415 in|Caliper Diameter:2.015 in
394950,41B9FH,Outside Diameter:1.670 in|Pitch Diameter:1.462 in|Caliper Diameter:1.134 in
395017,50B19FJ,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
394938,50B11F-1,Outside Diameter:2.500 in|Pitch Sprocket Diameter:2.219 in|Caliper Diameter:1.796 in
394880,50B14F-1B,Outside Diameter:3.110 in|Pitch Sprocket Diameter:2.809 in|Caliper Diameter:2.409 in
395050,2060A30,Outside Diameter:7.590 in|Pitch Diameter:7.215 in|Caliper Diameter:6.746 in
395096,2060B24,Outside Diameter:6.150 in|Pitch Diameter:5.796 in|Caliper Diameter:5.327 in
395013,80B20F-2G,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
395283,40B30F-1H,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
395315,41B25F-1,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.675 in
395105,60B12FL,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in
395414,60B14F-1G,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
395488,50B60F-1H,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
395569,2060A24,Outside Diameter:6.150 in|Pitch Diameter:5.796 in|Caliper Diameter:5.327 in
395541,140A14,Outside Diameter:8.720 in|Pitch Diameter:7.865 in|Caliper Diameter:6.865 in
395722,80B18F-1H,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
395979,80B25F-1G,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
396016,100B30,Outside Diameter:12.640 in|Pitch Diameter:11.959 in|Caliper Diameter:11.209 in
395992,50B16F-1G,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
396238,2082B20,Outside Diameter:13.830 in|Pitch Diameter:12.785 in|Caliper Diameter:11.660 in
396188,2042B13,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
396192,2040B30,Outside Diameter:5.060 in|Pitch Diameter:4.810 in|Caliper Diameter:4.498 in
396406,50B10FL,Outside Diameter:2.300 in|Pitch Sprocket Diameter:2.023 in|Caliper Diameter:1.623 in
396467,2042A16,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
396491,2040A23,Outside Diameter:3.930 in|Pitch Diameter:3.706 in|Caliper Diameter:3.386 in
396519,50B14F-1D,Outside Diameter:3.110 in|Pitch Sprocket Diameter:2.809 in|Caliper Diameter:2.409 in
396576,100A16,Outside Diameter:7.030 in|Pitch Diameter:6.408 in|Caliper Diameter:5.658 in
396796,2042B23,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
396960,2040B15,Outside Diameter:2.640 in|Pitch Diameter:2.458 in|Caliper Diameter:2.133 in
396944,60B14F-1B,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397017,50B33F-1B,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
396800,50B48F-1C,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
394481,40B18F-1B,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
394621,2062B10,Outside Diameter:5.520 in|Pitch Diameter:4.584 in|Caliper Diameter:3.979 in
394735,35B17F-1,Outside Diameter:2.230 in|Pitch Diameter:2.041 in|Caliper Diameter:1.832 in
394932,41B15FL,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.086 in
395063,40B36F-1G,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395087,2082B14,Outside Diameter:9.960 in|Pitch Diameter:8.988 in|Caliper Diameter:7.863 in
395016,50B19F-1H,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
395219,40B48FL,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in
394723,35B12FJ,Outside Diameter:1.630 in|Pitch Diameter:1.449 in|Caliper Diameter:1.249 in
394928,41B15F-1,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.086 in
394560,80B9F-1D,Outside Diameter:3.350 in|Pitch Diameter:2.924 in|Caliper Diameter:2.254 in
395215,40B42FL,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
395108,2080B25,Outside Diameter:8.510 in|Pitch Diameter:8.042 in|Caliper Diameter:7.401 in
395310,50B36F-1F,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
395601,100A10,Outside Diameter:4.600 in|Pitch Diameter:4.045 in|Caliper Diameter:3.295 in
394832,35B32F-1B,Outside Diameter:4.030 in|Pitch Diameter:3.826 in|Caliper Diameter:3.626 in
395532,140A11,Outside Diameter:7.010 in|Pitch Diameter:6.213 in|Caliper Diameter:5.148 in
395479,35B30F-1C,Outside Diameter:3.790 in|Pitch Diameter:3.588 in|Caliper Diameter:3.388 in
395705,160B21,Outside Diameter:14.470 in|Pitch Diameter:13.420 in|Caliper Diameter:12.256 in
395646,100A32,Outside Diameter:13.440 in|Pitch Diameter:12.753 in|Caliper Diameter:12.003 in
395692,140B16,Outside Diameter:9.850 in|Pitch Diameter:8.971 in|Caliper Diameter:7.971 in
395778,240B11,Outside Diameter:12.020 in|Pitch Diameter:10.648 in|Caliper Diameter:8.665 in
395629,200A17,Outside Diameter:14.870 in|Pitch Diameter:13.605 in|Caliper Diameter:11.985 in
396187,2042B12,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
396097,2050B30,No. Teeth:30 |Outside Diameter:6.320 in|Pitch Diameter:6.012 in|Caliper Diameter:5.612 in
396211,40B17F-1B,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in
396110,2050B14,No. Teeth:14 |Outside Diameter:3.110 in|Pitch Diameter:2.881 in|Caliper Diameter:2.481 in
396130,2052B8,Outside Diameter:3.770 in|Pitch Diameter:3.266 in|Caliper DIameter:2.516 in
396445,50B20FL,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
396575,40B17FL,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in
396494,2060A19,Outside Diameter:4.940 in|Pitch Diameter:4.620 in|Caliper Diameter:4.135 in
396738,40B9FJ,Outside Diameter:1.670 in|Pitch Diameter:1.462 in|Caliper Diameter:1.127 in
396927,80B11F-1J,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
397139,60B23F-1R,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397276,50B18F-1D,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
397224,60B36F-1R,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397211,60B18F-1D,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
397106,60B20F-1R,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
397240,60B19F-1B,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397507,60B14FP,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397519,60B13FP,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397477,60B11F-1D,Outside Diameter:3.000 in|Pitch Diameter:2.663 in|Caliper Diameter:2.166 in
397421,50B26F-1B,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
397557,50B40F-1G,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397296,60B26F-1H,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397440,35B26F-1D,Outside Diameter:3.310 in|Pitch Diameter:3.111 in|Caliper Diameter:2.911 in
397572,2080B21,Outside Diameter:7.230 in|Pitch Diameter:6.785 in|Caliper Diameter:6.141 in
397675,80B19F-1H,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
398020,80B16F-1C,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
397768,2060B14,Outside Diameter:3.740 in|Pitch Diameter:3.457 in|Caliper Diameter:2.988 in
398032,80B16F-1H,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
397963,35B21FL,Outside Diameter:2.710 in|Pitch Diameter:2.516 in|Caliper Diameter:2.309 in
398008,80B17F-1F,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
398004,80B17F-1J,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
394713,35B15FL,Outside Diameter:1.990 in|Pitch Diameter:1.804 in|Caliper Diameter:1.594 in
394959,41B9FJ,Outside Diameter:1.670 in|Pitch Diameter:1.462 in|Caliper Diameter:1.134 in
394488,40B19FL,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in
394470,40B18FL,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
395208,41B11FJ,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.451 in
394881,50B14F-1C,Outside Diameter:3.110 in|Pitch Sprocket Diameter:2.809 in|Caliper Diameter:2.409 in
394918,2080B17,Outside Diameter:5.940 in|Pitch Diameter:5.536 in|Caliper Diameter:4.888 in
397238,60B35F-1B,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397270,60B15F-1F,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
394993,40B11FP,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.444 in
395399,2060B15,Outside Diameter:3.960 in|Pitch Diameter:3.688 in|Caliper Diameter:3.199 in
397458,41B12FJ,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.626 in
397718,41B13FJ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.768 in
397657,80B20F-1H,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397974,80B14F-1D,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
398053,35B36FL,Outside Diameter:4.510 in|Pitch Diameter:4.303 in|Caliper Diameter:4.103 in
397140,60B23F-1D,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397273,60B38F-1L,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397940,60B9F-1,Outside Diameter:2.511 in|Pitch Diameter:2.193 in|Caliper Diameter:1.691 in
397601,80B27F-2C,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397550,50B40F-1H,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397709,80B22F-1J,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397647,80B30F-1L,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397566,50B50F-1R,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
397610,80B24F-2R,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397901,35B40FJ,Outside Diameter:4.990 in|Pitch Diameter:4.780 in|Caliper Diameter:4.580 in
397680,80B19F-1F,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
397573,50B45F-1F,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397757,40B23F-1C,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394726,35B11FL,Outside Diameter:1.500 in|Pitch Diameter:1.331 in|Caliper Diameter:1.117 in
394886,50B17F-1D,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
395801,35B10FF,Outside Diameter:1.380 in|Pitch Diameter:1.214 in|Caliper Diameter:1.014 in
395559,140A45,Outside Diameter:26.080 in|Pitch Diameter:25.088 in|Caliper Diameter:24.072 in
396014,60B36F-2G,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
395384,80B30F-1H,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
395003,2050B11,No. Teeth:11 |Outside Diameter:2.500 in|Pitch Diameter:2.315 in|Caliper Diameter:1.912 in
397194,35B10FH,Outside Diameter:1.380 in|Pitch Diameter:1.214 in|Caliper Diameter:1.014 in
396509,35B9FF,Outside Diameter:1.260 in|Pitch Diameter:1.097 in|Caliper Diameter:0.880 in
397835,35B15F-1,Outside Diameter:1.990 in|Pitch Diameter:1.804 in|Caliper Diameter:1.594 in
397658,80B20F-1J,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
396749,60B20F-1D,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
394772,60B48F-1B,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
394482,40B12F-1,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in
396331,2080B11,Outside Diameter:4.010 in|Pitch Diameter:3.694 in|Caliper Diameter:3.074 in
394625,40B20FJ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in
395536,41B10FJ,Outside Diameter:1.840 in|Pitch Diameter:1.618 in|Caliper Diameter:1.312 in
396931,60B29F-1D,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
