id,catalog_number,chain_technical_data
396265,25B45SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
396278,2062B15,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
396290,2062A19,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
396257,25B24SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
396310,2080B14,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
396298,2060B26,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396322,60B33F-1H,Pitch:0.750 in|Chain Size:60 
396314,2080B30,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
396302,2060B22,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396338,T40B20,Pitch:0.500 in|Chain Size:40-3 
396294,60A21,Pitch:0.750 in|Chain Size:60 
396318,2080B23,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
396379,T60B18,Pitch:0.750 in|Chain Size:60-3 
396334,2062B23,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
396371,2060A21,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396346,T60B13,Pitch:0.750 in|Chain Size:60-3 
396354,T100B22,Pitch:1.250 in|Chain Size:100-3 
396375,T60B22,Pitch:0.750 in|Chain Size:60-3 
396363,40B14FJ,Pitch:0.500 in|Chain Size:40 
396330,2052A21,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396397,T50B21,Pitch:0.625 in|Chain Size:50-3 
396405,D60B17,Pitch:0.750 in|Chain Size:60-2 
396401,50B26F-1H,Pitch:0.625 in|Chain Size:50 
396449,D60B25,Pitch:0.750 in|Chain Size:60-2 
396425,2050A26,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
396367,T60B14,Pitch:0.750 in|Chain Size:60-3 
396417,D50B36,Pitch:0.625 in|Chain Size:50-2 
396383,T50B13,Pitch:0.625 in|Chain Size:50-3 
396441,D80B25,Pitch:1.000 in|Chain Size:80-2 
396409,D60B24,Pitch:0.750 in|Chain Size:60-2 
396437,80B13F-1L,Pitch:1.000 in|Chain Size:80 
396470,40B72,Pitch:0.500 in|Chain Size:40 
396466,50B30FL,Pitch:0.625 in|Chain Size:50 
396502,50B20F-1F,Pitch:0.625 in|Chain Size:50 
396486,2040A26,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
396474,2042A26,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
396522,2052A16,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396518,2052A20,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396530,60B31F-1C,Pitch:0.750 in|Chain Size:60 
396542,T80B11,Pitch:1.000 in|Chain Size:80-3 
396506,2060A25,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396546,T60B30,Pitch:0.750 in|Chain Size:60-3 
396554,T80B16,Pitch:1.000 in|Chain Size:80-3 
396583,D35B52,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
396595,40A48,Pitch:0.500 in|Chain Size:40 
396611,50B11FL,Pitch:0.625 in|Chain Size:50 
396632,140F35,Pitch:1.750 in|Chain Size:140 
396624,2082A22,Size:C2082 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :1.125 in
396640,100SK14,Pitch:1.250 in|Chain Size:100 
396636,1.20E+24,Pitch:1.500 in|Chain Size:120 
396628,140J60,Pitch:1.750 in|Chain Size:140 
396591,240A25,Pitch:3.000 in|Chain Size:240 
396656,120SF12,Pitch:1.500 in|Chain Size:120 
396648,1.20E+26,Pitch:1.500 in|Chain Size:120 
396673,160M54,Pitch:2.000 in|Chain Size:160 
396669,35B54FP,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396665,60BTL30,Pitch:0.750 in|Chain Size:60 
396685,80BTL26,Pitch:1.000 in|Chain Size:80 
396697,60BTL27,Pitch:0.750 in|Chain Size:60 
396677,60BTL16,Pitch:0.750 in|Chain Size:60 
396681,50BTL30,Pitch:0.625 in|Chain Size:50 
396742,50SK60,Pitch:0.625 in|Chain Size:50 
396730,50SH17,Pitch:0.625 in|Chain Size:50 
396701,80BTL12,Pitch:1.000 in|Chain Size:80 
396722,80SF48,Pitch:1.000 in|Chain Size:80 
396734,180A25,Pitch:2.250 in|Chain Size:180 
396726,80SH12,Pitch:1.000 in|Chain Size:80 
396754,60SF72,Pitch:0.750 in|Chain Size:60 
396746,60SF54,Pitch:0.750 in|Chain Size:60 
396713,80SK19,Pitch:1.000 in|Chain Size:80 
396717,60SDS19,Pitch:0.750 in|Chain Size:60 
396770,60SDS25,Pitch:0.750 in|Chain Size:60 
396778,40JA17,Pitch:0.500 in|Chain Size:40 
396766,50B35F-1B,Pitch:0.625 in|Chain Size:50 
396774,60SDS24,Pitch:0.750 in|Chain Size:60 
396705,D40B13,Pitch:0.500 in|Chain Size:40-2 
396786,40SH20,Pitch:0.500 in|Chain Size:40 
396750,40B45F-1B,Pitch:0.500 in|Chain Size:40 
396794,160M70,Pitch:2.000 in|Chain Size:160 
396803,40B11SS,Pitch:0.500 in|Chain Size:40 
396811,50JA16,Pitch:0.625 in|Chain Size:50 
396819,50SDS27,Pitch:0.625 in|Chain Size:50 
396799,160M40,Pitch:2.000 in|Chain Size:160 
396758,60SF70,Pitch:0.750 in|Chain Size:60 
396828,40SH22,Pitch:0.500 in|Chain Size:40 
396762,60SDS23,Pitch:0.750 in|Chain Size:60 
396832,50JA13,Pitch:0.625 in|Chain Size:50 
396845,50BTL84,Pitch:0.625 in|Chain Size:50 
396782,35SH40,Pitch:0.375 in|Chain Size:35 
396862,D120B12,Pitch:1.500 in|Chain Size:120-2 
396853,80B22SS,Pitch:1.000 in|Chain Size:80.000 
396836,40SK80,Pitch:0.500 in|Chain Size:40 
396866,60B28SS,Pitch:0.750 in|Chain Size:60 
396823,40SH32,Pitch:0.500 in|Chain Size:40 
396870,140CTL70,Pitch:1.750 in|Chain Size:140 
396849,140CTL45,Pitch:1.750 in|Chain Size:140 
396858,60B21SS,Pitch:0.750 in|Chain Size:60 
396890,D50B32,Pitch:0.625 in|Chain Size:50-2 
396882,2050B16,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
396902,60B30F-1F,Pitch:0.750 in|Chain Size:60 
396886,100BTL40,Pitch:1.250 in|Chain Size:100 
396874,140CTL35,Pitch:1.750 in|Chain Size:140 
396894,60B33F-1C,Pitch:0.750 in|Chain Size:60 
396906,40B15SS,Pitch:0.500 in|Chain Size:40 
396918,35B40SS,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396898,100BTL60,Pitch:1.250 in|Chain Size:100 
396923,80B16F-1L,Pitch:1.000 in|Chain Size:80 
396914,40B23SS,Pitch:0.500 in|Chain Size:40 
396910,40B40SS,Pitch:0.500 in|Chain Size:40 
396943,60B18SS,Pitch:0.750 in|Chain Size:60 
396951,50B15SS,Pitch:0.625 in|Chain Size:50 
396959,50B23SS,Pitch:0.625 in|Chain Size:50 
396939,80B15F-1C,Pitch:1.000 in|Chain Size:80 
396971,D80ATL15,Pitch:1.000 in|Chain Size:80-2 
396947,60B13SS,Pitch:0.750 in|Chain Size:60 
396975,40BTL23,Pitch:0.500 in|Chain Size:40 
396963,50B20SS,Pitch:0.625 in|Chain Size:50 
396935,50B40SS,Pitch:0.625 in|Chain Size:50 
396983,50B25F-1B,Pitch:0.625 in|Chain Size:50 
396987,D60ATL18,Pitch:0.750 in|Chain Size:60-2 
397000,40BTL19,Pitch:0.500 in|Chain Size:40 
397016,25B13SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
396967,D80BTL19,Pitch:1.000 in|Chain Size:80-2 
397057,50BTL40,Pitch:0.625 in|Chain Size:50 
397041,60BTL60,Pitch:0.750 in|Chain Size:60 
397004,50BTL15,Pitch:0.625 in|Chain Size:50 
397053,50BTL70,Pitch:0.625 in|Chain Size:50 
397073,50BTL23,Pitch:0.625 in|Chain Size:50 
397021,D80B18,Pitch:1.000 in|Chain Size:80-2 
397061,D50ATL15,Pitch:0.625 in|Chain Size:50-2 
397008,40BTL26,Pitch:0.500 in|Chain Size:40 
397049,40BTL70,Pitch:0.500 in|Chain Size:40 
397029,60BTL35,Pitch:0.750 in|Chain Size:60 
397086,200B18,Pitch:2.500 in|Chain Size:200 
397065,40B42F-1H,Pitch:0.500 in|Chain Size:40 
397090,80A45,Pitch:1.000 in|Chain Size:80 
397098,40B13FJ,Pitch:0.500 in|Chain Size:40 
397122,60B25F-1J,Pitch:0.750 in|Chain Size:60 
397094,60B22F-1D,Pitch:0.750 in|Chain Size:60 
397118,60B21F-1F,Pitch:0.750 in|Chain Size:60 
397143,60B23F-1J,Pitch:0.750 in|Chain Size:60 
397147,60B24F-1H,Pitch:0.750 in|Chain Size:60 
397077,2062B24,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
397163,60B16F-1J,Pitch:0.750 in|Chain Size:60 
397114,60B21F-1R,Pitch:0.750 in|Chain Size:60 
397167,60B15F-1G,Pitch:0.750 in|Chain Size:60 
397171,D35B30,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397179,2062B20,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
397155,60B16F-1F,Pitch:0.750 in|Chain Size:60 
397187,60B35F-1F,Pitch:0.750 in|Chain Size:60 
397195,60B19F-1J,Pitch:0.750 in|Chain Size:60 
397199,60B17F-1R,Pitch:0.750 in|Chain Size:60 
397134,60B26F-1B,Pitch:0.750 in|Chain Size:60 
397130,D100B18,Pitch:1.250 in|Chain Size:100-2 
397219,60B35F-1J,Pitch:0.750 in|Chain Size:60 
397183,60B19F-1G,Pitch:0.750 in|Chain Size:60 
397228,60B36F-1D,Pitch:0.750 in|Chain Size:60 
397215,60B35F-1R,Pitch:0.750 in|Chain Size:60 
397236,60B33F-1D,Pitch:0.750 in|Chain Size:60 
397253,40B10SS,Pitch:0.500 in|Chain Size:40 
397203,60B17F-1F,Pitch:0.750 in|Chain Size:60 
397288,50A45,Pitch:0.625 in|Chain Size:50 
397207,35B14FH,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397284,180B16,Pitch:2.250 in|Chain Size:180 
397280,60B28F-1G,Pitch:0.750 in|Chain Size:60 
397300,60B27F-1R,Pitch:0.750 in|Chain Size:60 
397249,2062A13,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
397232,2050B19,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
397305,60B27F-1G,Pitch:0.750 in|Chain Size:60 
397331,60B30F-1R,Pitch:0.750 in|Chain Size:60 
397310,40B23F-1H,Pitch:0.500 in|Chain Size:40 
397315,D140B19,Pitch:1.750 in|Chain Size:140-2 
397272,60B40F-1D,Pitch:0.750 in|Chain Size:60 
397323,40B19SS,Pitch:0.500 in|Chain Size:40 
397327,60B29F-1J,Pitch:0.750 in|Chain Size:60 
397191,60B20F-1C,Pitch:0.750 in|Chain Size:60 
397352,50B35F-1C,Pitch:0.625 in|Chain Size:50 
397319,60B32F-1G,Pitch:0.750 in|Chain Size:60 
397340,50B34F-1R,Pitch:0.625 in|Chain Size:50 
397356,40A47,Pitch:0.500 in|Chain Size:40 
397344,35B42F-1D,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397361,50B33F-1C,Pitch:0.625 in|Chain Size:50 
397380,40SDS36,Pitch:0.500 in|Chain Size:40 
397384,D100B24,Pitch:1.250 in|Chain Size:100-2 
397394,50B37F-1D,Pitch:0.625 in|Chain Size:50 
397401,50B37F-1C,Pitch:0.625 in|Chain Size:50 
397409,50B29F-1D,Pitch:0.625 in|Chain Size:50 
397389,50B36F-1L,Pitch:0.625 in|Chain Size:50 
397413,140J40,Pitch:1.750 in|Chain Size:140 
397366,60B25F-1H,Pitch:0.750 in|Chain Size:60 
397348,50B35F-1H,Pitch:0.625 in|Chain Size:50 
397376,80B15F-1H,Pitch:1.000 in|Chain Size:80 
397436,2052B10,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
397456,50B31F-1B,Pitch:0.625 in|Chain Size:50 
397444,50B26FP,Pitch:0.625 in|Chain Size:50 
397448,50B30F-1D,Pitch:0.625 in|Chain Size:50 
397425,50B27F-1H,Pitch:0.625 in|Chain Size:50 
397483,50B55F-1L,Pitch:0.625 in|Chain Size:50 
397468,50B60F-1L,Pitch:0.625 in|Chain Size:50 
397464,50B9FL,Pitch:0.625 in|Chain Size:50 
397452,50B29FL,Pitch:0.625 in|Chain Size:50 
397460,50B30F-1G,Pitch:0.625 in|Chain Size:50 
397491,60B19F-1C,Pitch:0.750 in|Chain Size:60 
397495,50B60F-1C,Pitch:0.625 in|Chain Size:50 
397405,2052A18,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
397499,35B30FP,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397472,60B12F-1B,Pitch:0.750 in|Chain Size:60 
397537,50B48F-1L,Pitch:0.625 in|Chain Size:50 
397531,D160B24,Pitch:2.000 in|Chain Size:160-2 
397527,50B42F-1D,Pitch:0.625 in|Chain Size:50 
397429,50B27F-1C,Pitch:0.625 in|Chain Size:50 
397523,60B13F-1G,Pitch:0.750 in|Chain Size:60 
397541,50B42FL,Pitch:0.625 in|Chain Size:50 
397545,50B40F-1B,Pitch:0.625 in|Chain Size:50 
397553,160A9,Pitch:2.000 in|Chain Size:160 
397580,50B45F-1D,Pitch:0.625 in|Chain Size:50 
397588,25B21SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
397584,50B48F-1D,Pitch:0.625 in|Chain Size:50 
397565,50B50F-1H,Pitch:0.625 in|Chain Size:50 
397549,50B38FL,Pitch:0.625 in|Chain Size:50 
397600,40B16SS,Pitch:0.500 in|Chain Size:40 
397629,41B17FL,Pitch:0.500 in|Chain Size:41 
397592,80B27F-1D,Pitch:1.000 in|Chain Size:80 
397596,60B29F-1H,Pitch:0.750 in|Chain Size:60 
397561,50B48F-1F,Pitch:0.625 in|Chain Size:50 
397625,40B32F-1C,Pitch:0.500 in|Chain Size:40 
397617,60B27F-1H,Pitch:0.750 in|Chain Size:60 
397613,80B26F-2G,Pitch:1.000 in|Chain Size:80 
397637,80SH11,Pitch:1.000 in|Chain Size:80 
397646,80B30F-1J,Pitch:1.000 in|Chain Size:80 
397651,80B30F-1G,Pitch:1.000 in|Chain Size:80 
397655,80B20F-1C,Pitch:1.000 in|Chain Size:80 
397605,80B26F-1D,Pitch:1.000 in|Chain Size:80 
397576,40B14FH,Pitch:0.500 in|Chain Size:40 
397692,80B24F-1R,Pitch:1.000 in|Chain Size:80 
397663,50BTL20,Pitch:0.625 in|Chain Size:50 
397609,80B24F-2C,Pitch:1.000 in|Chain Size:80 
397696,35B32F-1D,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397704,80B21F-1L,Pitch:1.000 in|Chain Size:80 
397708,25B25SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
397671,80B12F-1C,Pitch:1.000 in|Chain Size:80 
397687,80B22F-1R,Pitch:1.000 in|Chain Size:80 
397716,D35B24,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397732,D160B17,Pitch:2.000 in|Chain Size:160-2 
397700,60B16F-1B,Pitch:0.750 in|Chain Size:60 
397667,80B18F-1J,Pitch:1.000 in|Chain Size:80 
397712,80B22F-1D,Pitch:1.000 in|Chain Size:80 
397764,D40B19,Pitch:0.500 in|Chain Size:40-2 
397740,D35B14,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397736,40B26FL,Pitch:0.500 in|Chain Size:40 
397776,D40B23,Pitch:0.500 in|Chain Size:40-2 
397744,D160B25,Pitch:2.000 in|Chain Size:160-2 
397752,D50B11,Pitch:0.625 in|Chain Size:50-2 
397748,D50B14,Pitch:0.625 in|Chain Size:50-2 
397780,60SF84,Pitch:0.750 in|Chain Size:60 
397720,D160B16,Pitch:2.000 in|Chain Size:160-2 
397819,50B27FL,Pitch:0.625 in|Chain Size:50 
397805,D100B11,Pitch:1.250 in|Chain Size:100-2 
397828,240A12,Pitch:3.000 in|Chain Size:240 
397788,D120B11,Pitch:1.500 in|Chain Size:120-2 
397836,D120B25,Pitch:1.500 in|Chain Size:120-2 
397832,D120B15,Pitch:1.500 in|Chain Size:120-2 
397823,D140B22,Pitch:1.750 in|Chain Size:140-2 
397877,D140B20,Pitch:1.750 in|Chain Size:140-2 
397907,60B45F-2G,Pitch:0.750 in|Chain Size:60 
397898,50B50F-1G,Pitch:0.625 in|Chain Size:50 
397853,40SH25,Pitch:0.500 in|Chain Size:40 
397862,40B30FL,Pitch:0.500 in|Chain Size:40 
397887,50B21F-1C,Pitch:0.625 in|Chain Size:50 
397967,140A12,Pitch:1.750 in|Chain Size:140 
397936,60B60F-1D,Pitch:0.750 in|Chain Size:60 
397916,60B48F-1L,Pitch:0.750 in|Chain Size:60 
397924,60B42F-1L,Pitch:0.750 in|Chain Size:60 
397972,35B12FH,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397796,140B30,Pitch:1.750 in|Chain Size:140 
397919,200B23,Pitch:2.500 in|Chain Size:200 
397929,60B42F-1H,Pitch:0.750 in|Chain Size:60 
397937,1.00E+32,Pitch:1.250 in|Chain Size:100 
397976,T100B14,Pitch:1.250 in|Chain Size:100-3 
397933,2080A16,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
397932,140C36,Pitch:1.750 in|Chain Size:140 
397943,60B9FL,Pitch:0.750 in|Chain Size:60 
397947,60B60F-1R,Pitch:0.750 in|Chain Size:60 
397920,60B48F-1D,Pitch:0.750 in|Chain Size:60 
397928,50B45FP,Pitch:0.625 in|Chain Size:50 
397973,80B14F-1C,Pitch:1.000 in|Chain Size:80 
397955,35B80,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397925,120A35,Pitch:1.500 in|Chain Size:120 
397964,60B60F-1C,Pitch:0.750 in|Chain Size:60 
397977,80B13F-1P,Pitch:1.000 in|Chain Size:80 
397981,80B15F-1G,Pitch:1.000 in|Chain Size:80 
397968,60B32F-1F,Pitch:0.750 in|Chain Size:60 
397942,80A37,Pitch:1.000 in|Chain Size:80 
397993,50B20F-1C,Pitch:0.625 in|Chain Size:50 
397989,80B12F-1F,Pitch:1.000 in|Chain Size:80 
397997,80B13F-1G,Pitch:1.000 in|Chain Size:80 
398001,80B12F-1L,Pitch:1.000 in|Chain Size:80 
398013,80B18F-1G,Pitch:1.000 in|Chain Size:80 
398029,80B16F-2C,Pitch:1.000 in|Chain Size:80 
398009,140C40,Pitch:1.750 in|Chain Size:140 
398021,80B16F-1D,Pitch:1.000 in|Chain Size:80 
398069,2060B18,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
398056,50A34,Pitch:0.625 in|Chain Size:50 
398047,60B36F-2C,Pitch:0.750 in|Chain Size:60 
1752422,40A43,Pitch:0.500 in|Chain Size:40 
398005,D140B30,Pitch:1.750 in|Chain Size:140-2 
398033,80B16F-1J,Pitch:1.000 in|Chain Size:80 
397985,25B17SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
1752439,40B29F-1G,Pitch:0.500 in|Chain Size:40 
398075,100C72,Pitch:1.250 in|Chain Size:100 
398025,80B15F-1P,Pitch:1.000 in|Chain Size:80 
398017,80B17F-2C,Pitch:1.000 in|Chain Size:80 
1752431,35B27F-1B,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
1752443,40B29FP,Pitch:0.500 in|Chain Size:40 
1752459,80B23F-2R,Pitch:1.000 in|Chain Size:80 
1752463,80B25F-1F,Pitch:1.000 in|Chain Size:80 
1752455,80B23F-1L,Pitch:1.000 in|Chain Size:80 
1752483,80B9F-1B,Pitch:1.000 in|Chain Size:80 
1752451,80B23F-1F,Pitch:1.000 in|Chain Size:80 
1752587,140F25,Pitch:1.750 in|Chain Size:140 
1752591,140J48,Pitch:1.750 in|Chain Size:140 
1752603,160F22,Pitch:2.000 in|Chain Size:160 
1752595,1.60E+14,Pitch:2.000 in|Chain Size:160 
1752567,40BTL112,Pitch:0.500 in|Chain Size:40 
1752611,160M45,Pitch:2.000 in|Chain Size:160 
1752619,35SH45,Pitch:0.375 in|Chain Size:35 
1752615,35JA35,Pitch:0.375 in|Chain Size:35 
397984,80B14F-1J,Pitch:1.000 in|Chain Size:80 
397980,80B15F-1B,Pitch:1.000 in|Chain Size:80 
397988,50B45FL,Pitch:0.625 in|Chain Size:50 
398000,T40B16,Pitch:0.500 in|Chain Size:40-3 
397996,80B13F-1D,Pitch:1.000 in|Chain Size:80 
398012,80B18F-1F,Pitch:1.000 in|Chain Size:80 
398024,25A25,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
1752607,160J26,Pitch:2.000 in|Chain Size:160 
398028,80B16F-1R,Pitch:1.000 in|Chain Size:80 
398055,35JA19,Pitch:0.375 in|Chain Size:35 
1752579,1.40E+19,Pitch:1.750 in|Chain Size:140 
398041,200A28,Pitch:2.500 in|Chain Size:200 
1752438,40B29F-1D,Pitch:0.500 in|Chain Size:40 
1752434,35B27FJ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
1752426,160A60,Pitch:2.000 in|Chain Size:160 
1752599,160F18,Pitch:2.000 in|Chain Size:160 
398074,D100B10,Pitch:1.250 in|Chain Size:100-2 
1752450,80B23F-1D,Pitch:1.000 in|Chain Size:80 
1752470,80B25F-2R,Pitch:1.000 in|Chain Size:80 
1752442,40B29FL,Pitch:0.500 in|Chain Size:40 
1752446,80B10F-1B,Pitch:1.000 in|Chain Size:80 
1752462,80B25F-1D,Pitch:1.000 in|Chain Size:80 
1752454,80B23F-1J,Pitch:1.000 in|Chain Size:80 
1752466,80B25F-1L,Pitch:1.000 in|Chain Size:80 
1752570,1.00E+28,Pitch:1.250 in|Chain Size:100 
1752458,80B23F-2G,Pitch:1.000 in|Chain Size:80 
1752578,1.40E+18,Pitch:1.750 in|Chain Size:140 
1752582,1.40E+22,Pitch:1.750 in|Chain Size:140 
824211,80A41,Pitch:1.000 in|Chain Size:80 
824207,60A43,Pitch:0.750 in|Chain Size:60 
824219,50B70,Pitch:0.625 in|Chain Size:50 
1752586,140F24,Pitch:1.750 in|Chain Size:140 
1752598,160F17,Pitch:2.000 in|Chain Size:160 
1752606,160F25,Pitch:2.000 in|Chain Size:160 
1752618,35SH42,Pitch:0.375 in|Chain Size:35 
1752594,140SF13,Pitch:1.750 in|Chain Size:140 
1752614,35JA32,Pitch:0.375 in|Chain Size:35 
1752610,160J30,Pitch:2.000 in|Chain Size:160 
1752590,140J45,Pitch:1.750 in|Chain Size:140 
394474,40B11FJ,Pitch:0.500 in|Chain Size:40 
394494,40B11FH,Pitch:0.500 in|Chain Size:40 
394516,50B60F-1B,Pitch:0.625 in|Chain Size:50 
394524,40B14FL,Pitch:0.500 in|Chain Size:40 
394558,80SDS13,Pitch:1.000 in|Chain Size:80 
394466,T80B17,Pitch:1.000 in|Chain Size:80-3 
394512,40B15FJ,Pitch:0.500 in|Chain Size:40 
394550,40B16F-1C,Pitch:0.500 in|Chain Size:40 
394507,D140B23,Pitch:1.750 in|Chain Size:140-2 
394562,40B25F-1G,Pitch:0.500 in|Chain Size:40 
394574,40B24FL,Pitch:0.500 in|Chain Size:40 
394587,40B27F-1D,Pitch:0.500 in|Chain Size:40 
394591,40B28F-1C,Pitch:0.500 in|Chain Size:40 
394566,50B23FP,Pitch:0.625 in|Chain Size:50 
394619,60B21F-1C,Pitch:0.750 in|Chain Size:60 
394546,40B16F-1D,Pitch:0.500 in|Chain Size:40 
394479,40B23F-1B,Pitch:0.500 in|Chain Size:40 
394639,40B23F-1G,Pitch:0.500 in|Chain Size:40 
394648,40B22F-1G,Pitch:0.500 in|Chain Size:40 
394644,40B23FL,Pitch:0.500 in|Chain Size:40 
394660,50B23F-1F,Pitch:0.625 in|Chain Size:50 
394680,35B22FL,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394656,50A13,Pitch:0.625 in|Chain Size:50 
394676,35B21F-1,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394721,60B18F-1H,Pitch:0.750 in|Chain Size:60 
394684,240A15,Pitch:3.000 in|Chain Size:240 
394652,40B22F-1B,Pitch:0.500 in|Chain Size:40 
394737,35A18,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394750,35B17FL,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394701,60B21F-1J,Pitch:0.750 in|Chain Size:60 
394693,50B38F-1C,Pitch:0.625 in|Chain Size:50 
394705,35B27FL,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394769,80B12F-1J,Pitch:1.000 in|Chain Size:80 
394759,35A24,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394697,2050A28,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
394725,35A42,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394733,35A36,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394746,35B20F-1,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394764,50B26F-1C,Pitch:0.625 in|Chain Size:50 
394755,T50B15,Pitch:0.625 in|Chain Size:50-3 
394786,35B60FP,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394668,35A112,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394773,35B42FP,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394672,35JA27,Pitch:0.375 in|Chain Size:35 
394782,35B45F-1B,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394794,60B50,Pitch:0.750 in|Chain Size:60 
394778,35B42FL,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394664,160B8,Pitch:2.000 in|Chain Size:160 
394790,35B60FJ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
