main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
,40B29F-1B,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:29 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:2.600 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in,,1752436
,80B25F-2C,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:25 |Finished Bore Diameter:2.188 in|Max. Bore:2.750 in|Weight:11.400 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in,,1752468
,80B25F-1H,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.500 in|Max. Bore:2.750 in|Weight:11.400 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in,,1752464
,80B9F-1C,Hub Diameter:2.250 in|LTB:1.625 in|Style:B |No. Teeth:9 |Finished Bore Diameter:1.188 in|Max. Bore:1.313 in|Weight:1.600 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:3.350 in|Pitch Diameter:2.924 in|Caliper Diameter:2.254 in,,1752484
http://chains.ustsubaki.com/ImgMedium/a1630.jpg,W12,Type :W |For Use with Bushing:1215 |Max. Bore of Bushing:0.500 in|A:2.875 in|B:1.500 in|C:0.375 in|D:0.625 in|F:0.375 in|G:2.500 in|H:2.375 in|J:1.875 in|K:2.625 in|Weight:1.300 lb,,,,389912
,80B23F-1G,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:23 |Finished Bore Diameter:1.438 in|Max. Bore:2.750 in|Weight:10.200 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in,,1752452
http://chains.ustsubaki.com/ImgMedium/a1632.jpg,120JW,Type :C |Weight:23.700 lb|Use Bushing:J |D:8.000 in|P:7.500 in|L:3.188 in|T:0.875 in,,,,389956
http://chains.ustsubaki.com/ImgMedium/e142.jpg,40TL3,"Weight:2.700 lb|Use Bushing:2517 |D:4.250 in|P:4.125 in|L:1.750 in|T:0.250 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389973
http://chains.ustsubaki.com/ImgMedium/a1633.jpg,50SKW,Type :B |Weight:2.400 lb|Use Bushing:SK |D:4.250 in|P:4.125 in|L:1.250 in|T:0.312 in,,,,389960
http://chains.ustsubaki.com/ImgMedium/e142.jpg,80TL1,"Weight:1.500 lb|Use Bushing:2012 |D:3.625 in|P:3.438 in|L:1.250 in|T:0.562 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389924
http://chains.ustsubaki.com/ImgMedium/a1632.jpg,80EW,Type :C |Weight:7.700 lb|Use Bushing:E |D:6.250 in|P:5.875 in|L:1.625 in|T:0.562 in,,,,389920
http://chains.ustsubaki.com/ImgMedium/e142.jpg,50TL1,"Weight:1.500 lb|Use Bushing:2012 |D:3.625 in|P:3.438 in|L:1.250 in|T:0.312 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,390246
http://chains.ustsubaki.com/ImgMedium/a1632.jpg,160JW,Type :C |Weight:23.300 lb|Use Bushing:J |D:8.000 in|P:7.500 in|L:3.188 in|T:1.125 in,,,,390476
,PL1F,d - Shaft O.D.:1.000 in|t1 - Shaft Dia. Tolerance:-0.0013 in +0 |D - Hub Counter I.D.:1.968 in|t2 - Hub Counter ID Tolerance:+0.0015 in -0 |l:0.748 in|L:|Lt:1.331 in|Transmissible Torque:336 ft·lb|Transmissible Thrust:8070 lb|P - Contact Pressure - Shaft:41046 psi|P' - Contact Pressure - Hub Bore:16099 psi|Weight:0.600 lb,,,Quantity:5 |Size:M6x18 |Tightening Torque:12.500 ft·lb,390628
http://chains.ustsubaki.com/ImgMedium/a1945.jpg,TU1143,,,,,391081
http://chains.ustsubaki.com/ImgMedium/a1952.jpg,TS826-PA,,,,,391054
http://chains.ustsubaki.com/ImgMedium/a2049.jpg,40SSTENT2,Xs:2.250 in|K:0.900 in|Approx. Weight:0.900 lbs/ft,,,,391171
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1446,Lacing:4x6 |P - Pitch:1.750 in|Min. Tensile Strength:105800 lb|ASME/ANSI Min. Tensile Strength:86000 lb|S - Hole Diameter:0.564 in|Approx. Weight:12.100 lb/ft,,,,391688
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1466,Lacing:6x6 |P - Pitch:1.750 in|Min. Tensile Strength:158700 lb|ASME/ANSI Min. Tensile Strength:130000 lb|S - Hole Diameter:0.564 in|Approx. Weight:15.130 lb/ft,,,,391692
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1623,Lacing:2x3 |P - Pitch:2.000 in|Min. Tensile Strength:79300 lb|ASME/ANSI Min. Tensile Strength:65000 lb|S - Hole Diameter:0.689 in|Approx. Weight:8.170 lb/ft,,,,391696
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL846,Lacing:4x6 |P - Pitch:1.000 in|Min. Tensile Strength:46200 lb|ASME/ANSI Min. Tensile Strength:38000 lb|S - Hole Diameter:0.377 in|Approx. Weight:4.250 lb/ft,,,,391745
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL566,P - Pitch:0.625 in|Lacing:6x6 |Min. Tensile Strength:18500 lb|S - Hole Diameter:0.202 in|Approx. Weight:1.210 lb/ft,,,,391871
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL644,P - Pitch:0.750 in|Lacing:4x4 |Min. Tensile Strength:17200 lb|S - Hole Diameter:0.236 in|Approx. Weight:1.150 lb/ft,,,,391875
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1444,P - Pitch:1.750 in|Lacing:4x4 |Min. Tensile Strength:83600 lb|S - Hole Diameter:0.502 in|Approx. Weight:6.950 lb/ft,,,,391866
http://chains.ustsubaki.com/ImgMedium/Vacuum-Wrapper-Chain.jpg,8300-24,P - Pitch:4.000 in|R - Roller Diameter:1.250 in|W - Width Between Roller Link Plates:1.250 in|Approx. Weight:6.020 lb/ft|Number of Links per 10 ft:30 |U.S. Tsubaki Chain:C2160HNP |Extended Pin:D1 on 3rd and 10th ,,,,392479
http://chains.ustsubaki.com/ImgMedium/Vacuum-Wrapper-Chain.jpg,8300-18,P - Pitch:3.000 in|R - Roller Diameter:0.875 in|W - Width Between Roller Link Plates:1.000 in|Approx. Weight:3.410 lb/ft|Number of Links per 10 ft:40 |U.S. Tsubaki Chain:C2120HNP |Extended Pin:D1 on 3rd and 10th ,,,,393401
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL546,Lacing:4x6 |P - Pitch:0.625 in|Min. Tensile Strength:17600 lb|ASME/ANSI Min. Tensile Strength:15000 lb|S - Hole Diameter:0.236 in|Approx. Weight:1.610 lb/ft,,,,393645
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1044,Lacing:4x4 |P - Pitch:1.250 in|Min. Tensile Strength:63400 lb|ASME/ANSI Min. Tensile Strength:52000 lb|S - Hole Diameter:0.439 in|Approx. Weight:5.030 lb/ft,,,,394194
http://chains.ustsubaki.com/ImgMedium/shock_relay2.jpg,TSB2CT200,"Transformer:TSB2CT200 |Motor HP 230 VAC:30 to 50 hp|Motor HP 460 VAC:70 to 120 hp|Operation Power:24 to 240 V AC/DC +/- 10%, 50/60 Hz |Maximum Motor Voltage:600 VAC at 50/60 Hz |Load Current Setting Range:20 to 200 A|Trip Output Relay Status - Energized/Fail Safe to Open:Manual Setting |Trip Output Relay Status - Energized/Fail Safe Close:Automatic Setting |Trip Output Relay Contact Rating:3A Load |Start Time Setting Range:0.2 to 10 s|Shock Time Setting Range:0.2 to 5 s|Allow. Input Voltage Fluctuation (Full Scale):10 %|Output Contact:3A/250 VAC, Resistive |Test Button:Yes |Test Function:Built In |Withstanding Voltage:2000 VAC, 5 mA at 60 Hz for 1 min. between terminal and enclosure |Weight:1.54 lb 0.70 kg|Shock Relay Power Supply:90 to 240 VAC |Power Consumption (or less):2 W|Operating Temperature Range:-4 to 140 ºF -20 to 60 ºC|Max. Elevation:2000 m 6500 ft|Operating Humidity:45 to 85% R.H. with no condensation |Atmosphere:Free of corrosive gas and dust. Pollution degree 3 or below when installed in control box |Protection Rating:IP20 |Construction Material:Material Upper Housing - PA6  Material Lower Housing - PA66  Terminal Cover - PA6 |Certifications:CE Marking - Europe  RoHS Compliant  CCC - China  UL/cUL - North America |Mounting:35 mm DIN Rail or Mounting Plate |Storage Temperature Range:-22 to 158 ºF -30 to 70 ºC",,,,394406
,40B12FJ,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:12 |Finished Bore Diameter:0.625 in|Max. Bore:1.000 in|Weight:0.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in,,394475
http://chains.ustsubaki.com/ImgMedium/a1914.jpg,C2050VRP-PGR,,,,,394442
,40B19FP,Hub Diameter:2.500 in|LTB:1.000 in|Style:B |No. Teeth:19 |Finished Bore Diameter:0.875 in|Max. Bore:1.750 in|Weight:1.170 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in,,394495
,140C35,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:4.000 in|Style:C |No. Teeth:35 |Max. Bore:5.250 in|Weight:108.000 lb|Tooth Nominal Width:0.924 in,Pitch:1.750 in|Chain Size:140 ,Outside Diameter:20.490 in|Pitch Diameter:19.523 in|Caliper Diameter:18.503 in,,394499
,40B13FL,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:13 |Finished Bore Diameter:0.750 in|Max. Bore:1.063 in|Weight:0.450 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in,,394471
http://chains.ustsubaki.com/ImgMedium/a1913.jpg,C2040VRP-PGR,,,,,394446
,40B15FP,Hub Diameter:1.813 in|LTB:0.875 in|Style:B |No. Teeth:15 |Finished Bore Diameter:0.875 in|Max. Bore:1.250 in|Weight:0.530 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in,,394521
,25A36,,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in,,,394467
,40B13FP,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:13 |Finished Bore Diameter:0.875 in|Max. Bore:1.063 in|Weight:0.450 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in,,394525
,D35B15,Stock Bore Diameter:0.500 in|Hub Diameter:1.406 in|LTB:1.250 in|Style:B |No. Teeth:15 |Outside Diameter:1.990 in|Pitch Diameter:1.804 in|Caliper Diameter:1.594 in|Max. Bore:0.938 in|Weight:0.560 lb|Plate Nom. Width:0.162 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394517
,40B17FJ,Hub Diameter:2.125 in|LTB:1.000 in|Style:B |No. Teeth:17 |Finished Bore Diameter:0.625 in|Max. Bore:1.438 in|Weight:0.880 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in,,394542
,60A96,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:96 |Outside Diameter:23.360 in|Pitch Diameter:22.922 in|Caliper Diameter:22.453 in|Weight:52.020 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,394551
,35B15T,No. Teeth:15 |Outside Diameter:1.990 in|Suggested Tightener:0 |ANSI Chain No.:35 |Hub Diameter:1.375 in|LTB:0.938 in|Bushed Bore Diameter:0.500 in|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Yes |Weight:0.320 lb,,,,394415
,40B24F-1D,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:2.100 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in,,394571
,40B15F-1C,Hub Diameter:1.813 in|LTB:0.875 in|Style:B |No. Teeth:15 |Finished Bore Diameter:1.188 in|Max. Bore:1.250 in|Weight:0.530 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in,,394513
,40B27F-1G,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:2.420 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in,,394588
,80BTL40,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:40 |Outside Diameter:13.306 in|Pitch Diameter:12.746 in|Caliper Diameter:12.121 in|Max. Bore:2.500 in|Weight:21.000 lb|Tooth Nom. Width:0.575 in|Hardened Teeth:Yes ,Pitch:1.000 in|Chain Size:80 ,,,394480
,D50B13,Stock Bore Diameter:0.625 in|Hub Diameter:1.875 in|LTB:1.750 in|Style:B |No. Teeth:13 |Outside Diameter:2.910 in|Pitch Diameter:2.612 in|Caliper Diameter:2.193 in|Max. Bore:1.313 in|Weight:1.560 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-2 ,,,394534
,40B17FP,Hub Diameter:2.125 in|LTB:1.000 in|Style:B |No. Teeth:17 |Finished Bore Diameter:0.875 in|Max. Bore:1.438 in|Weight:0.880 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in,,394485
,80A72,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:72 |Outside Diameter:23.500 in|Pitch Diameter:22.926 in|Caliper Diameter:22.301 in|Weight:65.700 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,394547
,40B16FP,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:16 |Finished Bore Diameter:0.875 in|Max. Bore:1.375 in|Weight:0.660 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in,,394538
,40B26F-1G,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:2.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in,,394600
,40B27F-1C,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:2.420 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in,,394567
http://chains.ustsubaki.com/ImgMedium/a1911.jpg,C2080VRP-R3LS,,,,,394434
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS60A14,Pitch:0.750 in|No. Teeth:14 |Outside Diameter:3.740 in|Plain Bore:0.750 in|Max. Bore:1.750 in|LTB:1.938 in|C:1.484 in|D:2.562 in|Weight:3.200 lb|Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,,,,394509
,2052A23,No. Teeth:23 |Plain Bore:1.000 in|Weight:5.700 lb|Type:A |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes ,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in,Outside Diameter:9.840 in|Pitch Diameter:9.180 in|Caliper DIameter:8.409 in,,394592
,40B25F-1H,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:2.220 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in,,394559
,80B48,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:48 |Outside Diameter:15.860 in|Pitch Diameter:15.290 in|Caliper Diameter:14.665 in|Max. Bore:3.250 in|Weight:35.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,394575
,40B26F-1D,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:2.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in,,394596
,40B48F-1C,Hub Diameter:3.500 in|LTB:1.125 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.188 in|Max. Bore:2.375 in|Weight:5.660 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in,,394616
,40B23FP,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:23 |Finished Bore Diameter:0.875 in|Max. Bore:2.000 in|Weight:1.920 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in,,394645
,35B25FJ,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:25 |Finished Bore Diameter:0.625 in|Max. Bore:1.375 in|Weight:0.880 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in,,394669
,35B28F-1D,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.250 in|Max. Bore:1.375 in|Weight:0.940 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in,,394686
,40B20F-1H,Hub Diameter:2.625 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:1.500 in|Max. Bore:1.875 in|Weight:1.330 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in,,394624
,40B22F-1H,Hub Diameter:2.875 in|LTB:1.000 in|Style:B |No. Teeth:22 |Finished Bore Diameter:1.500 in|Max. Bore:1.875 in|Weight:1.660 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in,,394657
,60B25SS,Stock Bore Diameter:0.750 in|Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:25 |Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in|Max. Bore:2.750 in|Weight:6.100 lb|Tooth Nominal Width:0.459 in,Pitch:0.750 in|Chain Size:60 ,,,394677
,35B24F-1,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.000 in|Max. Bore:1.375 in|Weight:0.880 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.070 in|Pitch Diameter:2.873 in|Caliper Diameter:2.673 in,,394661
,50B32F-1F,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.375 in|Max. Bore:2.250 in|Weight:4.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in,,394698
,35B23FJ,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:23 |Finished Bore Diameter:0.625 in|Max. Bore:1.375 in|Weight:0.820 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in,,394665
,35B19FJ,Hub Diameter:1.844 in|LTB:0.750 in|Style:B |No. Teeth:19 |Finished Bore Diameter:0.625 in|Max. Bore:1.250 in|Weight:0.540 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in,,394738
http://chains.ustsubaki.com/ImgMedium/TL Spkt.jpg,D60BTL13,Hub Diameter :2.250 in|LTB:1.500 in|Style:B |No. Teeth:13 |Outside Diameter:3.493 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in|Max. Bore:1.250 in|Weight :1.200 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,394730
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SK17,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:17 |Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in|Max. Bore:2.625 in|Weight:3.500 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,394734
,35B48F-1D,Hub Diameter:2.250 in|LTB:1.000 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.250 in|Max. Bore:1.500 in|Weight:1.880 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in,,394640
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,60SK27,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:27 |Outside Diameter:6.870 in|Pitch Diameter:6.460 in|Caliper Diameter:5.980 in|Max. Bore:2.625 in|Weight:4.520 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,394747
,D140B25,Stock Bore Diameter:1.750 in|Hub Diameter:7.000 in|LTB:4.000 in|Style:B |No. Teeth:25 |Outside Diameter:14.900 in|Pitch Diameter:13.963 in|Caliper Diameter:12.935 in|Max. Bore:5.250 in|Weight:120.000 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.750 in|Chain Size:140-2 ,,,394694
,35A28,Stock Bore Diameter:0.500 in|Style:A |No. Teeth:28 |Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in|Weight:0.380 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394722
,35B20FJ,Hub Diameter:1.938 in|LTB:0.750 in|Style:B |No. Teeth:20 |Finished Bore Diameter:0.625 in|Max. Bore:1.313 in|Weight:0.590 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.590 in|Pitch Diameter:2.397 in|Caliper Diameter:2.197 in,,394743
,35A27,Stock Bore Diameter:0.500 in|Style:A |No. Teeth:27 |Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in|Weight:0.360 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394751
,35B23F-1,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:23 |Finished Bore Diameter:1.000 in|Max. Bore:1.375 in|Weight:0.820 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in,,394681
,35B45F-1D,Hub Diameter:2.250 in|LTB:1.000 in|Style:B |No. Teeth:45 |Finished Bore Diameter:1.250 in|Max. Bore:1.500 in|Weight:1.780 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in,,394779
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SK70,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:70 |Outside Diameter:11.430 in|Pitch Diameter:11.145 in|Caliper Diameter:10.832 in|Max. Bore:2.625 in|Weight:8.680 lb|Tooth Nominal Width:0.284 in,Pitch:0.500 in|Chain Size:40 ,,,394783
