id,catalog_number,factors
5119441,24034EJW841,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0915 
5116755,22219EJW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5117198,22224EJW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.7 |Y1 - ISO Factor:4.02 |Y2 - ISO Factor:2.64 |Reference Thermal Speed Rating (Grease):2600 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0778 
5116778,22215KEJW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4600 |Cg - Geometry Factor:0.0547 
5120092,22338EJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5119514,22330EJW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1600 |Cg - Geometry Factor:0.0884 
5110849,6209-NR,Grease Reference Speed:8200 rpm|Oil Reference Speed:12000 rpm
5110890,6216-NR,Grease Reference Speed:5200 rpm|Oil Reference Speed:7500 rpm
5082344,6201-2RS,Grease Reference Speed:21000 rpm|Oil Reference Speed:30000 rpm
5081711,6032,Grease Reference Speed:3500 rpm|Oil Reference Speed:5100 rpm
5081781,6204-Z,Grease Reference Speed:15000 rpm|Oil Reference Speed:22000 rpm
5118276,23030KEMW33,e - ISO Factor:0.21 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.68 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):2100 |Reference Thermal Speed Rating (Oil):2600 |Cg - Geometry Factor:0.0856 
5117682,24136KEJW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.82 |Y2 - ISO Factor:1.85 |Reference Thermal Speed Rating (Grease):870 |Reference Thermal Speed Rating (Oil):950 |Cg - Geometry Factor:0.0982 
5120107,24068EJW33W45A,e - ISO Factor:0.32 |Y0 - ISO Factor:2.14 |Y1 - ISO Factor:3.18 |Y2 - ISO Factor:2.09 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):640 |Cg - Geometry Factor:0.1335 
5082532,6203-2RS-NR,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5111023,6312-Z-NR,Grease Reference Speed:6400 rpm|Oil Reference Speed:9100 rpm
5116767,23120KEJW33,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5119628,23060EJW33,e - ISO Factor:0.24 |Y0 - ISO Factor:2.87 |Y1 - ISO Factor:4.27 |Y2 - ISO Factor:2.8 |Reference Thermal Speed Rating (Grease):940 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.1231 
5117281,24026EJW841,e - ISO Factor:0.31 |Y0 - ISO Factor:2.21 |Y1 - ISO Factor:3.29 |Y2 - ISO Factor:2.16 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2400 |Cg - Geometry Factor:0.0777 
5066719,23288YMBW507C08,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):300 |Reference Thermal Speed Rating (Oil):320 |Cg - Geometry Factor:0.101 
5116852,24026EJW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.21 |Y1 - ISO Factor:3.29 |Y2 - ISO Factor:2.16 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2400 |Cg - Geometry Factor:0.0777 
5111059,6324M,Grease Reference Speed:3600 rpm|Oil Reference Speed:5100 rpm
5111056,6322M,Grease Reference Speed:3900 rpm|Oil Reference Speed:5500 rpm
5119140,23068KEMBW507C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5120361,22338KEJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5120338,22334KEJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0955 
5081993,61904-ZZ,Grease Limiting Speed:19000 rpm|Oil Limiting Speed:22000 rpm
5119934,23172EJW507C08,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5118419,22234EMW33,e - ISO Factor:0.26 |Y0 - ISO Factor:2.61 |Y1 - ISO Factor:3.89 |Y2 - ISO Factor:2.55 |Reference Thermal Speed Rating (Grease):1700 |Reference Thermal Speed Rating (Oil):2000 |Cg - Geometry Factor:0.0901 
5110653,6000-ZZ-NR,Grease Reference Speed:26000 rpm|Oil Reference Speed:38000 rpm
5117414,24138EJW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.85 |Y1 - ISO Factor:2.76 |Y2 - ISO Factor:1.81 |Reference Thermal Speed Rating (Grease):810 |Reference Thermal Speed Rating (Oil):880 |Cg - Geometry Factor:0.0942 
5117113,22313EJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.05 |Y1 - ISO Factor:3.05 |Y2 - ISO Factor:2 |Reference Thermal Speed Rating (Grease):3800 |Reference Thermal Speed Rating (Oil):4400 |Cg - Geometry Factor:0.0558 
5082207,6002-ZZ,Grease Reference Speed:20000 rpm|Oil Reference Speed:30000 rpm
5081824,6304-RS,Grease Reference Speed:13000 rpm|Oil Reference Speed:20000 rpm
5116818,22220KEMW33,e - ISO Factor:0.24 |Y0 - ISO Factor:2.85 |Y1 - ISO Factor:4.24 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):3100 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0694 
5082028,61809-2RS,Grease Limiting Speed:11000 rpm|Oil Limiting Speed:13000 rpm
5120291,23240KEJW507C08,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):920 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1003 
5120346,22336KEJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.13 |Y1 - ISO Factor:3.17 |Y2 - ISO Factor:2.08 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.0988 
5120059,23080EJW509C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.98 |Y1 - ISO Factor:4.44 |Y2 - ISO Factor:2.92 |Reference Thermal Speed Rating (Grease):660 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1473 
5116983,24024EJW33,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.45 |Y2 - ISO Factor:2.26 |Reference Thermal Speed Rating (Grease):2200 |Reference Thermal Speed Rating (Oil):2700 |Cg - Geometry Factor:0.0733 
5082439,6209,Grease Reference Speed:8200 rpm|Oil Reference Speed:12000 rpm
5082550,6204,Grease Reference Speed:15000 rpm|Oil Reference Speed:22000 rpm
5118490,22244KEMBW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5082501,6208,Grease Reference Speed:8800 rpm|Oil Reference Speed:13000 rpm
5082225,6207,Grease Reference Speed:10000 rpm|Oil Reference Speed:14000 rpm
5118275,24044EMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.14 |Y1 - ISO Factor:3.18 |Y2 - ISO Factor:2.09 |Reference Thermal Speed Rating (Grease):1000 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1013 
5082197,6203,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5078419,23088KYMBW906A,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.0963 
5082396,62304-2RS,Grease Limiting Speed:17000 rpm
5082285,6018,Grease Reference Speed:5300 rpm|Oil Reference Speed:7600 rpm
5082412,6206,Grease Reference Speed:11000 rpm|Oil Reference Speed:16000 rpm
5118880,24156KEMBW33W45A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.86 |Y1 - ISO Factor:2.77 |Y2 - ISO Factor:1.82 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):540 |Cg - Geometry Factor:0.1207 
5082245,6201,Grease Reference Speed:21000 rpm|Oil Reference Speed:30000 rpm
5120164,24156EJW33W45A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.86 |Y1 - ISO Factor:2.77 |Y2 - ISO Factor:1.82 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):540 |Cg - Geometry Factor:0.1207 
5115158,NJ232EMA,Reference Thermal Speed Rating (Grease):1900 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.1135 
5081591,6016-ZZ,Grease Reference Speed:5800 rpm|Oil Reference Speed:8400 rpm
5116292,NJ2319EMA,Reference Thermal Speed Rating (Grease):2500 |Reference Thermal Speed Rating (Oil):2800 |Cg - Geometry Factor:0.1095 
5118659,23152KEMBW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.23 |Y1 - ISO Factor:3.31 |Y2 - ISO Factor:2.18 |Reference Thermal Speed Rating (Grease):830 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.1162 
5118376,23144EJW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.17 |Y1 - ISO Factor:3.24 |Y2 - ISO Factor:2.12 |Reference Thermal Speed Rating (Grease):1000 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1033 
5117620,24132KEJW33,e - ISO Factor:0.37 |Y0 - ISO Factor:1.84 |Y1 - ISO Factor:2.74 |Y2 - ISO Factor:1.8 |Reference Thermal Speed Rating (Grease):1000 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0911 
5117236,24130EJW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.86 |Y1 - ISO Factor:2.77 |Y2 - ISO Factor:1.82 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.0869 
5118172,23132EMW33,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.46 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0918 
5119927,23076KEJW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.08 |Y1 - ISO Factor:4.58 |Y2 - ISO Factor:3.01 |Reference Thermal Speed Rating (Grease):710 |Reference Thermal Speed Rating (Oil):830 |Cg - Geometry Factor:0.1419 
5118631,23156KEMBW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.36 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):870 |Cg - Geometry Factor:0.1206 
5118365,22244KEMBW40IW534,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5118517,23332EMBW33,e - ISO Factor:0.42 |Y0 - ISO Factor:1.62 |Y1 - ISO Factor:2.41 |Y2 - ISO Factor:1.58 |Reference Thermal Speed Rating (Grease):900 |Reference Thermal Speed Rating (Oil):990 |Cg - Geometry Factor:0.0914 
5110807,6203-NR,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5118340,23138KEMW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.36 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0954 
5116183,NJ228EMA,Reference Thermal Speed Rating (Grease):2200 |Reference Thermal Speed Rating (Oil):2600 |Cg - Geometry Factor:0.1213 
5116616,22218EJW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5118601,23160KEMBW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):680 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1267 
5082016,61813-2RS,Grease Limiting Speed:7300 rpm|Oil Limiting Speed:8600 rpm
5082201,6014-2RS,Grease Reference Speed:6400 rpm|Oil Reference Speed:9300 rpm
5117696,22236KEJW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.72 |Y1 - ISO Factor:4.05 |Y2 - ISO Factor:2.66 |Reference Thermal Speed Rating (Grease):1600 |Reference Thermal Speed Rating (Oil):1900 |Cg - Geometry Factor:0.0937 
5082476,6309-ZZ,Grease Reference Speed:7800 rpm|Oil Reference Speed:11000 rpm
5110936,6230M,Grease Reference Speed:3200 rpm|Oil Reference Speed:4500 rpm
5116842,22314KEJW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.07 |Y1 - ISO Factor:3.08 |Y2 - ISO Factor:2.02 |Reference Thermal Speed Rating (Grease):3600 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0589 
5110912,6221-NR,Grease Reference Speed:4400 rpm|Oil Reference Speed:6300 rpm
5119453,22232EJW33C3,e - ISO Factor:0.26 |Y0 - ISO Factor:2.62 |Y1 - ISO Factor:3.91 |Y2 - ISO Factor:2.57 |Reference Thermal Speed Rating (Grease):1900 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.0931 
5119636,22240EJW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5081976,61910-ZZ,Grease Limiting Speed:9000 rpm|Oil Limiting Speed:11000 rpm
5082014,619/6,Grease Limiting Speed:46000 rpm|Oil Limiting Speed:54000 rpm
5082215,6005-2RS,Grease Reference Speed:14000 rpm|Oil Reference Speed:21000 rpm
5119120,23172EMBW507C08,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5110683,6007-2RZ-NR,Grease Reference Speed:11000 rpm|Oil Reference Speed:16000 rpm
5081847,6312-Z,Grease Reference Speed:6400 rpm|Oil Reference Speed:9100 rpm
5081726,6000-Z,Grease Reference Speed:26000 rpm|Oil Reference Speed:38000 rpm
5118194,22240EMBW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5110939,6232M,Grease Reference Speed:2900 rpm|Oil Reference Speed:4200 rpm
5118460,23052EMBW507C08,e - ISO Factor:0.24 |Y0 - ISO Factor:2.85 |Y1 - ISO Factor:4.24 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.1126 
5110985,6305-Z-NR,Grease Reference Speed:12000 rpm|Oil Reference Speed:17000 rpm
5119171,24068EMBW33W45A,e - ISO Factor:0.32 |Y0 - ISO Factor:2.14 |Y1 - ISO Factor:3.18 |Y2 - ISO Factor:2.09 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):640 |Cg - Geometry Factor:0.1335 
5081730,6002-Z,Grease Reference Speed:20000 rpm|Oil Reference Speed:30000 rpm
5116680,22311EMW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5082368,6220-2RS,Grease Reference Speed:4500 rpm|Oil Reference Speed:6500 rpm
5118948,22248EMBW33W45A,e - ISO Factor:0.27 |Y0 - ISO Factor:2.46 |Y1 - ISO Factor:3.67 |Y2 - ISO Factor:2.41 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.1117 
5082022,61811-2RS,Grease Limiting Speed:8600 rpm|Oil Limiting Speed:10000 rpm
5119901,23264KEJW906A,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):490 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.1354 
5081983,61908-2RS,Grease Limiting Speed:11000 rpm|Oil Limiting Speed:13000 rpm
5118650,23156EMBW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.36 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):870 |Cg - Geometry Factor:0.1206 
5081728,6001-Z,Grease Reference Speed:23000 rpm|Oil Reference Speed:33000 rpm
5119827,23256KEJW507C08,e - ISO Factor:0.33 |Y0 - ISO Factor:2.07 |Y1 - ISO Factor:3.08 |Y2 - ISO Factor:2.02 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):650 |Cg - Geometry Factor:0.1232 
5119448,22234EJW33,e - ISO Factor:0.26 |Y0 - ISO Factor:2.61 |Y1 - ISO Factor:3.89 |Y2 - ISO Factor:2.55 |Reference Thermal Speed Rating (Grease):1700 |Reference Thermal Speed Rating (Oil):2000 |Cg - Geometry Factor:0.0901 
5118426,23138EMW507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.36 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0954 
5119240,23988EMBW33W45A,e - ISO Factor:0.17 |Y0 - ISO Factor:3.93 |Y1 - ISO Factor:5.85 |Y2 - ISO Factor:3.84 |Reference Thermal Speed Rating (Grease):600 |Reference Thermal Speed Rating (Oil):710 |Cg - Geometry Factor:0.1538 
5120277,22219KEMW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5084697,23084YMBW509C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.05 |Y1 - ISO Factor:4.54 |Y2 - ISO Factor:2.98 |Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):720 |Cg - Geometry Factor:0.0935 
5117576,24038EJW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.2 |Y1 - ISO Factor:3.27 |Y2 - ISO Factor:2.15 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0995 
5120320,23040KEJW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.95 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0921 
5119999,24152EJW33W45A,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5116640,23024EJW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.0735 
5116611,22216EJW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0573 
5081625,6222-ZZ,Grease Reference Speed:4300 rpm|Oil Reference Speed:6100 rpm
5118346,24148EMBW33W45A,e - ISO Factor:0.37 |Y0 - ISO Factor:1.8 |Y1 - ISO Factor:2.68 |Y2 - ISO Factor:1.76 |Reference Thermal Speed Rating (Grease):610 |Reference Thermal Speed Rating (Oil):650 |Cg - Geometry Factor:0.1086 
5110872,6212-ZZ-NR,Grease Reference Speed:6500 rpm|Oil Reference Speed:9300 rpm
5116232,NJ322EMA,Reference Thermal Speed Rating (Grease):2500 |Reference Thermal Speed Rating (Oil):2900 |Cg - Geometry Factor:0.1122363 
5067970,23184YMBW509C08,e - ISO Factor:0.31 |Y0 - ISO Factor:2.21 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.16 |Reference Thermal Speed Rating (Grease):440 |Reference Thermal Speed Rating (Oil):480 |Cg - Geometry Factor:0.0957 
5110796,6201-ZZ-NR,Grease Reference Speed:21000 rpm|Oil Reference Speed:30000 rpm
5117374,24040EJW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.16 |Y1 - ISO Factor:3.22 |Y2 - ISO Factor:2.12 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.0956 
5116213,NJ224EMA,Reference Thermal Speed Rating (Grease):2600 |Reference Thermal Speed Rating (Oil):3000 |Cg - Geometry Factor:0.1089 
5110897,6218-NR,Grease Reference Speed:4800 rpm|Oil Reference Speed:6900 rpm
5119706,6016-RS,Grease Reference Speed:5800 rpm|Oil Reference Speed:8400 rpm
5117503,24024EJW841,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.45 |Y2 - ISO Factor:2.26 |Reference Thermal Speed Rating (Grease):2200 |Reference Thermal Speed Rating (Oil):2700 |Cg - Geometry Factor:0.0733 
5081833,6307-RS,Grease Reference Speed:9300 rpm|Oil Reference Speed:13000 rpm
5119525,23140EJW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.15 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.1 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0978 
5120153,24072KEJW33W45A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1377 
5082495,6010-2RS,Grease Reference Speed:8300 rpm|Oil Reference Speed:12000 rpm
5118401,22224KEMW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.7 |Y1 - ISO Factor:4.02 |Y2 - ISO Factor:2.64 |Reference Thermal Speed Rating (Grease):2600 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0778 
5120365,23228KEJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0859 
5117745,23230EMW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.1 |Y2 - ISO Factor:2.04 |Reference Thermal Speed Rating (Grease):1400 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.0901 
5082411,62307-2RS,Grease Limiting Speed:12000 rpm
5082111,6324,Grease Reference Speed:3600 rpm|Oil Reference Speed:5100 rpm
5081748,6010-RS,Grease Reference Speed:8300 rpm|Oil Reference Speed:12000 rpm
5081767,6024-Z,Grease Reference Speed:4200 rpm|Oil Reference Speed:6100 rpm
5116160,6317-2RS,Grease Reference Speed:5000 rpm|Oil Reference Speed:7200 rpm
5116591,22205EJW33,e - ISO Factor:0.34 |Y0 - ISO Factor:2 |Y1 - ISO Factor:2.98 |Y2 - ISO Factor:1.96 |Reference Thermal Speed Rating (Grease):9200 |Reference Thermal Speed Rating (Oil):11500 |Cg - Geometry Factor:0.0325 
