id,catalog_number,specifications
5119121,23172EMBW507C08C3,Design Unit:METRIC |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796177147 |Cage Material:BRASS |Superseded Part:23172YMBW507C08C3 
5119125,23172EMBW509C08C2,Design Unit:METRIC |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796040892 |Cage Material:BRASS |Superseded Part:23172YMBW509C08C2 
5119106,23264KEMBW906AC4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796245273 |Cage Material:BRASS |Superseded Part:23264KYMBW906AC4 
5119114,23168KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:210.300 Kg 462.70 lb|Cage Type:EMB |UPC Code:087796177482 |Cage Material:BRASS |Superseded Part:23168KYMBW507C08C4 
5119141,23068KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796177390 |Cage Material:BRASS |Superseded Part:23068KYMBW507C08C3 
5119099,23264EMBW507C08C3,Design Unit:METRIC |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796176522 |Cage Material:BRASS |Superseded Part:23264YMBW507C08C3 
5119090,24136EJW33C2,Design Unit:METRIC |Bearing Weight:33.400 Kg 73.50 lb|Cage Type:EJ |UPC Code:087796233959 |Cage Material:Steel |Superseded Part:24136CJW33C2 
5119132,23068EMBW84W507C08,Design Unit:METRIC |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796196698 |Cage Material:BRASS |Superseded Part:23068YMBW84W507C08 
5119138,23068KEMBW40IW534C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796193864 |Cage Material:BRASS |Superseded Part:23068KYMBW40IW534C4 
5119109,23168EMBW507C08C3,Design Unit:METRIC |Bearing Weight:210.300 Kg 462.70 lb|Cage Type:EMB |UPC Code:087796208872 |Cage Material:BRASS |Superseded Part:23168YMBW507C08C3 
5119126,23172EMBW509C08C3,Design Unit:METRIC |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796177109 |Cage Material:BRASS |Superseded Part:23172YMBW509C08C3 
5119139,23068EMBW833W45A,Design Unit:METRIC |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796033023 |Cage Material:BRASS |Superseded Part:23068YMBW833W45A 
5119142,23068KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796195424 |Cage Material:BRASS |Superseded Part:23068KYMBW507C08C4 
5119092,24140EMBW33C2,Design Unit:METRIC |Bearing Weight:52.10 Kg 114.65 lb|Cage Type:EMB |UPC Code:087796032347 |Cage Material:BRASS |Superseded Part:24140YMBW33C2 
5119096,23264KEMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796176560 |Cage Material:BRASS |Superseded Part:23264KYMBW906AC3 
5119156,231/670KYMBW922,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:1247.00 Kg 2743.30 lb|Cage Type:YMB |UPC Code:087796141315 |Cage Material:BRASS 
5119144,23172KEMBW33W97C6,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796040977 |Cage Material:BRASS |Superseded Part:23172KYMBW33W97C6 
5119146,23072KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796312265 |Cage Material:BRASS |Superseded Part:23072KYMBW507C08C3 
5119143,23068KEMBW507C08C6,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796033030 |Cage Material:BRASS |Superseded Part:23068KYMBW507C08C6 
5119163,23072KEMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796176423 |Cage Material:BRASS |Superseded Part:23072KYMBW906AC3 
5119134,23172KEMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796177062 |Cage Material:BRASS |Superseded Part:23172KYMBW906AC3 
5119129,24052KEMBW33C3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:63.90 Kg 140.60 lb|Cage Type:EMB |UPC Code:087796315518 |Cage Material:BRASS |Superseded Part:24052KYMBW33C3 
5119147,23072KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796177642 |Cage Material:BRASS |Superseded Part:23072KYMBW507C08C4 
5119155,23076EMBW507C08C3,Design Unit:METRIC |Bearing Weight:114.20 Kg 251.20 lb|Cage Type:EMB |UPC Code:087796189133 |Cage Material:BRASS |Superseded Part:23076YMBW507C08C3 
5119159,23072EMBW507C08C3,Design Unit:METRIC |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796200296 |Cage Material:BRASS |Superseded Part:23072YMBW507C08C3 
5119149,23068EMBW507C08C3,Design Unit:METRIC |Bearing Weight:102.700 Kg 225.900 lb|Cage Type:EMB |UPC Code:087796177277 |Cage Material:BRASS |Superseded Part:23068YMBW507C08C3 
5119165,23076KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:114.20 Kg 251.20 lb|Cage Type:EMB |UPC Code:087796188549 |Cage Material:BRASS |Superseded Part:23076KYMBW507C08C3 
5119169,23072EMBW509C08C4,Design Unit:METRIC |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796227651 |Cage Material:BRASS |Superseded Part:23072YMBW509C08C4 
5119166,23076KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:114.20 Kg 251.20 lb|Cage Type:EMB |UPC Code:087796227606 |Cage Material:BRASS |Superseded Part:23076KYMBW507C08C4 
5119175,23080EMBW507C08C3,Design Unit:METRIC |Bearing Weight:148.70 Kg 327.10 lb|Cage Type:EMB |UPC Code:087796187856 |Cage Material:BRASS |Superseded Part:23080YMBW507C08C3 
5119162,23072KEMBW906AC2,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796228382 |Cage Material:BRASS |Superseded Part:23072KYMBW906AC2 
5119168,23072EMBW509C08C3,Design Unit:METRIC |Bearing Weight:108.30 Kg 238.30 lb|Cage Type:EMB |UPC Code:087796176393 |Cage Material:BRASS |Superseded Part:23072YMBW509C08C3 
5119188,23080EMBW509C08C3,Design Unit:METRIC |Bearing Weight:148.70 Kg 327.10 lb|Cage Type:EMB |UPC Code:087796028975 |Cage Material:BRASS |Superseded Part:23080YMBW509C08C3 
5119181,23080KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:148.70 Kg 327.10 lb|Cage Type:EMB |UPC Code:087796312364 |Cage Material:BRASS |Superseded Part:23080KYMBW507C08C3 
5119178,24072KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:145.400 Kg 319.90 lb|Cage Type:EMB |UPC Code:087796142886 |Cage Material:BRASS |Superseded Part:24072KYMBW33W45AC3 
5119183,24072EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:145.400 Kg 319.90 lb|Cage Type:EMB |UPC Code:087796169173 |Cage Material:BRASS |Superseded Part:24072YMBW33W45AC3 
5119195,24072EMBW25W507C3,Design Unit:METRIC |Bearing Weight:145.400 Kg 319.90 lb|Cage Type:EMB |UPC Code:087796052130 |Cage Material:BRASS |Superseded Part:24072YMBW25W507C3 
5119172,24068EMBW33W45AC2,Design Unit:METRIC |Bearing Weight:139.000 Kg 305.80 lb|Cage Type:EMB |UPC Code:087796051805 |Cage Material:BRASS |Superseded Part:24068YMBW33W45AC2 
5119190,23080KEMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:148.70 Kg 327.10 lb|Cage Type:EMB |UPC Code:087796187887 |Cage Material:BRASS |Superseded Part:23080KYMBW906AC3 
5119205,23980EMBW33C2,Design Unit:METRIC |Bearing Weight:69.200 Kg 152.20 lb|Cage Type:EMB |UPC Code:087796047273 |Cage Material:BRASS |Superseded Part:23980YMBW33C2 
5119160,22324EMW33W49,Design Unit:METRIC |Bearing Weight:22.30 Kg 49.100 lb|Cage Type:EM |UPC Code:087796080584 |Cage Material:BRASS |Superseded Part:22324YMW33W49 
5119173,24068EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:139.000 Kg 305.80 lb|Cage Type:EMB |UPC Code:087796051966 |Cage Material:BRASS |Superseded Part:24068YMBW33W45AC3 
5119197,24072EMBW33W27W45A,Design Unit:METRIC |Bearing Weight:145.400 Kg 319.90 lb|Cage Type:EMB |UPC Code:087796200531 |Cage Material:BRASS |Superseded Part:24072YMBW33W27W45A 
5119210,23968EMBW509C08C3,Design Unit:METRIC |Bearing Weight:43.000 Kg 94.60 lb|Cage Type:EMB |UPC Code:087796044913 |Cage Material:BRASS |Superseded Part:23968YMBW509C08C3 
5119215,23960EMBW507C08C3,Design Unit:METRIC |Bearing Weight:38.400 Kg 84.500 lb|Cage Type:EMB |UPC Code:087796032286 |Cage Material:BRASS |Superseded Part:23960YMBW507C08C3 
5119206,23980EMBW33C3,Design Unit:METRIC |Bearing Weight:69.200 Kg 152.20 lb|Cage Type:EMB |UPC Code:087796047310 |Cage Material:BRASS |Superseded Part:23980YMBW33C3 
5119199,23960KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:38.400 Kg 84.500 lb|Cage Type:EMB |UPC Code:087796044692 |Cage Material:BRASS |Superseded Part:23960KYMBW507C08C3 
5119224,23960EMBW509C08C3,Design Unit:METRIC |Bearing Weight:38.400 Kg 84.500 lb|Cage Type:EMB |UPC Code:087796044647 |Cage Material:BRASS |Superseded Part:23960YMBW509C08C3 
5119222,23960EMBW509C08C4,Design Unit:METRIC |Bearing Weight:38.400 Kg 84.500 lb|Cage Type:EMB |UPC Code:087796142459 |Cage Material:BRASS |Superseded Part:23960YMBW509C08C4 
5119223,23340EMBW507C08C3,Design Unit:METRIC |Bearing Weight:112.60 Kg 247.70 lb|Cage Type:EMB |UPC Code:087796142251 |Cage Material:BRASS |Superseded Part:23340YMBW507C08C3 
5119200,23960KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:38.400 Kg 84.500 lb|Cage Type:EMB |UPC Code:087796227583 |Cage Material:BRASS |Superseded Part:23960KYMBW507C08C4 
5119230,23980EMBW509C08C3,Design Unit:METRIC |Bearing Weight:69.200 Kg 152.20 lb|Cage Type:EMB |UPC Code:087796047532 |Cage Material:BRASS |Superseded Part:23980YMBW509C08C3 
5119241,23988EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:98.000 Kg 215.60 lb|Cage Type:EMB |UPC Code:087796047570 |Cage Material:BRASS |Superseded Part:23988YMBW33W45AC3 
5119248,23984EMBW507C08,Design Unit:METRIC |Bearing Weight:71.90 Kg 158.20 lb|Cage Type:EMB |UPC Code:087796225831 |Cage Material:BRASS |Superseded Part:23984YMBW507C08 
5119237,23984EMBW33C3,Design Unit:METRIC |Bearing Weight:71.90 Kg 158.20 lb|Cage Type:EMB |UPC Code:087796047556 |Cage Material:BRASS |Superseded Part:23984YMBW33C3 
5119255,23972KEMBW507C08C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796225824 |Cage Material:BRASS |Superseded Part:23972KYMBW507C08C4 
5119220,23968EMBW33C3,Design Unit:METRIC |Bearing Weight:43.000 Kg 94.60 lb|Cage Type:EMB |UPC Code:087796044890 |Cage Material:BRASS |Superseded Part:23968YMBW33C3 
5119270,22260KEMBW33W45A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:142.000 Kg 312.40 lb|Cage Type:EMB |UPC Code:087796300866 |Cage Material:BRASS |Superseded Part:22260KYMBW33W45A 
5119247,23972EMBW507C08C3,Design Unit:METRIC |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796197763 |Cage Material:BRASS |Superseded Part:23972YMBW507C08C3 
5119254,23972KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796044951 |Cage Material:BRASS |Superseded Part:23972KYMBW507C08C3 
5119232,23968EMBW33W40IC3,Design Unit:METRIC |Bearing Weight:43.000 Kg 94.60 lb|Cage Type:EMB |UPC Code:087796142466 |Cage Material:BRASS |Superseded Part:23968YMBW33W40IC3 
5119228,23964EMBW33C3,Design Unit:METRIC |Bearing Weight:40.60 Kg 89.300 lb|Cage Type:EMB |UPC Code:087796044883 |Cage Material:BRASS |Superseded Part:23964YMBW33C3 
5119268,22264EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:177.100 Kg 389.60 lb|Cage Type:EMB |UPC Code:087796032606 |Cage Material:BRASS |Superseded Part:22264YMBW33W45AC3 
5119259,22260EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:142.000 Kg 312.40 lb|Cage Type:EMB |UPC Code:087796032583 |Cage Material:BRASS |Superseded Part:22260YMBW33W45AC3 
5119280,23976EMBW507C08C3,Design Unit:METRIC |Bearing Weight:67.100 Kg 147.60 lb|Cage Type:EMB |UPC Code:087796046061 |Cage Material:BRASS |Superseded Part:23976YMBW507C08C3 
5119282,23972EMBW509C3,Design Unit:METRIC |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796142473 |Cage Material:BRASS |Superseded Part:23972YMBW509C3 
5119272,23972EMBW84W509C3,Design Unit:METRIC |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796032323 |Cage Material:BRASS |Superseded Part:23972YMBW84W509C3 
5119300,22352KEMBW33W45AC4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:184.500 Kg 405.90 lb|Cage Type:EMB |UPC Code:087796032880 |Cage Material:BRASS |Superseded Part:22352KYMBW33W45AC4 
5119271,23972EMBW509C08,Design Unit:METRIC |Bearing Weight:45.000 Kg 99.000 lb|Cage Type:EMB |UPC Code:087796044944 |Cage Material:BRASS |Superseded Part:23972YMBW509C08 
5119276,22348EMBW525,Design Unit:METRIC |Bearing Weight:149.200 Kg 328.20 lb|Cage Type:EMB |UPC Code:087796032750 |Cage Material:BRASS |Superseded Part:22348YMBW525 
5119274,22264KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:177.100 Kg 389.60 lb|Cage Type:EMB |UPC Code:087796032637 |Cage Material:BRASS |Superseded Part:22264KYMBW33W45AC3 
5119252,22256EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:112.100 Kg 246.60 lb|Cage Type:EMB |UPC Code:087796032569 |Cage Material:BRASS |Superseded Part:22256YMBW33W45AC3 
5119262,22348EMBW40IW534C3,Design Unit:METRIC |Bearing Weight:149.200 Kg 328.20 lb|Cage Type:EMB |UPC Code:087796032743 |Cage Material:BRASS |Superseded Part:22348YMBW40IW534C3 
5119244,22252EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:105.50 Kg 232.10 lb|Cage Type:EMB |UPC Code:087796240162 |Cage Material:BRASS |Superseded Part:22252YMBW33W45AC3 
5119217,23988KEMBW33W45A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:98.000 Kg 215.60 lb|Cage Type:EMB |UPC Code:087796047600 |Cage Material:BRASS |Superseded Part:23988KYMBW33W45A 
5119266,23976EMBW33C3,Design Unit:METRIC |Bearing Weight:67.100 Kg 147.60 lb|Cage Type:EMB |UPC Code:087796220133 |Cage Material:BRASS |Superseded Part:23976YMBW33C3 
5119289,22348EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:149.200 Kg 328.20 lb|Cage Type:EMB |UPC Code:087796028098 |Cage Material:BRASS |Superseded Part:22348YMBW33W45AC3 
5119310,24172EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:279.500 Kg 614.90 lb|Cage Type:EMB |UPC Code:087796150898 |Cage Material:BRASS |Superseded Part:24172YMBW33W45AC3 
5119305,22356KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:226.30 Kg 497.90 lb|Cage Type:EMB |UPC Code:087796032941 |Cage Material:BRASS |Superseded Part:22356KYMBW33W45AC3 
5119299,22352KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:184.500 Kg 405.90 lb|Cage Type:EMB |UPC Code:087796032866 |Cage Material:BRASS |Superseded Part:22352KYMBW33W45AC3 
5119315,24076EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:151.20 Kg 332.60 lb|Cage Type:EMB |UPC Code:087796032842 |Cage Material:BRASS |Superseded Part:24076YMBW33W45AC3 
5119313,24076KEMBW33W45AC4,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:151.20 Kg 332.60 lb|Cage Type:EMB |UPC Code:087796188334 |Cage Material:BRASS |Superseded Part:24076KYMBW33W45AC4 
5119297,22352EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:184.500 Kg 405.90 lb|Cage Type:EMB |UPC Code:087796032811 |Cage Material:BRASS |Superseded Part:22352YMBW33W45AC3 
5119316,24076EMBW33W45AC4,Design Unit:METRIC |Bearing Weight:151.20 Kg 332.60 lb|Cage Type:EMB |UPC Code:087796188327 |Cage Material:BRASS |Superseded Part:24076YMBW33W45AC4 
5119278,22348KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:149.200 Kg 328.20 lb|Cage Type:EMB |UPC Code:087796028111 |Cage Material:BRASS |Superseded Part:22348KYMBW33W45AC3 
5119317,24172KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:279.500 Kg 614.90 lb|Cage Type:EMB |UPC Code:087796064447 |Cage Material:BRASS |Superseded Part:24172KYMBW33W45AC3 
5119307,22356EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:226.30 Kg 497.90 lb|Cage Type:EMB |UPC Code:087796032927 |Cage Material:BRASS |Superseded Part:22356YMBW33W45AC3 
5119323,24080EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:200.000 Kg 440.00 lb|Cage Type:EMB |UPC Code:087796152304 |Cage Material:BRASS |Superseded Part:24080YMBW33W45AC3 
5119311,24172EMBW33W45AC4,Design Unit:METRIC |Bearing Weight:279.500 Kg 614.90 lb|Cage Type:EMB |UPC Code:087796064232 |Cage Material:BRASS |Superseded Part:24172YMBW33W45AC4 
5119324,24080EMBW33W45AC4,Design Unit:METRIC |Bearing Weight:200.000 Kg 440.00 lb|Cage Type:EMB |UPC Code:087796052260 |Cage Material:BRASS |Superseded Part:24080YMBW33W45AC4 
5119333,24168KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:266.000 Kg 585.20 lb|Cage Type:EMB |UPC Code:087796033153 |Cage Material:BRASS |Superseded Part:24168KYMBW33W45AC3 
5119327,24080KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:200.000 Kg 440.00 lb|Cage Type:EMB |UPC Code:087796052345 |Cage Material:BRASS |Superseded Part:24080KYMBW33W45AC3 
5119367,22328KEJW33C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:33.60 Kg 73.86 lb|Cage Type:EJ |UPC Code:087796027541 |Cage Material:Steel |Superseded Part:22328KCJW33C3 
5119362,29438EJ,UPC Code:87796018648 |Weight:55.7 Kg 122.9 lb
5119377,22318KEJW33C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:8.30 Kg 19.400 lb|Cage Type:EJ |UPC Code:087796026865 |Cage Material:Steel |Superseded Part:22318KCJW33C3 
5119342,22238KEMBW33W40IC4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:36.00 Kg 79.00 lb|Cage Type:EMB |UPC Code:087796025967 |Cage Material:BRASS |Superseded Part:22238KYMBW33W40IC4 
5119371,22324EJW33C2,Design Unit:METRIC |Bearing Weight:21.40 Kg 48.40 lb|Cage Type:EJ |UPC Code:087796138049 |Cage Material:Steel |Superseded Part:22324CJW33C2 
5119325,24172KEMBW879BC7,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:279.500 Kg 614.90 lb|Cage Type:EMB |UPC Code:087796064706 |Cage Material:BRASS |Superseded Part:24172KYMBW879BC7 
5119386,22328EJW33C2,Design Unit:METRIC |Bearing Weight:33.60 Kg 73.86 lb|Cage Type:EJ |UPC Code:087796031050 |Cage Material:Steel |Superseded Part:22328CJW33C2 
5119384,22324EJW33C4,Design Unit:METRIC |Bearing Weight:21.40 Kg 48.40 lb|Cage Type:EJ |UPC Code:087796138056 |Cage Material:Steel |Superseded Part:22324CJW33C4 
5119358,29452EJ,UPC Code:87796144347 |Weight:96.4 Kg 212.4 lb
5119385,22328EJW33C4,Design Unit:METRIC |Bearing Weight:33.60 Kg 73.86 lb|Cage Type:EJ |UPC Code:087796031098 |Cage Material:Steel |Superseded Part:22328CJW33C4 
5119375,22318EJW33C4,Design Unit:METRIC |Bearing Weight:8.30 Kg 19.400 lb|Cage Type:EJ |UPC Code:087796026797 |Cage Material:Steel |Superseded Part:22318CJW33C4 
5119348,23976EMBW507C08C2,Design Unit:METRIC |Bearing Weight:67.100 Kg 147.60 lb|Cage Type:EMB |UPC Code:087796315464 |Cage Material:BRASS |Superseded Part:23976YMBW507C08C2 
5119365,22328KEJW33C2,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:33.60 Kg 73.86 lb|Cage Type:EJ |UPC Code:087796297340 |Cage Material:Steel |Superseded Part:22328KCJW33C2 
5119353,22324EJW33W800C4,Design Unit:METRIC |Bearing Weight:21.40 Kg 48.40 lb|Cage Type:EJ |UPC Code:087796068476 |Cage Material:Steel |Superseded Part:22324CJW33W800C4 
5119388,29436EJ,UPC Code:87796163133 |Weight:47.5 Kg 104.7 lb
5119369,22324KEJW33C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:21.40 Kg 48.40 lb|Cage Type:EJ |UPC Code:087796027343 |Cage Material:Steel |Superseded Part:22324KCJW33C3 
5119399,22326KEJW33C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:26.70 Kg 60.300 lb|Cage Type:EJ |UPC Code:087796027442 |Cage Material:Steel |Superseded Part:22326KCJW33C3 
5119368,22328EJW33W800C4,Design Unit:METRIC |Bearing Weight:33.60 Kg 73.86 lb|Cage Type:EJ |UPC Code:087796068360 |Cage Material:Steel |Superseded Part:22328CJW33W800C4 
5119393,22326EJW33C4,Design Unit:METRIC |Bearing Weight:26.70 Kg 60.300 lb|Cage Type:EJ |UPC Code:087796138216 |Cage Material:Steel |Superseded Part:22326CJW33C4 
5119412,22230KEJW33C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:17.50 Kg 39.20 lb|Cage Type:EJ |UPC Code:087796025653 |Cage Material:Steel |Superseded Part:22230KCJW33C3 
5119391,22326EJW33C2,Design Unit:METRIC |Bearing Weight:26.70 Kg 60.300 lb|Cage Type:EJ |UPC Code:087796031043 |Cage Material:Steel |Superseded Part:22326CJW33C2 
5119403,23230EJW33C3,Design Unit:METRIC |Bearing Weight:23.00 Kg 52.40 lb|Cage Type:EJ |UPC Code:087796301894 |Cage Material:Steel |Superseded Part:23230CJW33C3 
5119397,22326EJW33W22C3,Design Unit:METRIC |Bearing Weight:26.70 Kg 60.300 lb|Cage Type:EJ |UPC Code:087796138261 |Cage Material:Steel |Superseded Part:22326CJW33W22C3 
5119410,22230EJW33C4,Design Unit:METRIC |Bearing Weight:17.50 Kg 39.20 lb|Cage Type:EJ |UPC Code:087796025639 |Cage Material:Steel |Superseded Part:22230CJW33C4 
5119400,22326EJW33W800C4,Design Unit:METRIC |Bearing Weight:26.70 Kg 60.300 lb|Cage Type:EJ |UPC Code:087796067417 |Cage Material:Steel |Superseded Part:22326CJW33W800C4 
5119408,22230EJW33C2,Design Unit:METRIC |Bearing Weight:17.50 Kg 39.20 lb|Cage Type:EJ |UPC Code:087796025615 |Cage Material:Steel |Superseded Part:22230CJW33C2 
5119429,23148EMBW33W45AC08,Design Unit:METRIC |Bearing Weight:65.000 Kg 142.00 lb|Cage Type:EMB |UPC Code:087796078796 |Cage Material:BRASS |Superseded Part:23148YMBW33W45AC08 
5119444,6308-C4,Clearance:C4 |Bore Size d:40.000 mm|Features:Open |Weight:0.640 Kg
5119440,24034EJW841C3,Design Unit:METRIC |Bearing Weight:16.700 Kg 37.80 lb|Cage Type:EJ |UPC Code:087796359772 |Cage Material:Steel |Superseded Part:24034CJW841C3 
5119415,29352EJ,UPC Code:87796221987 |Weight:46.9 Kg 103.4 lb
5119414,22230KEJW33W40IC4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:17.50 Kg 39.20 lb|Cage Type:EJ |UPC Code:087796169456 |Cage Material:Steel |Superseded Part:22230KCJW33W40IC4 
