id,catalog_number,specifications
5118942,24064EMBW33W45AC4,Design Unit:METRIC |Bearing Weight:102.000 Kg 224.400 lb|Cage Type:EMB |UPC Code:087796047976 |Cage Material:BRASS |Superseded Part:24064YMBW33W45AC4 
5118950,21305EJW33C4,Design Unit:METRIC |Bearing Weight:0.300 Kg 0.60 lb|Cage Type:EJ |UPC Code:087796030459 |Cage Material:Steel |Superseded Part:21305CJW33C4 
5118955,21309EJW33C2,Design Unit:METRIC |Bearing Weight:1.000 Kg 2.20 lb|Cage Type:EJ |UPC Code:087796030527 |Cage Material:Steel |Superseded Part:21309CJW33C2 
5118954,21308EJW33C4,Design Unit:METRIC |Bearing Weight:0.700 Kg 1.50 lb|Cage Type:EJ |UPC Code:087796030510 |Cage Material:Steel |Superseded Part:21308CJW33C4 
5118960,21312EJW33C2,Design Unit:METRIC |Bearing Weight:2.000 Kg 4.40 lb|Cage Type:EJ |UPC Code:087796030572 |Cage Material:Steel |Superseded Part:21312CJW33C2 
5118965,21315EJW33C2,Design Unit:METRIC |Bearing Weight:3.500 Kg 7.70 lb|Cage Type:EJ |UPC Code:087796030640 |Cage Material:Steel |Superseded Part:21315CJW33C2 
5118958,21311EJW33C2,Design Unit:METRIC |Bearing Weight:1.600 Kg 3.50 lb|Cage Type:EJ |UPC Code:087796030558 |Cage Material:Steel |Superseded Part:21311CJW33C2 
5118953,21308EJW33C2,Design Unit:METRIC |Bearing Weight:0.700 Kg 1.50 lb|Cage Type:EJ |UPC Code:087796030503 |Cage Material:Steel |Superseded Part:21308CJW33C2 
5118964,21314EJW33C4,Design Unit:METRIC |Bearing Weight:3.000 Kg 6.60 lb|Cage Type:EJ |UPC Code:087796030633 |Cage Material:Steel |Superseded Part:21314CJW33C4 
5118956,21309EJW33C4,Design Unit:METRIC |Bearing Weight:1.000 Kg 2.20 lb|Cage Type:EJ |UPC Code:087796030534 |Cage Material:Steel |Superseded Part:21309CJW33C4 
5118970,22248KEMBW33W45AC2,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:81.000 Kg 178.20 lb|Cage Type:EMB |UPC Code:087796032521 |Cage Material:BRASS |Superseded Part:22248KYMBW33W45AC2 
5118951,21306EJW33C2,Design Unit:METRIC |Bearing Weight:0.400 Kg 0.90 lb|Cage Type:EJ |UPC Code:087796030466 |Cage Material:Steel |Superseded Part:21306CJW33C2 
5118972,21316EJW33C2,Design Unit:METRIC |Bearing Weight:4.200 Kg 9.20 lb|Cage Type:EJ |UPC Code:087796030671 |Cage Material:Steel |Superseded Part:21316CJW33C2 
5118975,21318EJW33C2,Design Unit:METRIC |Bearing Weight:5.80 Kg 12.800 lb|Cage Type:EJ |UPC Code:087796030718 |Cage Material:Steel |Superseded Part:21318CJW33C2 
5118968,23260KEMBW534C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:194.500 Kg 427.90 lb|Cage Type:EMB |UPC Code:087796044562 |Cage Material:BRASS |Superseded Part:23260KYMBW534C3 
5118966,21315EJW33C4,Design Unit:METRIC |Bearing Weight:3.500 Kg 7.70 lb|Cage Type:EJ |UPC Code:087796030664 |Cage Material:Steel |Superseded Part:21315CJW33C4 
5118973,21317EJW33C2,Design Unit:METRIC |Bearing Weight:4.900 Kg 10.80 lb|Cage Type:EJ |UPC Code:087796030688 |Cage Material:Steel |Superseded Part:21317CJW33C2 
5118959,21311EJW33C4,Design Unit:METRIC |Bearing Weight:1.600 Kg 3.50 lb|Cage Type:EJ |UPC Code:087796030565 |Cage Material:Steel |Superseded Part:21311CJW33C4 
5118941,24064EMBW33W45AC3,Design Unit:METRIC |Bearing Weight:102.000 Kg 224.400 lb|Cage Type:EMB |UPC Code:087796032828 |Cage Material:BRASS |Superseded Part:24064YMBW33W45AC3 
5118961,21312EJW33C4,Design Unit:METRIC |Bearing Weight:2.000 Kg 4.40 lb|Cage Type:EJ |UPC Code:087796030589 |Cage Material:Steel |Superseded Part:21312CJW33C4 
5118981,22209EJW33C2,Design Unit:METRIC |Bearing Weight:0.600 Kg 1.30 lb|Cage Type:EJ |UPC Code:087796030770 |Cage Material:Steel |Superseded Part:22209CJW33C2 
5118980,22207EJW33C2,Design Unit:METRIC |Bearing Weight:0.400 Kg 1.00 lb|Cage Type:EJ |UPC Code:087796304307 |Cage Material:Steel |Superseded Part:22207CJW33C2 
5118983,22219EJW33C2,Design Unit:METRIC |Bearing Weight:4.200 Kg 9.20 lb|Cage Type:EJ |UPC Code:087796025042 |Cage Material:Steel |Superseded Part:22219CJW33C2 
5118978,22205EJW33C4,Design Unit:METRIC |Bearing Weight:0.200 Kg 0.4 lb|Cage Type:EJ |UPC Code:087796297517 |Cage Material:Steel |Superseded Part:22205CJW33C4 
5118982,22214EJW33C2,Design Unit:METRIC |Bearing Weight:1.600 Kg 3.50 lb|Cage Type:EJ |UPC Code:087796030787 |Cage Material:Steel |Superseded Part:22214CJW33C2 
5118962,21313EJW33C4,Design Unit:METRIC |Bearing Weight:2.400 Kg 5.30 lb|Cage Type:EJ |UPC Code:087796030596 |Cage Material:Steel |Superseded Part:21313CJW33C4 
5118963,21314EJW33C2,Design Unit:METRIC |Bearing Weight:3.000 Kg 6.60 lb|Cage Type:EJ |UPC Code:087796030626 |Cage Material:Steel |Superseded Part:21314CJW33C2 
5118979,22206EJW33C2,Design Unit:METRIC |Bearing Weight:0.300 Kg 0.60 lb|Cage Type:EJ |UPC Code:087796030763 |Cage Material:Steel |Superseded Part:22206CJW33C2 
5118987,22238EMBW33C2,Design Unit:METRIC |Bearing Weight:36.00 Kg 79.00 lb|Cage Type:EMB |UPC Code:087796030824 |Cage Material:BRASS |Superseded Part:22238YMBW33C2 
5118986,22236EJW33C2,Design Unit:METRIC |Bearing Weight:29.10 Kg 64.000 lb|Cage Type:EJ |UPC Code:087796025837 |Cage Material:Steel |Superseded Part:22236CJW33C2 
5118971,22248KEMBW33W45AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:81.000 Kg 178.20 lb|Cage Type:EMB |UPC Code:087796026162 |Cage Material:BRASS |Superseded Part:22248KYMBW33W45AC3 
5118992,23044EMW33C2,Design Unit:METRIC |Bearing Weight:28.80 Kg 63.44 lb|Cage Type:EM |UPC Code:087796031395 |Cage Material:BRASS |Superseded Part:23044YMW33C2 
5118985,22220EJW33C2,Design Unit:METRIC |Bearing Weight:5.000 Kg 11.00 lb|Cage Type:EJ |UPC Code:087796030794 |Cage Material:Steel |Superseded Part:22220CJW33C2 
5118974,21317EJW33C4,Design Unit:METRIC |Bearing Weight:4.900 Kg 10.80 lb|Cage Type:EJ |UPC Code:087796030701 |Cage Material:Steel |Superseded Part:21317CJW33C4 
5118998,23052EMBW33C2,Design Unit:METRIC |Bearing Weight:47.600 Kg 104.70 lb|Cage Type:EMB |UPC Code:087796031401 |Cage Material:BRASS |Superseded Part:23052YMBW33C2 
5118993,23022EJW33C2,Design Unit:METRIC |Bearing Weight:3.600 Kg 7.90 lb|Cage Type:EJ |UPC Code:087796031296 |Cage Material:Steel |Superseded Part:23022CJW33C2 
5118995,23026EJW33C2,Design Unit:METRIC |Bearing Weight:5.900 Kg 13.000 lb|Cage Type:EJ |UPC Code:087796031319 |Cage Material:Steel |Superseded Part:23026CJW33C2 
5118988,22240EMBW33C2,Design Unit:METRIC |Bearing Weight:42.60 Kg 93.76 lb|Cage Type:EMB |UPC Code:087796030831 |Cage Material:BRASS |Superseded Part:22240YMBW33C2 
5118996,23028EJW33C2,Design Unit:METRIC |Bearing Weight:6.200 Kg 13.600 lb|Cage Type:EJ |UPC Code:087796031326 |Cage Material:Steel |Superseded Part:23028CJW33C2 
5119003,22310EJW33C2,Design Unit:METRIC |Bearing Weight:1.900 Kg 4.20 lb|Cage Type:EJ |UPC Code:087796030916 |Cage Material:Steel |Superseded Part:22310CJW33C2 
5118976,21318EJW33C4,Design Unit:METRIC |Bearing Weight:5.80 Kg 12.800 lb|Cage Type:EJ |UPC Code:087796030732 |Cage Material:Steel |Superseded Part:21318CJW33C4 
5119004,22312EJW33C4,Design Unit:METRIC |Bearing Weight:3.000 Kg 6.60 lb|Cage Type:EJ |UPC Code:087796030930 |Cage Material:Steel |Superseded Part:22312CJW33C4 
5118997,23030EJW33C2,Design Unit:METRIC |Bearing Weight:7.500 Kg 16.60 lb|Cage Type:EJ |UPC Code:087796031333 |Cage Material:Steel |Superseded Part:23030CJW33C2 
5119007,22317EJW33C4,Design Unit:METRIC |Bearing Weight:7.500 Kg 16.500 lb|Cage Type:EJ |UPC Code:087796026681 |Cage Material:Steel |Superseded Part:22317CJW33C4 
5119011,22332EJW33C4,Design Unit:METRIC |Bearing Weight:51.00 Kg 112.20 lb|Cage Type:EJ |UPC Code:087796031135 |Cage Material:Steel |Superseded Part:22332CJW33C4 
5119010,22332EJW33C2,Design Unit:METRIC |Bearing Weight:51.00 Kg 112.20 lb|Cage Type:EJ |UPC Code:087796031128 |Cage Material:Steel |Superseded Part:22332CJW33C2 
5119014,22336EMBW33C2,Design Unit:METRIC |Bearing Weight:69.00 Kg 153.00 lb|Cage Type:EMB |UPC Code:087796031241 |Cage Material:BRASS |Superseded Part:22336YMBW33C2 
5119016,22338EMBW33C2,Design Unit:METRIC |Bearing Weight:80.900 Kg 178.00 lb|Cage Type:EMB |UPC Code:087796027879 |Cage Material:BRASS |Superseded Part:22338YMBW33C2 
5119001,22244EMBW33C4,Design Unit:METRIC |Bearing Weight:59.40 Kg 130.70 lb|Cage Type:EMB |UPC Code:087796030855 |Cage Material:BRASS |Superseded Part:22244YMBW33C4 
5119005,22313EJW33C4,Design Unit:METRIC |Bearing Weight:3.600 Kg 7.90 lb|Cage Type:EJ |UPC Code:087796030978 |Cage Material:Steel |Superseded Part:22313CJW33C4 
5119009,22319EJW33C4,Design Unit:METRIC |Bearing Weight:10.20 Kg 22.400 lb|Cage Type:EJ |UPC Code:087796031029 |Cage Material:Steel |Superseded Part:22319CJW33C4 
5119000,22244EMBW33C2,Design Unit:METRIC |Bearing Weight:59.40 Kg 130.70 lb|Cage Type:EMB |UPC Code:087796030848 |Cage Material:BRASS |Superseded Part:22244YMBW33C2 
5119015,22336EMBW33C4,Design Unit:METRIC |Bearing Weight:69.00 Kg 153.00 lb|Cage Type:EMB |UPC Code:087796031272 |Cage Material:BRASS |Superseded Part:22336YMBW33C4 
5119018,23036EJW33C2,Design Unit:METRIC |Bearing Weight:16.80 Kg 37.000 lb|Cage Type:EJ |UPC Code:087796031364 |Cage Material:Steel |Superseded Part:23036CJW33C2 
5119023,23032EMW33C2,Design Unit:METRIC |Bearing Weight:9.300 Kg 20.36 lb|Cage Type:EM |UPC Code:087796031340 |Cage Material:BRASS |Superseded Part:23032YMW33C2 
5119002,22309EJW33C2,Design Unit:METRIC |Bearing Weight:1.300 Kg 3.00 lb|Cage Type:EJ |UPC Code:087796030862 |Cage Material:Steel |Superseded Part:22309CJW33C2 
5119022,23260KEMBW906AC4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:194.500 Kg 427.90 lb|Cage Type:EMB |UPC Code:087796176478 |Cage Material:BRASS |Superseded Part:23260KYMBW906AC4 
5118994,23024EJW33C2,Design Unit:METRIC |Bearing Weight:4.000 Kg 8.80 lb|Cage Type:EJ |UPC Code:087796031302 |Cage Material:Steel |Superseded Part:23024CJW33C2 
5118977,22205EJW33C2,Design Unit:METRIC |Bearing Weight:0.200 Kg 0.4 lb|Cage Type:EJ |UPC Code:087796030756 |Cage Material:Steel |Superseded Part:22205CJW33C2 
5119021,23260KEMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:194.500 Kg 427.90 lb|Cage Type:EMB |UPC Code:087796176461 |Cage Material:BRASS |Superseded Part:23260KYMBW906AC3 
5119017,22338EMBW33C4,Design Unit:METRIC |Bearing Weight:80.900 Kg 178.00 lb|Cage Type:EMB |UPC Code:087796031289 |Cage Material:BRASS |Superseded Part:22338YMBW33C4 
5118984,22219EJW33C4,Design Unit:METRIC |Bearing Weight:4.200 Kg 9.20 lb|Cage Type:EJ |UPC Code:087796025066 |Cage Material:Steel |Superseded Part:22219CJW33C4 
5118991,23040EMW33C2,Design Unit:METRIC |Bearing Weight:21.90 Kg 48.100 lb|Cage Type:EM |UPC Code:087796031388 |Cage Material:BRASS |Superseded Part:23040YMW33C2 
5119025,23038EMW33C2,Design Unit:METRIC |Bearing Weight:17.80 Kg 39.20 lb|Cage Type:EM |UPC Code:087796031371 |Cage Material:BRASS |Superseded Part:23038YMW33C2 
5119013,22334EMBW33C4,Design Unit:METRIC |Bearing Weight:59.900 Kg 131.800 lb|Cage Type:EMB |UPC Code:087796031227 |Cage Material:BRASS |Superseded Part:22334YMBW33C4 
5119008,22319EJW33C2,Design Unit:METRIC |Bearing Weight:10.20 Kg 22.400 lb|Cage Type:EJ |UPC Code:087796031012 |Cage Material:Steel |Superseded Part:22319CJW33C2 
5119029,24036EJW33C2,Design Unit:METRIC |Bearing Weight:22.60 Kg 49.700 lb|Cage Type:EJ |UPC Code:087796032149 |Cage Material:Steel |Superseded Part:24036CJW33C2 
5119024,23034EMW33C2,Design Unit:METRIC |Bearing Weight:12.500 Kg 27.52 lb|Cage Type:EM |UPC Code:087796031357 |Cage Material:BRASS |Superseded Part:23034YMW33C2 
5119031,24038EJW33C4,Design Unit:METRIC |Bearing Weight:24.000 Kg 52.000 lb|Cage Type:EJ |UPC Code:087796142701 |Cage Material:Steel |Superseded Part:24038CJW33C4 
5119035,23120EJW33C2,Design Unit:METRIC |Bearing Weight:4.400 Kg 9.70 lb|Cage Type:EJ |UPC Code:087796031425 |Cage Material:Steel |Superseded Part:23120CJW33C2 
5119033,24044EMBW33C2,Design Unit:METRIC |Bearing Weight:39.30 Kg 86.50 lb|Cage Type:EMB |UPC Code:087796032194 |Cage Material:BRASS |Superseded Part:24044YMBW33C2 
5119006,22317EJW33C2,Design Unit:METRIC |Bearing Weight:7.500 Kg 16.500 lb|Cage Type:EJ |UPC Code:087796030992 |Cage Material:Steel |Superseded Part:22317CJW33C2 
5119019,23036EJW33C4,Design Unit:METRIC |Bearing Weight:16.80 Kg 37.000 lb|Cage Type:EJ |UPC Code:087796014398 |Cage Material:Steel |Superseded Part:23036CJW33C4 
5119032,24040EJW33C2,Design Unit:METRIC |Bearing Weight:30.00 Kg 67.00 lb|Cage Type:EJ |UPC Code:087796205031 |Cage Material:Steel |Superseded Part:24040CJW33C2 
5119036,23122EJW33C2,Design Unit:METRIC |Bearing Weight:5.60 Kg 12.300 lb|Cage Type:EJ |UPC Code:087796031449 |Cage Material:Steel |Superseded Part:23122CJW33C2 
5119038,23126EJW33C2,Design Unit:METRIC |Bearing Weight:8.60 Kg 18.900 lb|Cage Type:EJ |UPC Code:087796031463 |Cage Material:Steel |Superseded Part:23126CJW33C2 
5119026,23168KEMBW40IW534C4,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:210.300 Kg 462.70 lb|Cage Type:EMB |UPC Code:087796236370 |Cage Material:BRASS |Superseded Part:23168KYMBW40IW534C4 
5119012,22334EMBW33C2,Design Unit:METRIC |Bearing Weight:59.900 Kg 131.800 lb|Cage Type:EMB |UPC Code:087796031159 |Cage Material:BRASS |Superseded Part:22334YMBW33C2 
5119028,23260EMBW915,Design Unit:METRIC |Bearing Weight:194.500 Kg 427.90 lb|Cage Type:EMB |UPC Code:087796044524 |Cage Material:BRASS |Superseded Part:23260YMBW915 
5119037,23124EJW33C2,Design Unit:METRIC |Bearing Weight:7.900 Kg 17.4 lb|Cage Type:EJ |UPC Code:087796031456 |Cage Material:Steel |Superseded Part:23124CJW33C2 
5119042,23134EMW33C4,Design Unit:METRIC |Bearing Weight:21.70 Kg 47.70 lb|Cage Type:EM |UPC Code:087796031500 |Cage Material:BRASS |Superseded Part:23134YMW33C4 
5119027,6204-ZZ-C2,Clearance:C2 |Bore Size d:20.000 mm|Features:Shields |Weight:0.100 Kg
5119043,23136EJW33C2,Design Unit:METRIC |Bearing Weight:27.60 Kg 60.70 lb|Cage Type:EJ |UPC Code:087796031517 |Cage Material:Steel |Superseded Part:23136CJW33C2 
5119048,23148EMBW33C2,Design Unit:METRIC |Bearing Weight:65.000 Kg 142.00 lb|Cage Type:EMB |UPC Code:087796031562 |Cage Material:BRASS |Superseded Part:23148YMBW33C2 
5119044,23136EJW33C4,Design Unit:METRIC |Bearing Weight:27.60 Kg 60.70 lb|Cage Type:EJ |UPC Code:087796031524 |Cage Material:Steel |Superseded Part:23136CJW33C4 
5119040,23132EJW33C2,Design Unit:METRIC |Bearing Weight:19.70 Kg 43.300 lb|Cage Type:EJ |UPC Code:087796031487 |Cage Material:Steel |Superseded Part:23132CJW33C2 
5119047,23144EMBW33C4,Design Unit:METRIC |Bearing Weight:52.800 Kg 116.20 lb|Cage Type:EMB |UPC Code:087796031555 |Cage Material:BRASS |Superseded Part:23144YMBW33C4 
5119049,23148EMBW33C4,Design Unit:METRIC |Bearing Weight:65.000 Kg 142.00 lb|Cage Type:EMB |UPC Code:087796031579 |Cage Material:BRASS |Superseded Part:23148YMBW33C4 
5119041,23134EMW33C2,Design Unit:METRIC |Bearing Weight:21.70 Kg 47.70 lb|Cage Type:EM |UPC Code:087796031494 |Cage Material:BRASS |Superseded Part:23134YMW33C2 
5119052,23222EJW33C2,Design Unit:METRIC |Bearing Weight:9.60 Kg 21.10 lb|Cage Type:EJ |UPC Code:087796031609 |Cage Material:Steel |Superseded Part:23222CJW33C2 
5119046,23144EMBW33C2,Design Unit:METRIC |Bearing Weight:52.800 Kg 116.20 lb|Cage Type:EMB |UPC Code:087796031548 |Cage Material:BRASS |Superseded Part:23144YMBW33C2 
5119045,23140EMBW33C2,Design Unit:METRIC |Bearing Weight:40.70 Kg 89.57 lb|Cage Type:EMB |UPC Code:087796031531 |Cage Material:BRASS |Superseded Part:23140YMBW33C2 
5119055,23226EJW33C4,Design Unit:METRIC |Bearing Weight:14.000 Kg 30.80 lb|Cage Type:EJ |UPC Code:087796031661 |Cage Material:Steel |Superseded Part:23226CJW33C4 
5119034,23052EMBW33C4,Design Unit:METRIC |Bearing Weight:47.600 Kg 104.70 lb|Cage Type:EMB |UPC Code:087796031418 |Cage Material:BRASS |Superseded Part:23052YMBW33C4 
5119050,23218EJW33C2,Design Unit:METRIC |Bearing Weight:4.500 Kg 9.90 lb|Cage Type:EJ |UPC Code:087796031586 |Cage Material:Steel |Superseded Part:23218CJW33C2 
5119056,23228EMW33C2,Design Unit:METRIC |Bearing Weight:18.50 Kg 40.60 lb|Cage Type:EM |UPC Code:087796031692 |Cage Material:BRASS |Superseded Part:23228YMW33C2 
5119054,23226EJW33C2,Design Unit:METRIC |Bearing Weight:14.000 Kg 30.80 lb|Cage Type:EJ |UPC Code:087796031654 |Cage Material:Steel |Superseded Part:23226CJW33C2 
5119030,24038EJW33C2,Design Unit:METRIC |Bearing Weight:24.000 Kg 52.000 lb|Cage Type:EJ |UPC Code:087796032156 |Cage Material:Steel |Superseded Part:24038CJW33C2 
5119057,23230EMW33C2,Design Unit:METRIC |Bearing Weight:23.80 Kg 52.40 lb|Cage Type:EM |UPC Code:087796031715 |Cage Material:BRASS |Superseded Part:23230YMW33C2 
5119039,23130EMW33C2,Design Unit:METRIC |Bearing Weight:15.500 Kg 34.21 lb|Cage Type:EM |UPC Code:087796031470 |Cage Material:BRASS |Superseded Part:23130YMW33C2 
5119061,23236EMBW33C2,Design Unit:METRIC |Bearing Weight:38.60 Kg 84.90 lb|Cage Type:EMB |UPC Code:087796031777 |Cage Material:BRASS |Superseded Part:23236YMBW33C2 
5119051,23220EJW33C2,Design Unit:METRIC |Bearing Weight:6.600 Kg 14.50 lb|Cage Type:EJ |UPC Code:087796031593 |Cage Material:Steel |Superseded Part:23220CJW33C2 
5119053,23224EMW33C2,Design Unit:METRIC |Bearing Weight:11.80 Kg 26.000 lb|Cage Type:EM |UPC Code:087796031647 |Cage Material:BRASS |Superseded Part:23224YMW33C2 
5119059,23232EMW33C2,Design Unit:METRIC |Bearing Weight:30.00 Kg 66.000 lb|Cage Type:EM |UPC Code:087796177918 |Cage Material:BRASS |Superseded Part:23232YMW33C2 
5119068,23244EMBW33W45AC2,Design Unit:METRIC |Bearing Weight:79.400 Kg 174.70 lb|Cage Type:EMB |UPC Code:087796031845 |Cage Material:BRASS |Superseded Part:23244YMBW33W45AC2 
5119058,23230EMW33C4,Design Unit:METRIC |Bearing Weight:23.80 Kg 52.40 lb|Cage Type:EM |UPC Code:087796031722 |Cage Material:BRASS |Superseded Part:23230YMW33C4 
5119063,23234EMW33C4,Design Unit:METRIC |Bearing Weight:36.60 Kg 80.5 lb|Cage Type:EM |UPC Code:087796031760 |Cage Material:BRASS |Superseded Part:23234YMW33C4 
5119064,23234EMW33C2,Design Unit:METRIC |Bearing Weight:36.60 Kg 80.5 lb|Cage Type:EM |UPC Code:087796031753 |Cage Material:BRASS |Superseded Part:23234YMW33C2 
5119065,23238EMBW33C4,Design Unit:METRIC |Bearing Weight:47.100 Kg 103.60 lb|Cage Type:EMB |UPC Code:087796245044 |Cage Material:BRASS |Superseded Part:23238YMBW33C4 
5119073,24026EJW33C2,Design Unit:METRIC |Bearing Weight:7.800 Kg 17.200 lb|Cage Type:EJ |UPC Code:087796032088 |Cage Material:Steel |Superseded Part:24026CJW33C2 
5119060,23232EMW33C4,Design Unit:METRIC |Bearing Weight:30.00 Kg 66.000 lb|Cage Type:EM |UPC Code:087796031739 |Cage Material:BRASS |Superseded Part:23232YMW33C4 
5119071,24022EJW33C2,Design Unit:METRIC |Bearing Weight:4.900 Kg 10.80 lb|Cage Type:EJ |UPC Code:087796032019 |Cage Material:Steel |Superseded Part:24022CJW33C2 
5119062,23236EMBW33C4,Design Unit:METRIC |Bearing Weight:38.60 Kg 84.90 lb|Cage Type:EMB |UPC Code:087796031807 |Cage Material:BRASS |Superseded Part:23236YMBW33C4 
5119067,23240EMBW33C4,Design Unit:METRIC |Bearing Weight:56.500 Kg 124.30 lb|Cage Type:EMB |UPC Code:087796031821 |Cage Material:BRASS |Superseded Part:23240YMBW33C4 
5119074,24028EJW33C2,Design Unit:METRIC |Bearing Weight:8.200 Kg 18.000 lb|Cage Type:EJ |UPC Code:087796032101 |Cage Material:Steel |Superseded Part:24028CJW33C2 
5119080,24048EMBW33C4,Design Unit:METRIC |Bearing Weight:41.80 Kg 92.00 lb|Cage Type:EMB |UPC Code:087796032217 |Cage Material:BRASS |Superseded Part:24048YMBW33C4 
5119066,23240EMBW33C2,Design Unit:METRIC |Bearing Weight:56.500 Kg 124.30 lb|Cage Type:EMB |UPC Code:087796031814 |Cage Material:BRASS |Superseded Part:23240YMBW33C2 
5119081,24052EMBW33C2,Design Unit:METRIC |Bearing Weight:63.90 Kg 140.60 lb|Cage Type:EMB |UPC Code:053893929699 |Cage Material:BRASS |Superseded Part:24052YMBW33C2 
5119085,24130EJW33C2,Design Unit:METRIC |Bearing Weight:19.40 Kg 42.700 lb|Cage Type:EJ |UPC Code:087796032293 |Cage Material:Steel |Superseded Part:24130CJW33C2 
5119079,24048EMBW33C2,Design Unit:METRIC |Bearing Weight:41.80 Kg 92.00 lb|Cage Type:EMB |UPC Code:087796032200 |Cage Material:BRASS |Superseded Part:24048YMBW33C2 
5119084,24128EJW33C2,Design Unit:METRIC |Bearing Weight:12.70 Kg 27.900 lb|Cage Type:EJ |UPC Code:087796032248 |Cage Material:Steel |Superseded Part:24128CJW33C2 
5119091,24138EJW33C2,Design Unit:METRIC |Bearing Weight:42.00 Kg 92.00 lb|Cage Type:EJ |UPC Code:087796032330 |Cage Material:Steel |Superseded Part:24138CJW33C2 
5119072,24024EJW33C2,Design Unit:METRIC |Bearing Weight:5.200 Kg 11.400 lb|Cage Type:EJ |UPC Code:087796032040 |Cage Material:Steel |Superseded Part:24024CJW33C2 
5119075,24030EJW33C2,Design Unit:METRIC |Bearing Weight:10.20 Kg 22.300 lb|Cage Type:EJ |UPC Code:087796032118 |Cage Material:Steel |Superseded Part:24030CJW33C2 
5119087,23256KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:149.600 Kg 329.14 lb|Cage Type:EMB |UPC Code:087796176690 |Cage Material:BRASS |Superseded Part:23256KYMBW507C08C3 
5119070,24020EJW33C2,Design Unit:METRIC |Bearing Weight:3.000 Kg 6.60 lb|Cage Type:EJ |UPC Code:087796031920 |Cage Material:Steel |Superseded Part:24020CJW33C2 
5119089,24134EJW33C2,Design Unit:METRIC |Bearing Weight:26.400 Kg 57.80 lb|Cage Type:EJ |UPC Code:087796032316 |Cage Material:Steel |Superseded Part:24134CJW33C2 
5119083,24126EJW33C2,Design Unit:METRIC |Bearing Weight:10.500 Kg 23.10 lb|Cage Type:EJ |UPC Code:087796032224 |Cage Material:Steel |Superseded Part:24126CJW33C2 
5119098,23264EMBW507C08C2,Design Unit:METRIC |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796232235 |Cage Material:BRASS |Superseded Part:23264YMBW507C08C2 
5119094,24148EMBW33W45AC2,Design Unit:METRIC |Bearing Weight:80.500 Kg 177.10 lb|Cage Type:EMB |UPC Code:087796032361 |Cage Material:BRASS |Superseded Part:24148YMBW33W45AC2 
5119093,24144EMBW33C2,Design Unit:METRIC |Bearing Weight:65.000 Kg 144.000 lb|Cage Type:EMB |UPC Code:087796032354 |Cage Material:BRASS |Superseded Part:24144YMBW33C2 
5119082,24052EMBW33C4,Design Unit:METRIC |Bearing Weight:63.90 Kg 140.60 lb|Cage Type:EMB |UPC Code:087796302006 |Cage Material:BRASS |Superseded Part:24052YMBW33C4 
5119100,6203-ZZ-C2,Clearance:C2 |Bore Size d:17.000 mm|Features:Shields |Weight:0.070 Kg
5119104,23256EMBW507AC08C3,Design Unit:METRIC |Bearing Weight:149.600 Kg 329.14 lb|Cage Type:EMB |UPC Code:087796044425 |Cage Material:BRASS |Superseded Part:23256YMBW507AC08C3 
5119088,24132EJW33C2,Design Unit:METRIC |Bearing Weight:25.100 Kg 55.20 lb|Cage Type:EJ |UPC Code:087796032309 |Cage Material:Steel |Superseded Part:24132CJW33C2 
5119107,23256KEMBW502W40IC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:149.600 Kg 329.14 lb|Cage Type:EMB |UPC Code:087796044456 |Cage Material:BRASS |Superseded Part:23256KYMBW502W40IC3 
5119103,23264KEMBW534C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796044586 |Cage Material:BRASS |Superseded Part:23264KYMBW534C3 
5119110,23168EMBW507C08C4,Design Unit:METRIC |Bearing Weight:210.300 Kg 462.70 lb|Cage Type:EMB |UPC Code:087796040755 |Cage Material:BRASS |Superseded Part:23168YMBW507C08C4 
5119101,23256EMBW507C08C3,Design Unit:METRIC |Bearing Weight:149.600 Kg 329.14 lb|Cage Type:EMB |UPC Code:087796176720 |Cage Material:BRASS |Superseded Part:23256YMBW507C08C3 
5119113,23168KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:210.300 Kg 462.70 lb|Cage Type:EMB |UPC Code:087796177475 |Cage Material:BRASS |Superseded Part:23168KYMBW507C08C3 
5119117,23172KEMBW507C08C2,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796177055 |Cage Material:BRASS |Superseded Part:23172KYMBW507C08C2 
5119118,23172KEMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.100 Kg 488.60 lb|Cage Type:EMB |UPC Code:087796302013 |Cage Material:BRASS |Superseded Part:23172KYMBW507C08C3 
