id,catalog_number,basic_load_ratings
5066935,YCJM1 11/16,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5066741,230/500KYMBW906A,C0 - Static Radial Rating:8160000 N 1840000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4290000 N 965000 lbf
5066977,GRA108RRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5066973,GRA102RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5066992,1103KLL3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5066995,1103KPPB4,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5066983,GN211KLLB,Static Load Rating:14300 lbf 63000 N|Dynamic Load Rating:26000 lbf 116000 N
5067019,1215KRRB,Static Load Rating:9800 lbf 43600 N|Dynamic Load Rating:15600 lbf 69500 N
5067020,G1215KRRB,Static Load Rating:9800 lbf 43600 N|Dynamic Load Rating:15600 lbf 69500 N
5066996,1103KPPB3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5067017,1115KRS,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5066986,GN215KLLB,Static Load Rating:16000 lbf 71000 N|Dynamic Load Rating:28500 lbf 125000 N
5067085,2MM9116WI,C0 - Static Radial Rating:55200 N 12400 lbf|Ce - Dynamic Radial Rating:64900 N 14600 lbf
5067096,3MM212WI,C0 - Static Radial Rating:47100 N 10600 lbf|Ce - Dynamic Radial Rating:67700 N 15200 lbf
5067378,239/670KYMBW507C08,C0 - Static Radial Rating:11000000 N 2480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5100000 N 1150000 lbf
5066990,1015KRRB,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5067121,3MM301WI,C0 - Static Radial Rating:4600 N 1040 lbf|Ce - Dynamic Radial Rating:10800 N 2420 lbf
5067931,24092YMBW33W45AC3,C0 - Static Radial Rating:10300000 N 2330000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5210000 N 1170000 lbf
5067160,5219,C0 - Static Radial Rating:235000 N 53000 lbf|Ce - Dynamic Radial Rating:244000 N 55000 lbf
5067163,213W,Ce - Dynamic Radial Rating:92000 N 20800 lbf|C0 - Static Radial Rating:64800 N 14600 lbf
5067015,1115KRRB,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5067969,230/630YMBW507C08,C0 - Static Radial Rating:13400000 N 3010000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6940000 N 1560000 lbf
5067973,23184YMBW507C08C3,C0 - Static Radial Rating:9640000 N 2170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5720000 N 1290000 lbf
5067023,GY1215KRRB,Static Load Rating:9800 lbf 43600 N|Dynamic Load Rating:15600 lbf 69500 N
5067976,23288KYMBW507C08,C0 - Static Radial Rating:13200000 N 2970000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):8090000 N 1820000 lbf
5067974,231/500YMBW507C08,C0 - Static Radial Rating:13900000 N 3130000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):7880000 N 1770000 lbf
5067971,23184YMBW509C08C3,C0 - Static Radial Rating:9640000 N 2170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5720000 N 1290000 lbf
5067966,23092YMBW509C08,C0 - Static Radial Rating:7570000 N 1700000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5066978,GYA108RRB,Static Load Rating:4000 lbf 17600 N|Dynamic Load Rating:8150 lbf 36000 N
5068168,VCJ1 3/16,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:21800 lbf 4900 N
5068236,RA108RRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5068230,RA102RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5068216,294/710EM,Static Load Rating:81300 kN 18276000 lbf|Dynamic Load Rating:19060 kN 4284000 lbf|Thermal Speed Rating:210 rpm
5068248,1103KRR3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5068207,TCJ2 3/16,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:15800 lbf 3550 N
5068254,1108KRRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8130 lbf 36000 N
5066974,GYA102RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5068186,RCJO1 7/16,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:40500 lbf 9100 N
5068250,1103KRRB3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5068259,G1115KRRB,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5068255,G1115KLLB,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39000 N
5068211,VCJ2 3/16,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:48000 lbf 10800 N
5068305,2MM209WI,C0 - Static Radial Rating:28800 N 6470 lbf|Ce - Dynamic Radial Rating:45200 N 10200 lbf
5061325,5408,C0 - Static Radial Rating:106700 N 24000 lbf|Ce - Dynamic Radial Rating:149000 N 33500 lbf
5068240,GN303KRRB,Static Load Rating:18000 lbf 80000 N|Dynamic Load Rating:30500 lbf 137000 N
5068384,MM305K,Ce - Dynamic Radial Rating:26200 N 5890 lbf|C0 - Static Radial Rating:12100 N 2730 lbf
5068245,G1015KRRB,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5068363,MM9305K,Ce - Dynamic Radial Rating:7790 N 1750 lbf|C0 - Static Radial Rating:4000 N 900 lbf
5068392,2MM306WI,C0 - Static Radial Rating:22200 N 4990 lbf|Ce - Dynamic Radial Rating:34120 N 9270 lbf
5068257,G1115KPPB3,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5068426,214W,Ce - Dynamic Radial Rating:96000 N 21600 lbf|C0 - Static Radial Rating:71100 N 16000 lbf
5066999,GYM1107KRRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36300 N
5068395,MM307K,Ce - Dynamic Radial Rating:37100 N 8340 lbf|C0 - Static Radial Rating:18300 N 4120 lbf
5068386,2MM305WI,C0 - Static Radial Rating:15300 N 3450 lbf|Ce - Dynamic Radial Rating:30500 N 6850 lbf
5068345,2MM213WI,C0 - Static Radial Rating:54700 N 12300 lbf|Ce - Dynamic Radial Rating:77400 N 17400 lbf
5068391,MM306K,Ce - Dynamic Radial Rating:33100 N 7440 lbf|C0 - Static Radial Rating:15800 N 3560 lbf
5069302,230/850KYMBW906AC3,C0 - Static Radial Rating:23000000 N 5180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):11100000 N 2500000 lbf
5069308,239/710KYMBW906A,C0 - Static Radial Rating:12400000 N 2780000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5570000 N 1250000 lbf
5069307,23292YMBW507C08C3,C0 - Static Radial Rating:14000000 N 3150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):8680000 N 1950000 lbf
5068276,GYM1215KRRB,Static Load Rating:12000 lbf 53400 N|Dynamic Load Rating:18000 lbf 80200 N
5069309,239/710KYMBW906AC3,C0 - Static Radial Rating:12400000 N 2780000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5570000 N 1250000 lbf
5069305,231/500KYMBW906A,C0 - Static Radial Rating:13900000 N 3130000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):7880000 N 1770000 lbf
5069330,230/530YMBW509C08,C0 - Static Radial Rating:9720000 N 2190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5150000 N 1160000 lbf
5069530,SCJ1 3/4,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8150 lbf 36000 N
5069543,RAS 60,Static Load Rating:8000 lbf 35600 N|Dynamic Load Rating:13200 lbf 58800 N
5069569,RAE30RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069461,211K,Ce - Dynamic Radial Rating:49000 N 11000 lbf|C0 - Static Radial Rating:29100 N 6550 lbf
5069566,GRAE30RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069564,YA012RRB,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5069541,RCJ2 1/4,Static Load Rating:8000 lbf 35600 N|Dynamic Load Rating:58800 lbf 13200 N
5069577,GN315KRRB,Static Load Rating:22900 lbf 132000 N|Dynamic Load Rating:43000 lbf 193000 N
5069565,GE17KRRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2400 lbf 10700 N
5069595,G1103KRRB3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069592,G1103KPPB3,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069575,RA109RRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5069467,212K,Ce - Dynamic Radial Rating:62100 N 13400 lbf|C0 - Static Radial Rating:35500 N 8000 lbf
5069593,G1103KPPB4,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069600,G1108KRRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8130 lbf 36000 N
5069589,1103KRS,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5069598,G1108KPPB3,Static Load Rating:4460 lbf 19800 N|Dynamic Load Rating:4600 lbf 20500 N
5069660,2MM210WI,C0 - Static Radial Rating:31700 N 7130 lbf|Ce - Dynamic Radial Rating:47400 N 10700 lbf
5069681,3MM9111WI,C0 - Static Radial Rating:27200 N 6110 lbf|Ce - Dynamic Radial Rating:35900 N 8080 lbf
5069673,2MM9111WI,C0 - Static Radial Rating:28600 N 6420 lbf|Ce - Dynamic Radial Rating:37800 N 8500 lbf
5069699,MM9306K,Ce - Dynamic Radial Rating:8050 N 1810 lbf|C0 - Static Radial Rating:5020 N 1130 lbf
5069732,2MM307WI,C0 - Static Radial Rating:25600 N 5770 lbf|Ce - Dynamic Radial Rating:46200 N 10400 lbf
5069738,2MM308WI,C0 - Static Radial Rating:35000 N 7800 lbf|Ce - Dynamic Radial Rating:59700 N 13400 lbf
5069737,MM308K,Ce - Dynamic Radial Rating:45000 N 10100 lbf|C0 - Static Radial Rating:22800 N 5120 lbf
5069653,2MM9105WI,C0 - Static Radial Rating:7400 N 1660 lbf|Ce - Dynamic Radial Rating:12900 N 2910 lbf
5069597,G1108KLLB,Static Load Rating:4000 lbf 17600 N|Dynamic Load Rating:8130 lbf 36200 N
5069742,2MM309WI,C0 - Static Radial Rating:38700 N 8650 lbf|Ce - Dynamic Radial Rating:66500 N 15000 lbf
5070823,23084YMBW25W507C08C3,C0 - Static Radial Rating:6360000 N 1430000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3450000 N 774000 lbf
5069776,215W,Ce - Dynamic Radial Rating:99000 N 22400 lbf|C0 - Static Radial Rating:75500 N 17000 lbf
5069744,MM310K,Ce - Dynamic Radial Rating:68600 N 15400 lbf|C0 - Static Radial Rating:37900 N 8510 lbf
5069790,5413,C0 - Static Radial Rating:226900 N 51000 lbf|Ce - Dynamic Radial Rating:260200 N 58500 lbf
5069741,MM309K,Ce - Dynamic Radial Rating:58500 N 13200 lbf|C0 - Static Radial Rating:31700 N 7120 lbf
5070935,23184KYMBW507C08C3,C0 - Static Radial Rating:9640000 N 2170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5720000 N 1290000 lbf
5070937,23184KYMBW906AC3,C0 - Static Radial Rating:9640000 N 2170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5720000 N 1290000 lbf
5070907,239/750YMBW509C08C3,C0 - Static Radial Rating:13400000 N 3000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6010000 N 1350000 lbf
5070938,231/530YMBW33W45,C0 - Static Radial Rating:15100000 N 3400000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):8530000 N 1920000 lbf
5070906,239/750YMBW509C08,C0 - Static Radial Rating:13400000 N 3000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6010000 N 1350000 lbf
5070936,23184KYMBW25W507C08C2,C0 - Static Radial Rating:9640000 N 2170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5720000 N 1290000 lbf
5070909,24096YMBW33W45C3,C0 - Static Radial Rating:10900000 N 2450000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5450000 N 1230000 lbf
5070901,23292KYMBW906AC3,C0 - Static Radial Rating:14000000 N 3150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):8680000 N 1950000 lbf
5069567,GYAE30RRB,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5070904,23992YMBW507C08C3,C0 - Static Radial Rating:5100000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2520000 N 567000 lbf
5069602,GYM1115KRRB,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48100 N
5071064,VCJ1 7/16,Static Load Rating:3400 lbf 15100 N|Dynamic Load Rating:28500 lbf 6400 N
5071069,TCJ1 3/4,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:15800 lbf 3550 N
5071127,GRA103RRB2,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5071092,304K,Ce - Dynamic Radial Rating:17900 N 4050 lbf|C0 - Static Radial Rating:7800 N 1760 lbf
5071059,TCJ1 7/16,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:15800 lbf 3550 N
5071073,VCJ1 3/4,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:36300 lbf 8160 N
5071076,RCJ2 3/8,Static Load Rating:8000 lbf 35600 N|Dynamic Load Rating:58800 lbf 13200 N
5071138,G1008KRRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2400 lbf 10700 N
5071135,RAE40RRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5071122,GRAE20RRB,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5071168,1200KRRB,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48000 N
5071136,GN110KRRB,Static Load Rating:6700 lbf 30000 N|Dynamic Load Rating:13200 lbf 58500 N
5071129,GRA103RR2,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5071169,G1200KPPB4,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48100 N
5071240,2MM9106WI,C0 - Static Radial Rating:10300 N 2310 lbf|Ce - Dynamic Radial Rating:16800 N 3770 lbf
5071132,GRAE40RRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5071171,G1200KRRB,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48000 N
5071288,2MM313WI,C0 - Static Radial Rating:80500 N 18000 lbf|Ce - Dynamic Radial Rating:124000 N 28000 lbf
5071281,2MM311WI,C0 - Static Radial Rating:54600 N 12200 lbf|Ce - Dynamic Radial Rating:90200 N 20300 lbf
5071260,2MM9113WI,C0 - Static Radial Rating:32600 N 7330 lbf|Ce - Dynamic Radial Rating:39800 N 8950 lbf
5071276,2MM310WI,C0 - Static Radial Rating:46200 N 10400 lbf|Ce - Dynamic Radial Rating:77900 N 17500 lbf
5071280,MM311K,Ce - Dynamic Radial Rating:79300 N 17800 lbf|C0 - Static Radial Rating:44600 N 10000 lbf
5071287,MM313K,Ce - Dynamic Radial Rating:102700 N 23100 lbf|C0 - Static Radial Rating:59700 N 13400 lbf
5071346,218K,Ce - Dynamic Radial Rating:109000 N 24500 lbf|C0 - Static Radial Rating:71100 N 16000 lbf
5071283,MM312K,Ce - Dynamic Radial Rating:90700 N 20400 lbf|C0 - Static Radial Rating:51800 N 11700 lbf
5071341,217K,Ce - Dynamic Radial Rating:95900 N 21600 lbf|C0 - Static Radial Rating:62200 N 14000 lbf
5071335,7214WN,C0 - Static Radial Rating:57300 N 12900 lbf|Ce - Dynamic Radial Rating:78000 N 17600 lbf
5071333,7213WN,C0 - Static Radial Rating:52400 N 11800 lbf|Ce - Dynamic Radial Rating:72400 N 16300 lbf
5071343,217W,Ce - Dynamic Radial Rating:129000 N 29000 lbf|C0 - Static Radial Rating:96000 N 22400 lbf
5071337,216W,Ce - Dynamic Radial Rating:114000 N 26000 lbf|C0 - Static Radial Rating:90600 N 20400 lbf
5071347,218W,Ce - Dynamic Radial Rating:149000 N 33500 lbf|C0 - Static Radial Rating:96500 N 25500 lbf
5071603,294/670EM,Static Load Rating:71970 kN 16179000 lbf|Dynamic Load Rating:17030 kN 3829000 lbf|Thermal Speed Rating:230 rpm
5072453,1987,C90 - Dynamic Radial Rating (90 million revolutions):2820 lbf 12500 N|C1 - Dynamic Radial Rating (1 million revolutions):10900 lbf 48400 N|C0 - Static Radial Rating:11300 lbf 50200 N|C:1590 lbf 7080 N
5071822,239/710YMBW906A,C0 - Static Radial Rating:12400000 N 2780000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5570000 N 1250000 lbf
5072896,232/500YMBW33W45AC3,C0 - Static Radial Rating:17900000 N 4010000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):10900000 N 2460000 lbf
5071140,GY1008KRRB,Static Load Rating:1000 lbf 4400 N|Dynamic Load Rating:2360 lbf 10600 N
5072305,99575,C90 - Dynamic Radial Rating (90 million revolutions):38500 lbf 171000 N|C1 - Dynamic Radial Rating (1 million revolutions):258000 lbf 1150000 N|C0 - Static Radial Rating:231000 lbf 1030000 N|C:26800 lbf 119000 N
5072452,1986,C90 - Dynamic Radial Rating (90 million revolutions):2820 lbf 12500 N|C1 - Dynamic Radial Rating (1 million revolutions):10900 lbf 48400 N|C0 - Static Radial Rating:11300 lbf 50200 N|C:1590 lbf 7080 N
5072957,230/530KYMBW507C08,C0 - Static Radial Rating:9720000 N 2190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5150000 N 1160000 lbf
5071133,GYAE40RRB,Static Load Rating:4000 lbf 17600 N|Dynamic Load Rating:8150 lbf 36000 N
5072958,230/530KYMBW507C08C3,C0 - Static Radial Rating:9720000 N 2190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5150000 N 1160000 lbf
5072965,23176YMBW507C08C3,C0 - Static Radial Rating:7580000 N 1700000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4490000 N 1010000 lbf
5071123,GYAE20RRB,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5072960,230/530KYMBW906AC3,C0 - Static Radial Rating:9720000 N 2190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5150000 N 1160000 lbf
5073101,305K,Ce - Dynamic Radial Rating:26600 N 6000 lbf|C0 - Static Radial Rating:12200 N 2750 lbf
5071137,GYA110RRB,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8150 lbf 36000 N
5072959,230/530KYMBW906A,C0 - Static Radial Rating:9720000 N 2190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5150000 N 1160000 lbf
5073025,220RU92BB1112R3,C0 - Static Radial Rating:3230000 N 726000 lbf|C - Dynamic Radial Rating:2010000 N 452000 lbf
5073111,S8K,C0 - Static Radial Rating:1130 lbf 5030 N|Ce - Dynamic Radial Rating:2340 lbf 10400 N
5073200,RAE20RRB,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5073221,G1010KRRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2400 lbf 10700 N
5073189,G1109KRRB,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8130 lbf 36000 N
5073215,RA111RRB,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:8160 lbf 36300 N
5073213,GRA111RRB,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:8160 lbf 36300 N
5071163,GYM1108KRRB,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8150 lbf 36300 N
5073300,2MM9114WI,C0 - Static Radial Rating:40700 N 9150 lbf|Ce - Dynamic Radial Rating:50300 N 11300 lbf
5073211,GN111KLLB,Static Load Rating:6700 lbf 30000 N|Dynamic Load Rating:13200 lbf 58500 N
5073210,RA110RRB,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:8160 lbf 36300 N
5073219,1010KRRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2400 lbf 10700 N
5073198,GRA008RRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2360 lbf 10600 N
5073202,GRA014RRB,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5073327,2MM9103WI,C0 - Static Radial Rating:3400 N 770 lbf|Ce - Dynamic Radial Rating:6800 N 1530 lbf
5073285,2MM211WI,C0 - Static Radial Rating:40000 N 9000 lbf|Ce - Dynamic Radial Rating:58700 N 13200 lbf
5073322,MM314K,Ce - Dynamic Radial Rating:115500 N 26000 lbf|C0 - Static Radial Rating:68000 N 15300 lbf
5073366,7217WN,C0 - Static Radial Rating:76500 N 18300 lbf|Ce - Dynamic Radial Rating:106000 N 23600 lbf
5073376,219W,Ce - Dynamic Radial Rating:169000 N 38000 lbf|C0 - Static Radial Rating:112000 N 29000 lbf
5073522,LCJO1 1/2,Static Load Rating:5500 lbf 24500 N|Dynamic Load Rating:49000 lbf 11000 N
5073369,7219WN MBR,C0 - Static Radial Rating:93000 N 22800 lbf|Ce - Dynamic Radial Rating:133000 N 30000 lbf
5073362,7215WN,C0 - Static Radial Rating:58000 N 13200 lbf|Ce - Dynamic Radial Rating:78000 N 17600 lbf
5073324,2MM9101WI,C0 - Static Radial Rating:2920 N 650 lbf|Ce - Dynamic Radial Rating:6400 N 1430 lbf
5074797,3199,C90 - Dynamic Radial Rating (90 million revolutions):5520 lbf 24600 N|C1 - Dynamic Radial Rating (1 million revolutions):21300 lbf 94800 N|C0 - Static Radial Rating:22800 lbf 102000 N|C:3140 lbf 14000 N
5075671,230/850YMBW896AC2,C0 - Static Radial Rating:23000000 N 5180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):11100000 N 2500000 lbf
5075134,3774,C90 - Dynamic Radial Rating (90 million revolutions):7120 lbf 31700 N|C1 - Dynamic Radial Rating (1 million revolutions):47800 lbf 213000 N|C0 - Static Radial Rating:34300 lbf 153000 N|C:4120 lbf 18300 N
5074882,3476,C90 - Dynamic Radial Rating (90 million revolutions):6100 lbf 27100 N|C1 - Dynamic Radial Rating (1 million revolutions):41000 lbf 182000 N|C0 - Static Radial Rating:26800 lbf 119000 N|C:3820 lbf 17000 N
5075960,230/630KYMBW507C08,C0 - Static Radial Rating:13400000 N 3010000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6940000 N 1560000 lbf
5075973,239/750KYMBW906AC3,C0 - Static Radial Rating:13400000 N 3000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6010000 N 1350000 lbf
5075969,23268KYMBW906AC3,C0 - Static Radial Rating:8200000 N 1840000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5160000 N 1160000 lbf
5075963,23188KYMBW507C08C3,C0 - Static Radial Rating:10300000 N 2310000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5970000 N 1340000 lbf
5075135,3783,C90 - Dynamic Radial Rating (90 million revolutions):7120 lbf 31700 N|C1 - Dynamic Radial Rating (1 million revolutions):47800 lbf 213000 N|C0 - Static Radial Rating:34300 lbf 153000 N|C:4120 lbf 18300 N
5075967,23268KYMBW507C08C3,C0 - Static Radial Rating:8200000 N 1840000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5160000 N 1160000 lbf
5076130,308K,Ce - Dynamic Radial Rating:50600 N 11400 lbf|C0 - Static Radial Rating:25900 N 5850 lbf
5073183,GY1103KRRB3,Static Load Rating:2500 lbf 11000 N|Dynamic Load Rating:4800 lbf 21600 N
5075972,239/750KYMBW906A,C0 - Static Radial Rating:13400000 N 3000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6010000 N 1350000 lbf
5073214,GYA111RRB,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8150 lbf 36000 N
5076200,YA008RRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2360 lbf 10600 N
5076201,RA014RRB,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5076175,RCJ1 7/8,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:39200 lbf 8800 N
5076203,RA103RR2,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5073199,GYA008RRB,Static Load Rating:1060 lbf 4700 N|Dynamic Load Rating:2360 lbf 10600 N
5073204,GYA014RRB,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5076206,RA103RRB2,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
