id,catalog_number,basic_load_ratings
5119821,23064KEJW507C08C2,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5119816,22248EJW33W45AC2,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5119783,22312EMW833C3,C0 - Static Radial Rating:307000 N 69000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):306000 N 68800 lbf
5119822,23064KEJW507C08C3,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5119828,23256KEJW507C08C3,C0 - Static Radial Rating:5250000 N 1180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3680000 N 828000 lbf
5119765,29322EJ,Static Load Rating:1660 kN 372000 lbf|Dynamic Load Rating:604 kN 136000 lbf|Thermal Speed Rating:1800 rpm
5119818,22248EJW33W45AC4,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5119817,22248EJW33W45AC3,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5119850,22344EJW33W45AC6,C0 - Static Radial Rating:3240000 N 729000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2740000 N 615000 lbf
5119845,29320EJ,Static Load Rating:1240 kN 278000 lbf|Dynamic Load Rating:462 kN 104000 lbf|Thermal Speed Rating:2000 rpm
5119846,29460EJ,Static Load Rating:15000 kN 3370000 lbf|Dynamic Load Rating:4990 kN 1120000 lbf|Thermal Speed Rating:600 rpm
5119854,21319EJW33C3,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5119851,24140EMBW841,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2030000 N 456000 lbf
5119819,22209EJW33C5,C0 - Static Radial Rating:108000 N 24200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):109000 N 24500 lbf
5119858,23064EJW509C08C3,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5119842,23064EJW25W507C08C3,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5119866,23144KEJW40IW534C4,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5119868,23260EJW507C08C2,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119862,22248KEJW33W45AC3,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5119861,22248KEJW33W45AC2,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5119870,23260EJW507C08C4,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119875,23140EJW33C2,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5119872,23256EJW507C08C3,C0 - Static Radial Rating:5250000 N 1180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3680000 N 828000 lbf
5119884,23138EJW507C08C4,C0 - Static Radial Rating:2340000 N 525000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1630000 N 365000 lbf
5119883,23138EJW507C08C2,C0 - Static Radial Rating:2340000 N 525000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1630000 N 365000 lbf
5119881,23130EJW33C2,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5119856,21319EJW33C4,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5119859,22344EJW33W45AC3,C0 - Static Radial Rating:3240000 N 729000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2740000 N 615000 lbf
5119878,23260EJW525C08,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119882,23130EJW33C4,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5119876,23140EJW33C4,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5119855,21319EJW33C2,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5119889,23264EJW507C08C2,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119892,23260KEJW906AC3,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119869,23260EJW507C08C3,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119891,23264EJW507C08C4,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119874,23252EMBW507C08C2SLC,C0 - Static Radial Rating:4850000 N 1090000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3510000 N 790000 lbf
5119890,23264EJW507C08C3,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119899,29324EJ,Static Load Rating:2070 kN 466000 lbf|Dynamic Load Rating:768 kN 173000 lbf|Thermal Speed Rating:1700 rpm
5119879,29432EJ,Static Load Rating:5340 kN 1200000 lbf|Dynamic Load Rating:2100 kN 472000 lbf|Thermal Speed Rating:1200 rpm
5119886,23260KEJW507C08C4,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119905,23044EJW33C2,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5119903,23264KEJW507C08C3,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119906,23044EJW33C4,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5119912,23264EJW525C08,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119894,23260KEJW906AC4,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5119895,23240EMBW33SLE,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5119902,23264KEJW906AC3,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119911,23076EJW507C08C4,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119918,23052EJW33C4,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5119910,23076EJW507C08C3,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119909,23076EJW507C08C2,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119916,23034EJW33C2,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5119926,23034EJW33C4,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5119917,23052EJW33C2,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5119922,22336EJW33C2,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5119936,23172EJW507C08C3,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119929,23076KEJW507C08C4,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119938,23076EJW509C08,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119921,22336EJW33C4,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5119914,23264EJW45C,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119933,23076KEJW906AC4,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119935,23172EJW507C08C2,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119928,23076KEJW507C08C3,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5119904,23264KEJW906AC4,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5119947,23068EJW507C08C3,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119946,23068EJW507C08C2,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119937,23172EJW507C08C4,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119958,23172EJW33W45AC3,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119956,241/500KYMBW507C08C3,C0 - Static Radial Rating:17600000 N 3950000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):9660000 N 2170000 lbf
5119943,22336KEMBW33W59C7,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5119967,23068KEJW507C08C3,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119948,23068EJW507C08C4,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119973,23172KEJW507C08C3,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119968,23068KEJW507C08C4,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119974,23172KEJW33W45A,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119976,22240KEJW33C2,C0 - Static Radial Rating:2010000 N 452000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1580000 N 356000 lbf
5119982,22238KEJW33C4,C0 - Static Radial Rating:1960000 N 440000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1550000 N 348000 lbf
5119969,23068KEJW507C08C6,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119984,23068EJW25W507C08C3,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5119986,23172EJW509C08C3,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119950,23064EMBW525C08,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5119987,23172EJW509C08C2,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119998,23964KEMBW33C3,C0 - Static Radial Rating:2780000 N 625000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1600000 N 359000 lbf
5119977,22240KEJW33C3,C0 - Static Radial Rating:2010000 N 452000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1580000 N 356000 lbf
5119972,23172KEJW507C08C2,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119989,23172KEJW906AC3,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5119980,22238KEJW33C2,C0 - Static Radial Rating:1960000 N 440000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1550000 N 348000 lbf
5119997,22244KEJW507C08C4,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5119995,22244KEJW507C08C2,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5120001,24152EJW33W45AC3,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120002,24152EJW33W45AC4,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120004,23040EJW33C2,C0 - Static Radial Rating:1760000 N 395000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1230000 N 276000 lbf
5120000,24152EJW33W45AC2,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5119981,22238KEJW33C3,C0 - Static Radial Rating:1960000 N 440000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1550000 N 348000 lbf
5119990,23068EJW25W509C08,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5120020,23168KEJW507C08C4,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120005,23040EJW33C4,C0 - Static Radial Rating:1760000 N 395000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1230000 N 276000 lbf
5120021,23168KEJW507C08C2,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120019,23168KEJW507C08C3,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5119978,22240KEJW33C4,C0 - Static Radial Rating:2010000 N 452000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1580000 N 356000 lbf
5120015,23168EJW507C08C3,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120016,23168EJW507C08C4,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120013,23080EJW507C08C3,C0 - Static Radial Rating:5980000 N 1340000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3630000 N 815000 lbf
5120024,23072EJW507C08C3,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120010,23260KEJW507C08C3,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5120026,24056EJW33C2,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120022,23168EJW507C08C2,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120040,23238EJW33C3,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120003,24152EJW33W45AC5,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120038,23224EJW33C4,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5119996,22244KEJW507C08C3,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5120037,23224EJW33C2,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5120042,23238EJW33C4,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120046,23240EJW33C4,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120027,24056EJW33C3,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120041,23238EJW33C2,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120051,24056KEJW33C3,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120044,23240EJW33C3,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120052,23232EJW33C3,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120045,23240EJW33C2,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120036,24056EJW33C4,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120060,23080EJW509C08C3,C0 - Static Radial Rating:5980000 N 1340000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3630000 N 815000 lbf
5120056,23080KEJW507C08C3,C0 - Static Radial Rating:5980000 N 1340000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3630000 N 815000 lbf
5120068,23072KEJW507C08C3,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120069,23072KEJW507C08C4,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120072,23072KEJW906AC3,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120078,23264KEJW507C08C4,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5120077,24056KEJW33C4,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120064,24060EJW33W45AC4,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120071,23072KEJW906AC2,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120054,23072EJW507C08C4,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120076,24056KEJW33C2,C0 - Static Radial Rating:4090000 N 921000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2420000 N 544000 lbf
5120058,23080KEJW906AC3,C0 - Static Radial Rating:5980000 N 1340000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3630000 N 815000 lbf
5120082,23076KEJW507C08C2,C0 - Static Radial Rating:5110000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 690000 lbf
5120067,23072KEJW507C08C2,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120079,23264KEJW507C08C2,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5120063,24060EJW33W45AC3,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120074,23072EJW509C08C3,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120083,22248KEJW33W45AC4,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5120081,23172KEJW507C08C4,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5120080,23260KEJW507C08C2,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5120084,23068KEJW507C08C2,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5120075,23072EJW509C08C4,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120053,23072EJW507C08C2,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5120086,23232EJW33C2,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120062,24060EJW33W45AC2,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120090,24152KEJW33W45AC6,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120088,24152KEJW33W45AC3,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120094,22338EJW33C3,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120091,23232EJW33C4,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120095,22338EJW33C4,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120101,24072EJW33W45AC4,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120089,24152KEJW33W45AC4,C0 - Static Radial Rating:4800000 N 1080000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3160000 N 710000 lbf
5120093,22338EJW33C2,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120097,22334EJW33C4,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120111,23048KEJW33C4,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120114,23134EJW33C4,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120096,22334EJW33C2,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120115,23228EJW33C2,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5120108,24068EJW33W45AC2,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120116,23228EJW33C4,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5120098,24072EJW33W45AC2,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120118,23048KEJW33C2,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120113,23134EJW33C2,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120128,24064EJW33W45AC3,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120119,23048KEJW33C3,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120100,24072EJW33W45AC3,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120120,22232EJW33C4,C0 - Static Radial Rating:1370000 N 309000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1120000 N 253000 lbf
5120109,24068EJW33W45AC3,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120131,23128EJW33C4,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5120125,23032EJW33C4,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5120130,23128EJW33C2,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5120122,22240EJW33C2,C0 - Static Radial Rating:2010000 N 452000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1580000 N 356000 lbf
5120127,24064EJW33W45AC2,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120135,24044EJW33C4,C0 - Static Radial Rating:2720000 N 612000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 388000 lbf
