id;catalog_number;attr
817827;B402210;nan
817835;B402400;nan
817839;B402507;nan
817843;B402700;nan
817855;B601080;nan
817875;B602111;nan
817879;B602200;nan
817883;B602207;nan
817887;B602215;nan
817891;B602308;nan
817895;B602507;nan
817899;B602707;nan
817903;B801018;nan
817919;B802012;nan
817923;B802104;nan
817927;B802200;nan
817931;B802315;nan
817935;B902012;nan
817947;DPC2040L120.00;nan
817959;GB3001-5G120.00;nan
817975;H1651;nan
817979;H1753;nan
817983;H1952;nan
817995;H3001;nan
817999;H3203;nan
818003;NC1000L120.00;nan
818007;NC1004L120.00;nan
818011;NC1025L120.00;nan
818015;NC1060L120.00;nan
818019;NC2000L120.00;nan
818023;NC2006L120.00;nan
818027;NC2050L120.00;nan
818055;T121300;nan
818067;T122607;nan
818075;T151075;nan
818079;T151110;nan
818091;T301018;nan
818099;T301042;nan
818103;T301080;nan
818111;T301180;nan
818123;T302111;nan
818135;T302315;nan
818163;T402214;nan
818167;T402315;nan
818195;T601240;nan
818215;T8009;nan
818223;T8048;nan
818227;T8065;nan
818235;T8120;nan
818239;T82106;nan
818255;T82308;nan
818259;T901006;nan
818263;T901014;nan
818279;T902014;nan
668060;0418053;"""Color""=>""Red"", ""Material""=>""Composite Polyester/Polyurethane"", ""Top Width""=>""17 mm, 5/8\"""", ""Compliancy""=>""REACH, RoHS"", ""Profile Size""=>""B/17/5L"", ""Profile shape""=>""Vee"", ""Minimum Pulley Diameter""=>""125 mm, 5\"""", ""Maximum Ride Height Above Rim""=>""0.22\"" (5.6mm)"", ""Minimum Ride Height Above Rim""=>""0.14\"" (3.4mm)"""
668064;0419110;nan
668068;0419120;nan
668072;0418073;nan
668076;04093030;nan
155093;5260535;nan
155101;5299009;nan
155105;0202002;nan
155109;0202006;nan
155118;0405081;nan
155134;0408270;nan
155138;0418010;nan
155142;4051040;nan
155146;4081040;nan
817534;04100102;nan
817538;040860010;nan
817542;493030030M;nan
817550;493150030M;nan
817563;L02B20;nan
817571;L04BY40CSG;nan
817575;L04OP8015M;nan
817588;0408605;nan
817592;0499002;nan
817596;4940036;nan
817600;5700152;nan
817604;5700361;nan
817620;5700611;nan
817624;0418010SL;nan
817628;5700161K;nan
817632;B0441;nan
817636;B0623;nan
817644;B0903;nan
817648;B121025;nan
817652;B121045;nan
817656;B121065;nan
817664;B121140;nan
817668;B121220;nan
817676;B122110;nan
817688;B122210;nan
817700;B122407;nan
817704;B122504;nan
817708;B122615;nan
817720;B151170;nan
817736;B1751;nan
817740;B2401;nan
817744;B301030;nan
817752;B301090;nan
817776;B401020;nan
817780;B401030;nan
817784;B401040;nan
817788;B401055;nan
817796;B401100;nan
817804;B401190;nan
817808;B401260;nan
817812;B402102;nan
817832;B402306;nan
817836;B402407;nan
817840;B402600;nan
817848;B601035;nan
817852;B601055;nan
817856;B601090;nan
817872;B602107;nan
817876;B602112;nan
817888;B602300;nan
817904;B801019;nan
817908;B801025;nan
817916;B802006;nan
817932;B802400;nan
817940;DPA2060L120.00;nan
817964;H0363;nan
817968;H0951;nan
817972;H1402;nan
817976;H1652;nan
817984;H1953;nan
817992;H2801;nan
817996;H3002;nan
818004;NC1001L120.00;nan
818016;NC1080L120.00;nan
818020;NC2001L120.00;nan
818024;NC2025L120.00;nan
818032;NC3580L120.00;nan
818040;RT4902;nan
818048;T121085;nan
818052;T121190;nan
818060;T122310;nan
818064;T122412;nan
818076;T151080;nan
818088;T152600;nan
818092;T301019;nan
818096;T301028;nan
818100;T301055;nan
818148;T401022;nan
818168;T402403;nan
818172;T402708;nan
818176;T601014;nan
818220;T8035;nan
818228;T8070;nan
818248;T82212;nan
818260;T901008;nan
818264;T901015;nan
818268;T901022;nan
818276;T902005;nan
818280;T902102;nan
625034;4912092;nan
668049;0409300;nan
668061;0312050;nan
668065;04191050;nan
668069;04092030;nan
668073;0411100;nan
1435808;4905012;nan
1435816;4905405;nan
1435820;5299004;nan
1435832;6410100;nan
1435880;4940114;nan
1435892;6410019;nan
1435896;6410044;nan
1435956;4905404;nan
1436004;6202300UP;nan
1436008;6202800UP;nan
1436016;6202825UP;nan
1436024;6202880UP;nan
1436032;4927002;nan
1436040;4927010;nan
1436064;6202870UP;nan
1436080;6202568UP;nan
1436084;6202582UP;nan
1436088;6202596UP;nan
1436092;6202930UP;nan
1436096;4941108;nan
1436100;B171200;nan
1436108;B171400;nan
1436116;B171560;nan
1436128;L04BL855M;nan
1436148;L04C854;nan
1436156;L04G89Z;nan
1436168;L04I85BRSG;nan
1436188;L04OG85AXH;nan
1436192;L04R9012M;nan
1436208;L04OG8513M;nan
1436232;L04G8912MRS;nan
1436236;L04G89BC;nan
1436244;T402106;nan
1435825;6410144;nan
1435829;6410125;nan
1435849;TTQM1223;nan
1435857;TTQM2235;nan
1435861;TTQM3045;nan
1435869;TTQM0820;nan
1435889;408401;nan
1435925;L04G8920R;nan
1435933;L04OG8564;nan
1435945;L04R8504;nan
1435957;4905406;nan
1435965;4940127;nan
1435969;4999028;nan
1435981;L04G8912MS;nan
1436009;6202803UP;nan
1436013;6202811UP;nan
1436017;6202830UP;nan
1436029;L02A20N;nan
1436033;4927003;nan
1436041;4928001;nan
1436049;4928009;nan
1436057;6202380UP;nan
1436069;4941103;nan
1436089;6202900UP;nan
1436101;B171220;nan
1436113;B171500;nan
1436125;L04BE95C;nan
1436153;L04G89AX;nan
1436157;L04G89AR;nan
1436169;L04I85CRSG;nan
1436193;L04R9005M;nan
1436197;L04C856M;nan
1436201;L04G89CR;nan
1436205;L04C855M;nan
1436245;L04OG852M;nan
1436249;L04OG856M;nan
153778;63SF0162;nan
153826;CB0001;nan
153834;CB0016;nan
154386;F2B6280;nan
154390;F4B6280;nan
154423;RA2701;nan
154431;RA4501;nan
154439;RX0219;nan
154459;CS5002;nan
154467;6202109;nan
154471;6202115;nan
154475;6202160;nan
154483;6202320;nan
154487;6202400;nan
154495;6202560;nan
154519;6202700;nan
154543;6202870;nan
154559;6990115;nan
154563;6990320;nan
154711;LT2001;nan
154715;LT3002-H;nan
154779;RT1003;nan
154787;RT4000;nan
154803;5700228;nan
154863;1032004;nan
154867;1032012;nan
154875;1032033;nan
154879;1032041;nan
154883;1032054;nan
154887;1032121;nan
154891;1032136;nan
154899;1032163;nan
154915;4905308;nan
154931;4908009;nan
154987;4934024;nan
155032;4940052;nan
155040;4940060;nan
155048;4940068;nan
155072;5050015;nan
155117;0405070;"""Color""=>""Red"", ""Material""=>""Composite Polyester/Polyurethane"", ""Top Width""=>""22mm, 7/8\"""", ""Compliancy""=>""RoHS"", ""Profile size""=>""C/22"", ""Profile shape""=>""Vee"", ""Minimum Pulley Diamete""=>""229mm, 9.00\"""", ""Maximum Ride Height Above Rim""=>""0.20\"" (5.1mm)"", ""Minimum Ride Height Above Rim""=>""0.07\"" (1.8mm)"""
155129;0408081;nan
155145;4051070;nan
817541;493020030M;nan
817553;L01A20;nan
817582;L04R90BSG;nan
817627;5700160K;nan
817655;B121060;nan
817683;B122204;nan
817759;B302104;nan
817815;B402108;nan
817823;B402203;nan
817847;B601030;nan
817867;B602100;nan
817871;B602106;nan
817967;H0553;nan
817971;H1253;nan
818039;RT4900;nan
818047;T121075;nan
818267;T901020;nan
641713;4912096;nan
668048;0409200;nan
668052;0410030;nan
668056;0418023;"""Color""=>""Red"", ""Material""=>""Composite Polyester/Polyurethane"", ""Top Width""=>""10mm"", ""Compliancy""=>""RoHS"", ""Profile size""=>""Z/10"", ""Profile Shape""=>""Vee"", ""Minimum Pulley Diameter""=>""45mm"", ""Maximum Ride Height Above Rim""=>""0.20\"" (5.2mm)"", ""Minimum Ride Height Above Rim""=>""0.14\"" (3.6mm)"""
153815;63SK0200;nan
154420;RA2002;nan
154440;V2B6280;nan
154448;VA3600;nan
154452;VA5001;nan
154460;CS5005;nan
154464;6202103;nan
154472;6202119;nan
154524;6202760;nan
154556;6990105;nan
154608;CT3203;nan
154700;GS1050-0G120.00;nan
154788;RT4011;nan
154840;5850200;nan
154864;1032006;nan
154868;1032016;nan
154872;1032030;nan
154876;1032038;nan
154880;1032046;nan
154884;1032062;nan
154888;1032126;nan
154892;1032142;nan
154896;1032151;nan
154908;4899006;nan
154912;4905305;nan
154916;4905310;nan
154932;4908012;nan
154960;4912069;nan
154980;4934012;nan
155033;4940053;nan
155041;4940061;nan
155065;5050007;nan
155069;5050011;nan
155073;5050016;nan
155113;0405010;"""Color""=>""Red"", ""Material""=>""Composite Polyester/Polyurethane"", ""Top Width""=>""3/8\"""", ""Compliancy""=>""RoHS"", ""Profile size""=>""3L"", ""Profile shape""=>""Vee"", ""Minimum Pulley Diameter""=>""2.00\"""", ""Maximum Ride Height Above Rim""=>""0.17\"" (4.2mm)"", ""Minimum Ride Height Above Rim""=>""0.12\"" (3.0mm)"""
155122;0405250;nan
155126;0408030;nan
155130;0408082;nan
155150;0410100-25;nan
1435828;6410113;nan
1435848;TTQM1123;nan
1435852;TTQM1626;nan
1435856;TTQM2035;nan
1435864;TTQM0316;nan
1435868;TTQM0720;nan
1436000;6202160UP;nan
1436012;6202808UP;nan
817546;493070030M;nan
817554;L01A5;nan
817558;L01C5;nan
817608;5700539;nan
817660;B121100;nan
817680;B122200;nan
817684;B122206;nan
817692;B122300;nan
817912;B801040;nan
817924;B802107;nan
817936;B902100;nan
818000;L04CON10S;nan
818180;T601020;nan
818224;T8050;nan
668053;0410050;nan
668057;0418033;"""Color""=>""Red"", ""Materia""=>""Composite Polyester/Polyurethane"", ""Top Width""=>""1/2\"", 13mm"", ""Compliancy""=>""REACH, RoHS"", ""Profile size""=>""A/13/4L"", ""Profile shape""=>""Vee"", ""Minimum Pulley Diameter""=>""3.00\"", 80mm"", ""Maximum Ride Height Above Rim""=>""0.16\"" (4.0mm)"", ""Minimum Ride Height Above Rim""=>""0.08\"" (2.1mm)"""
1436056;6202360UP;nan
1436248;L04OG854;nan
1435853;TTQM1732;nan
1435865;TTQM0416;nan
1435897;6410050;nan
1436025;6202885UP;nan
1436065;6202865UP;nan
