id,catalog_number,attributes
773952,7800OLS,"Part Number:7800 OLS|Series:7000 |Weight (lbs):41|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:IN, CA|UPC:699567002550"
2208312,DP5635 OHP,"Part Number:DP5635 OHP|Series:DP5000 |Weight (lbs):43|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):35|Pressure (psi):4800|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567007241"
2208380,E9400 OMPBW,"Part Number:E9400 OMP|Series:9000 |Weight (lbs):120 |Hose I.D. (in):1""|Hose O.D. (in):1.480 |Hose Length (ft):50|Pressure (psi):3250|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567012252"
2208316,DP5800 OMP,"Part Number:DP5800 OMP|Series:DP5000 |Weight (lbs):40|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):35|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007289"
773948,83000OLS,"Part Number:83000 OLS |Series:80000|Weight (lbs):81|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567002635"
773541,A5835OLBSW23,"Part Number:A5835 OLBSW23 |Series:5000 |Weight (lbs):28|Hose I.D. (in):1/2""|Hose O.D. (in):.781|Hose Length (ft):35|Pressure (psi):150|Hose End (in):3/4 NH(F)|Inlet (in):1/2 NPT(M)|Reel Outlet (in): |Hose Included:Yes|Max Temperature (F):86|Warehouse: |UPC:699567005261"
2208009,SD14050 OLP,"Part Number:SD14050 OLP |Series:SD |Weight (lbs):125 |Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):50|Pressure (psi):250|Hose End (in):3/4 NPT(M)|Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567008552"
2208013,UR7925 OLB,"Part Number:UR7925 OLB|Series:7000|Weight (lbs):53 |Hose I.D. (in):3/4""|Hose O.D. (in):1.13 |Hose Length (ft):25|Pressure (psi):300|Hose End (in):3/4 NPT(M)|Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:CA|UPC:699567012207"
2208049,A5800 EMP,"Part Number:A5800 EMP |Series:5000 |Weight (lbs):32|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):25|Pressure (psi):3250|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001065"
2208005,SD14005 OLP,"Part Number:SD14005 OLP |Series:SD |Weight (lbs):92|Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567008675"
2208025,5400 OMP,"Part Number:5400 OMP|Series:5000 |Weight (lbs):23|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):35|Pressure (psi):3000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567000822"
2207985,CT6050LN,"Part Number:CT6050LN|Series:C|Weight (lbs):13|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):50|Pressure (psi):300|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse:IN|UPC:699567009337"
773968,TB10,Part Number:TB 10|Series:TB|Weight (lbs):9 |Cable Length:8|Min - Max Load:5.0 - 10|Ratchet Lock:No|Max Temperature (F):150 |Warehouse:IN|UPC:699567005391
773988,601032-25,Part Number:601032-25|Hose Type:Twin Welding|Weight (lbs):6.5 |Hose I.D. (in):1/4|Hose O.D. (in): |Hose Length (ft):25|Pressure (psi):200|End Fitting:9/16-18(F) |End Fitting:9/16-18(F) |Max Temperature (F):200 
2208121,TW84000 OLPT,"Part Number:TW84000 OLPT|Series:TW |Weight (lbs):81|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):100|Pressure (psi):200|Hose End (in): |Inlet (in):9/16 - 18(M)|Reel Outlet (in):9/16 - 18(M)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567002444"
2208057,A5805 OMP,"Part Number:A5805 OMP |Series:5005 |Weight (lbs):32|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):35|Pressure (psi):3250|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001140"
2208109,82000 OMP,"Part Number:82000 OMP |Series:80000|Weight (lbs):82|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):75|Pressure (psi):2000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567001720"
2207981,B5835 OMP,"Part Number:B5835 OMP |Series:5005|Weight (lbs):42|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):35|Pressure (psi):3250|Hose End (in):1/2 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567009290"
2208053,5435 OHP,"Part Number:5435 OHP|Series:5005 |Weight (lbs):39|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):35|Pressure (psi):5000|Hose End (in):1/4 NPT(M)|Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001157"
2208129,FD83000 OLP,"Part Number:FD83000 OLP |Series:F80000 |Weight (lbs):82|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):75|Pressure (psi):500|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567003359"
773253,601021-30,Part Number:S601021-30|Hose Type:Air/Water |Weight (lbs):6.3 |Hose I.D. (in):1/2|Hose O.D. (in):0.750 |Hose Length (ft):30|Pressure (psi):300|End Fitting:3/8 NPT(M) |End Fitting:1/2 NPT(M) |Max Temperature (F):150 
2793508,S601026-25,Part Number:S601026-25|Hose Type:Air/Water |Weight (lbs):7.7 |Hose I.D. (in):3/4|Hose O.D. (in):1.075 |Hose Length (ft):25|Pressure (psi):250|End Fitting:3/4 NPT(M) |End Fitting:3/4 NPT(M) |Max Temperature (F):150 
2208105,81075 OHP,"Part Number:81075 OHP |Series:80000|Weight (lbs):111 |Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):75|Pressure (psi):4800|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001744"
773964,TBL10,Part Number:TBL 10|Series:TB|Weight (lbs):9 |Cable Length:8|Min - Max Load:5.0 - 10|Ratchet Lock:Yes|Max Temperature (F):150 |Warehouse:IN|UPC:699567002352
2208093,DP7600 OHP,"Part Number:DP7600 OHP|Series:DP7000 |Weight (lbs):46|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567005971"
2208161,E8850 OLP,"Part Number:E8850 OLP |Series:8000 |Weight (lbs):47|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):300|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:CA|UPC: "
2793500,S601021-30,Part Number:S601021-30|Hose Type:Air/Water |Weight (lbs):6.3 |Hose I.D. (in):1/2|Hose O.D. (in):0.750 |Hose Length (ft):30|Pressure (psi):300|End Fitting:3/8 NPT(M) |End Fitting:1/2 NPT(M) |Max Temperature (F):150 
2208141,FF9500 OLPBW,"Part Number:FF9500 OLP|Series:F9000|Weight (lbs):125 |Hose I.D. (in):1 1/4""|Hose O.D. (in):1.750 |Hose Length (ft):50|Pressure (psi):600|Hose End (in): |Inlet (in):1 1/2 (F)NPT|Reel Outlet (in):1 1/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567001553"
2793504,S601022-50,Part Number:S601022-50|Hose Type:Air/Water |Weight (lbs):10.5|Hose I.D. (in):1/2|Hose O.D. (in):0.750 |Hose Length (ft):50|Pressure (psi):300|End Fitting:1/2 NPT(M) |End Fitting:1/2 NPT(M) |Max Temperature (F):150 
2208145,D8600 OHP,"Part Number:D8600 OHP |Series:8000 |Weight (lbs):44|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001508"
2793492,S601001-50,Part Number:S601001-50|Hose Type:Air/Water |Weight (lbs):5 |Hose I.D. (in):1/4|Hose O.D. (in):0.475 |Hose Length (ft):50|Pressure (psi):300|End Fitting:1/4 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):150 
2793568,S22-260044,Part Number:S22-260044|Hose Type:Grease|Weight (lbs):33|Hose I.D. (in):3/8|Hose O.D. (in):0.730 |Hose Length (ft):100|Pressure (psi):4800|End Fitting:3/8 NPT(M) |End Fitting:3/8 NPT(M) |Max Temperature (F):210 
773309,26-260043,Part Number:S26-260043|Hose Type:Oil |Weight (lbs):13|Hose I.D. (in):3/4|Hose O.D. (in):1.120 |Hose Length (ft):30|Pressure (psi):1250|End Fitting:3/4 NPT(M) |End Fitting:3/4 NPT(M) |Max Temperature (F):210 
773972,TB01,Part Number:TB 01|Series:TB|Weight (lbs):1.0 |Cable Length:6|Min - Max Load:0.0 - 1.5|Ratchet Lock:No|Max Temperature (F):150 |Warehouse:IN|UPC:699567004325
2208193,E9400 OLPBW,"Part Number:E9400 OLP |Series:9000 |Weight (lbs):115 |Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567001881"
2208201,TH86050 OMP,"Part Number:TH86050 OMP |Series:TH80000|Weight (lbs):99|Hose I.D. (in):3/8""|Hose O.D. (in):.710|Hose Length (ft):50|Pressure (psi):2000|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567003526"
2208209,EB37118L12D,"Part Number:EB37118 L12D|Series:37000|Weight (lbs):70|Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):100|Pressure (psi):300|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(M)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567020714"
2208153,D8800 OMP,"Part Number:D8800 OMP |Series:8000 |Weight (lbs):43|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):50|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:IN, CA|UPC:699567001461"
2208197,TH5425 OMP,"Part Number:TH5425 OMP|Series:TH5000|Weight (lbs):34|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):25|Pressure (psi):2000|Hose End (in):1/4 NPT(M)|Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567003472"
2208233,H19000 M,"Part Number:H19000 M|Series:H|Weight (lbs):38|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):90|Pressure (psi):3000|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003762"
2208205,THA7630 OMP,"Part Number:THA7630 OMP |Series:TH7000|Weight (lbs):53|Hose I.D. (in):3/8""|Hose O.D. (in):.660|Hose Length (ft):30|Pressure (psi):2000|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567005698"
2208189,E9300 OMPBW,"Part Number:E9300 OMP |Series:9000 |Weight (lbs):117 |Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):50|Pressure (psi):3000|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001966"
2793556,S9-260044,Part Number:S9-260044|Hose Type:Grease|Weight (lbs):12.7|Hose I.D. (in):1/4|Hose O.D. (in):0.580 |Hose Length (ft):50|Pressure (psi):5000|End Fitting:1/4 NPT(M) |End Fitting:3/8 NPT(M) |Max Temperature (F):210 
2208257,82000 OLS,"Part Number:82000 OLS |Series:80000|Weight (lbs):81|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):100|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567002628"
2208289,BA36112 LT,"Part Number:BA36112 LT|Series:30000|Weight (lbs):57|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):250|Pressure (psi):200|Hose End (in): |Inlet (in):1/4 NPT(F)|Reel Outlet (in):9/16 - 18(M)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567002475"
2208285,TW7400 OLP,"Part Number:TW7400 OLP|Series:TW |Weight (lbs):42|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):60|Pressure (psi):200|Hose End (in): |Inlet (in):1/4 NPT(F)|Reel Outlet (in):9/16 - 18(M)|Hose Included:No|Max Temperature (F):150 |Warehouse:CA|UPC:699567003465"
2208325,3-HS1004-3,"Part Number:3-HS1004-3|UPC:699567007678|For Reel Series:7000, 8000, D8000, 80000, GC7000, F7000, F80000 and DGM |Weight (lbs):0.32|Diameter A (in):1.06 - 1.38 |Diameter B-C-E:3""|Diameter D:1.25"" |Hose I.D. (in):3/4|AWG / Conductors:NA "
2208229,H16000 H,"Part Number:H16000 H|Series:H|Weight (lbs):35|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):250|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003786"
2208221,7600 OLB,"Part Number:7600 OLB|Series:7000|Weight (lbs):41 |Hose I.D. (in):3/8""|Hose O.D. (in):.600 |Hose Length (ft):50|Pressure (psi):300|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in): |Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567005285"
2208241,HS29000 M,"Part Number:HS29000 M |Series:H|Weight (lbs):36|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):125|Pressure (psi):3000|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003595"
2208329,5600 OMS-S,"Part Number:5600 OMS-S|Series:5000 |Weight (lbs):24|Hose I.D. (in):3/8""|Hose O.D. (in):.710|Hose Length (ft):30|Pressure (psi):3000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567013105"
2208341,7800 OMS-S,"Part Number:7800 OMS-S|Series:7000 |Weight (lbs):43|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):50|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567017721"
2208313,DP5635 OLP,"Part Number:DP5635 OLP|Series:DP5000 |Weight (lbs):41|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):35|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567007142"
2208245,7800 OMS,"Part Number:7800 OMS|Series:7000 |Weight (lbs):43|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):50|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567002567"
773886,DP7650OMP,"Part Number:DP7650 OMP|Series:DP7000 |Weight (lbs):55|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):50|Pressure (psi):2600|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567005919"
773926,TH88050OMP,"Part Number:TH88050 OMP |Series:TH80000|Weight (lbs):104 |Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):50|Pressure (psi):2000|Hose End (in):1/2 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse:IN, CN|UPC:699567003533"
773862,D83000OLP,"Part Number:D83000 OLP|Series:80000|Weight (lbs):83|Hose I.D. (in):3/4""|Hose O.D. (in):1.075 |Hose Length (ft):75|Pressure (psi):500|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001683"
773874,DP5605OLP,"Part Number:DP5605 OLP|Series:DP5000 |Weight (lbs):38|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007357"
2208361,UR7800 OLB,"Part Number:UR7800 OLB|Series:7000|Weight (lbs):44 |Hose I.D. (in):1/2""|Hose O.D. (in):.844 |Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567021452"
773813,83000OMP,"Part Number:83000 OMP |Series:80000|Weight (lbs):84|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):50|Pressure (psi):1500|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001737"
773878,DP5800OLP,"Part Number:DP5800 OLP|Series:DP5000 |Weight (lbs):38|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):35|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007272"
773906,H26000H,"Part Number:H26000 H|Series:H|Weight (lbs):34|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):400|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003793"
773946,82000OLS,"Part Number:82000 OLS |Series:80000|Weight (lbs):81|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):100|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567002628"
773922,THA7630OMP,"Part Number:THA7630 OMP |Series:TH7000|Weight (lbs):53|Hose I.D. (in):3/8""|Hose O.D. (in):.660|Hose Length (ft):30|Pressure (psi):2000|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567005698"
773950,5600OLS,"Part Number:5600 OLS|Series:5000 |Weight (lbs):22|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):35|Pressure (psi):500|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567002536"
2208333,600160-4,Part Number:S600160-4|Hose Type:Fuel|Weight (lbs):24.5|Hose I.D. (in):3/4|Hose O.D. (in):1.188 |Hose Length (ft):35|Pressure (psi):50|End Fitting:3/4 NPT(M) |End Fitting:3/4 NPT(M) |Max Temperature (F):150 
2793458,L 4545 123 X,Part Number:L 4545 123 X|Series:L4000|Weight (lbs):22|Cord Ending:Flying Lead|AWG:12|Cord/Cable Length (ft):45|Volts:125|Amps:20 |Conductors:3|Cord/Cable Included:Yes|Type:SJEOOW |Warehouse:IN|UPC:699567007401
773773,7900OLP,"Part Number:7900 OLP|Series:7000 |Weight (lbs):44|Hose I.D. (in):3/4""|Hose O.D. (in):1.075 |Hose Length (ft):25|Pressure (psi):500|Hose End (in):3/4 NPT(M)|Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse:IN|UPC:699567001201"
2793418,CA32118 M,"Part Number:CA32118 M |Series:30000|Weight (lbs):52|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):325|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567002123"
2793402,TH9200 OMPBW,"Part Number:TH9200 OMPBW|Series:TH9000|Weight (lbs):120 |Hose I.D. (in):1/2""|Hose O.D. (in):.910|Hose Length (ft):65|Pressure (psi):3000|Hose End (in):1/2 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567013075"
2793438,EB37118 L12D,"Part Number:EB37118 L12D|Series:37000|Weight (lbs):70|Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):100|Pressure (psi):300|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(M)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567020714"
773809,81000OLP,"Part Number:81000 OLP |Series:80000|Weight (lbs):77|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):100|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001638"
2793406,G 3050 Y,Part Number:G 3050 Y|Series:G3050|Weight (lbs):12|Cable Length (ft):50|Clamp Rating (AMP):100|Max Temperature (F):150 |Warehouse:IN|Cable Notes:35 ft. plus dual 15 ft. Total extension 50 ft.*|UPC:699567002819
2793474,L 4050 162 2,Part Number:L 4050 162 2|Series:L4000|Weight (lbs):26|Cord Ending:Fluorescent Light|AWG:16|Cord/Cable Length (ft):50|Volts:125|Amps:0.3|Conductors:2|Cord/Cable Included:Yes|Type:SJTOW|Warehouse: |UPC:699567000334
2793430,CB37122 L,"Part Number:CB37122 L |Series:37000|Weight (lbs): |Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):125|Pressure (psi):300|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(M)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567005339"
2793434,EA32106 M12D,"Part Number:EA32106 M12D|Series:30000|Weight (lbs):63|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):100|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567003021"
773966,TBL15,Part Number:TBL 15|Series:TB|Weight (lbs):10|Cable Length:8|Min - Max Load:10 - 15|Ratchet Lock:Yes|Max Temperature (F):150 |Warehouse:IN|UPC:699567002376
2793494,S601017-50,Part Number:S601017-50|Hose Type:Air/Water |Weight (lbs):5.7 |Hose I.D. (in):3/8|Hose O.D. (in):0.600 |Hose Length (ft):50|Pressure (psi):300|End Fitting:1/2 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):150 
2207975,B5630 OMP,"Part Number:B5630 OMP |Series:5000|Weight (lbs):31|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):30|Pressure (psi):2600|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567009276"
2793526,S600451-50,Part Number:S600451-50|Hose Type:Fuel|Weight (lbs):42|Hose I.D. (in):1|Hose O.D. (in):1.500 |Hose Length (ft):50|Pressure (psi):50|End Fitting:1 NPT(M) |End Fitting:1 NPT(M) |Max Temperature (F):140 
2207983,CM6050HN,"Part Number:CM6050HN|Series:C|Weight (lbs):14|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(M)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):212 |Warehouse:IN|UPC:699567009375"
773974,TB05,Part Number:TB 05|Series:TB|Weight (lbs):1.5 |Cable Length:6|Min - Max Load:3.0 - 5.0|Ratchet Lock:No|Max Temperature (F):150 |Warehouse:IN|UPC:699567002345
2208011,UR7830 OLB70,"Part Number:UR7830 OLB70|Series:7000|Weight (lbs):49 |Hose I.D. (in):1/2""|Hose O.D. (in):.844 |Hose Length (ft):30|Pressure (psi):300|Hose End (in):1/2 BSPP(M)|Inlet (in):1/2 BSPP(F)|Reel Outlet (in):1/ BSPP(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC: "
