id,catalog_number,cad
1052301,9070TF300D5,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9070TF300D5.dxf
1083525,ZCEH2,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_ZCEH2.dxf
1398844,QO12436M200TFT,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_QO12436M200TFT.dxf
5228868,EZM116225,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_EZM116225.dxf
1052472,9080GH11,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9080GH11.dxf
1057930,EZM313125X,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_EZM313125X.dxf
1047305,9001SK2L38LGG,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9001SK2L38LGG.dxf
1047787,9001SKR9P1,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9001SKR9P1.dxf
1045469,9001KR4RH13,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9001KR4RH13.dxf
1080582,XUFN01331,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_XUFN01331.dxf
1064427,LC1D80P7,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_LC1D80P7.dxf
1071127,QO3100BNS,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_QO3100BNS.dxf
5227042,VLS8C1,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_VLS8C1.dxf
1052179,9070TF1000D5,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9070TF1000D5.dxf
1052452,9080GCB50,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9080GCB50.dxf
1044074,9001K3L38GH13,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9001K3L38GH13.dxf
1041861,8736SGO3V02S,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_8736SGO3V02S.dxf
1389002,XCKJ50541H29,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_XCKJ50541H29.dxf
1054927,ATS48D47Y,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_ATS48D47Y.dxf
1054036,ABL8RED24400,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_ABL8RED24400.dxf
1083433,ZBZ33,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_ZBZ33.dxf
1080615,XUFZ14,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_XUFZ14.dxf
1043713,9001K1L1AH13,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_9001K1L1AH13.dxf
1076734,VW3A9508,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_VW3A9508.dxf
1071184,QO330L200GRB,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_QO330L200GRB.dxf
1056948,DTU366,https://mro-host.herokuapp.com/file_download/?name=schneiderdxf_DTU366.dxf
