catalog_number,industry_crossover_numbers,id
20600,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02462-06</td>
    </tr>

        <tr>
        <td>1862x6</td>
    </tr>

        <tr>
        <td>2462x6</td>
    </tr>

        <tr>
        <td>262PC-6</td>
    </tr>

        <tr>
        <td>262PC6</td>
    </tr>

        <tr>
        <td>262PPDOT-6</td>
    </tr>

        <tr>
        <td>62PMT-6</td>
    </tr>

        <tr>
        <td>962-6PXDOT</td>
    </tr>

        <tr>
        <td>AQ62DOT6</td>
    </tr>

        <tr>
        <td>DOT62-6</td>
    </tr>

        <tr>
        <td>DQ62-6</td>
    </tr>

        <tr>
        <td>PC1462-6</td>
    </tr>

        <tr>
        <td>PP62E-DOT</td>
    </tr>

    </table>",2530992
20532,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02462-53</td>
    </tr>

        <tr>
        <td>1862x2.5</td>
    </tr>

        <tr>
        <td>2462x2.5</td>
    </tr>

        <tr>
        <td>262PC-5/32</td>
    </tr>

        <tr>
        <td>262PC5/32</td>
    </tr>

        <tr>
        <td>31060400DOT</td>
    </tr>

        <tr>
        <td>962-2.5PXDOT</td>
    </tr>

        <tr>
        <td>DQ62-532</td>
    </tr>

        <tr>
        <td>PC1462-5/32</td>
    </tr>

    </table>",2530645
6204,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02462-04</td>
    </tr>

        <tr>
        <td>1862x4</td>
    </tr>

        <tr>
        <td>2462x4</td>
    </tr>

        <tr>
        <td>262PC-4</td>
    </tr>

        <tr>
        <td>262PC4</td>
    </tr>

        <tr>
        <td>262PPDOT-4</td>
    </tr>

        <tr>
        <td>62PMT-4</td>
    </tr>

        <tr>
        <td>962-4PXDOT</td>
    </tr>

        <tr>
        <td>AQ62DOT4</td>
    </tr>

        <tr>
        <td>DOT62-4</td>
    </tr>

        <tr>
        <td>DQ62-4</td>
    </tr>

        <tr>
        <td>PC1462-4</td>
    </tr>

        <tr>
        <td>PP62C-DOT</td>
    </tr>

    </table>",198142
30254,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>10005B-405</td>
    </tr>

    </table>",2529125
30253,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>07211-0406</td>
    </tr>

        <tr>
        <td>284-0410</td>
    </tr>

        <tr>
        <td>2840410C</td>
    </tr>

        <tr>
        <td>29PO6-46</td>
    </tr>

        <tr>
        <td>307-46</td>
    </tr>

        <tr>
        <td>684-4-6</td>
    </tr>

        <tr>
        <td>940CE</td>
    </tr>

        <tr>
        <td>HSF-04-06</td>
    </tr>

        <tr>
        <td>L284-0406</td>
    </tr>

        <tr>
        <td>S684-4-6</td>
    </tr>

        <tr>
        <td>SF-04-06</td>
    </tr>

        <tr>
        <td>SF-4-6</td>
    </tr>

    </table>",2529124
30251,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>10004B-405</td>
    </tr>

    </table>",2529122
30250,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>10004B-404</td>
    </tr>

    </table>",2529121
57056,blank value,2534178
942210,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>40024-64</td>
    </tr>

        <tr>
        <td>B 35070</td>
    </tr>

        <tr>
        <td>BV 6400B</td>
    </tr>

        <tr>
        <td>BV2-64T</td>
    </tr>

        <tr>
        <td>FBV400</td>
    </tr>

    </table>",2532346
942208,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>40024-40</td>
    </tr>

        <tr>
        <td>B 35068</td>
    </tr>

        <tr>
        <td>BV 4000B</td>
    </tr>

        <tr>
        <td>BV2-40T</td>
    </tr>

        <tr>
        <td>BV2103-N / BV4103-N</td>
    </tr>

        <tr>
        <td>FBV250</td>
    </tr>

    </table>",2532344
942209,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>40024-48</td>
    </tr>

        <tr>
        <td>B 35069</td>
    </tr>

        <tr>
        <td>BV 4800B</td>
    </tr>

        <tr>
        <td>BV2-48T</td>
    </tr>

        <tr>
        <td>BV2103-S / BV4103-S</td>
    </tr>

        <tr>
        <td>FBV300</td>
    </tr>

    </table>",2532345
943207,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV200</td>
    </tr>

    </table>",2532354
69108,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL90200</td>
    </tr>

    </table>",2535683
69106,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL90125</td>
    </tr>

    </table>",2535681
69104,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL9075</td>
    </tr>

    </table>",2535679
69107,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL90150</td>
    </tr>

    </table>",2535682
69103,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL9050</td>
    </tr>

    </table>",2535678
69105,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL90100</td>
    </tr>

    </table>",2535680
69102,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL9038</td>
    </tr>

    </table>",2535677
57055,blank value,2534177
69101,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300EL9025</td>
    </tr>

    </table>",2535676
57052,blank value,2534174
57050,blank value,2534172
57051,blank value,2534173
57054,blank value,2534176
57053,blank value,2534175
57049,blank value,2534171
57042,blank value,2534164
57048,blank value,2534170
57047,blank value,2534169
57043,blank value,2534165
57046,blank value,2534168
57045,blank value,2534167
57044,blank value,2534166
69441,blank value,2535719
69442,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300BR1075</td>
    </tr>

    </table>",2535720
69438,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300BR7550</td>
    </tr>

    </table>",2535718
69435,blank value,2535717
69432,blank value,2535715
69434,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>300BR5025</td>
    </tr>

    </table>",2535716
28028,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06101-12</td>
    </tr>

        <tr>
        <td>101 3/4</td>
    </tr>

        <tr>
        <td>101-12</td>
    </tr>

        <tr>
        <td>101-E</td>
    </tr>

        <tr>
        <td>101A-E</td>
    </tr>

        <tr>
        <td>101SJ</td>
    </tr>

        <tr>
        <td>106-0033</td>
    </tr>

        <tr>
        <td>109-12</td>
    </tr>

        <tr>
        <td>203-12</td>
    </tr>

        <tr>
        <td>2203P-12</td>
    </tr>

        <tr>
        <td>23700x12</td>
    </tr>

        <tr>
        <td>23700X12</td>
    </tr>

        <tr>
        <td>322-1212</td>
    </tr>

        <tr>
        <td>3221212C</td>
    </tr>

        <tr>
        <td>3700x12</td>
    </tr>

        <tr>
        <td>73700-12</td>
    </tr>

        <tr>
        <td>PF2203-12</td>
    </tr>

    </table>",2528288
28027,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06101-08</td>
    </tr>

        <tr>
        <td>101 1/2</td>
    </tr>

        <tr>
        <td>101-8</td>
    </tr>

        <tr>
        <td>101-B-08</td>
    </tr>

        <tr>
        <td>101A-D</td>
    </tr>

        <tr>
        <td>101SF</td>
    </tr>

        <tr>
        <td>106-0030</td>
    </tr>

        <tr>
        <td>109-8</td>
    </tr>

        <tr>
        <td>1203P-8 / 2203P-8</td>
    </tr>

        <tr>
        <td>203-8</td>
    </tr>

        <tr>
        <td>2203P-8</td>
    </tr>

        <tr>
        <td>23700x8</td>
    </tr>

        <tr>
        <td>23700X8</td>
    </tr>

        <tr>
        <td>322-0808</td>
    </tr>

        <tr>
        <td>3220808C</td>
    </tr>

        <tr>
        <td>3700x8</td>
    </tr>

        <tr>
        <td>73700-8</td>
    </tr>

        <tr>
        <td>PF2203-8</td>
    </tr>

        <tr>
        <td>S206-8</td>
    </tr>

        <tr>
        <td>TF444</td>
    </tr>

        <tr>
        <td>X101-D</td>
    </tr>

    </table>",2528287
28026,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06101-06</td>
    </tr>

        <tr>
        <td>101 3/8</td>
    </tr>

        <tr>
        <td>101-6</td>
    </tr>

        <tr>
        <td>101-B-06</td>
    </tr>

        <tr>
        <td>101A-C</td>
    </tr>

        <tr>
        <td>101SE</td>
    </tr>

        <tr>
        <td>106-0027</td>
    </tr>

        <tr>
        <td>109-6</td>
    </tr>

        <tr>
        <td>203-6</td>
    </tr>

        <tr>
        <td>2203P-6</td>
    </tr>

        <tr>
        <td>23700x6</td>
    </tr>

        <tr>
        <td>23700X6</td>
    </tr>

        <tr>
        <td>322-0606</td>
    </tr>

        <tr>
        <td>3220606C</td>
    </tr>

        <tr>
        <td>3700x6</td>
    </tr>

        <tr>
        <td>73700-6</td>
    </tr>

        <tr>
        <td>PF2203-6</td>
    </tr>

        <tr>
        <td>S203-6</td>
    </tr>

        <tr>
        <td>TF333</td>
    </tr>

        <tr>
        <td>X101-C</td>
    </tr>

    </table>",2528286
28025,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06101-04</td>
    </tr>

        <tr>
        <td>101 1/4</td>
    </tr>

        <tr>
        <td>101-4</td>
    </tr>

        <tr>
        <td>101-B-04</td>
    </tr>

        <tr>
        <td>101A-B</td>
    </tr>

        <tr>
        <td>101SC</td>
    </tr>

        <tr>
        <td>106-0024</td>
    </tr>

        <tr>
        <td>109-4</td>
    </tr>

        <tr>
        <td>1203P-4 / 2203P-4</td>
    </tr>

        <tr>
        <td>203-4</td>
    </tr>

        <tr>
        <td>2203P-4</td>
    </tr>

        <tr>
        <td>23700x4</td>
    </tr>

        <tr>
        <td>23700X4</td>
    </tr>

        <tr>
        <td>322-0404</td>
    </tr>

        <tr>
        <td>3220404C</td>
    </tr>

        <tr>
        <td>3700x4</td>
    </tr>

        <tr>
        <td>73700-4</td>
    </tr>

        <tr>
        <td>PF2203-4</td>
    </tr>

        <tr>
        <td>S203-4</td>
    </tr>

        <tr>
        <td>T7-444 EXT</td>
    </tr>

        <tr>
        <td>TF222</td>
    </tr>

        <tr>
        <td>X101-B</td>
    </tr>

    </table>",2528285
28024,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06101-02</td>
    </tr>

        <tr>
        <td>101 1/8</td>
    </tr>

        <tr>
        <td>101-2</td>
    </tr>

        <tr>
        <td>101-B-02</td>
    </tr>

        <tr>
        <td>101A-A</td>
    </tr>

        <tr>
        <td>101SA</td>
    </tr>

        <tr>
        <td>106-0021</td>
    </tr>

        <tr>
        <td>109-2</td>
    </tr>

        <tr>
        <td>1203P-2 / 2203P-2</td>
    </tr>

        <tr>
        <td>203-2</td>
    </tr>

        <tr>
        <td>2203P-2</td>
    </tr>

        <tr>
        <td>23700x2</td>
    </tr>

        <tr>
        <td>23700X2</td>
    </tr>

        <tr>
        <td>322-0202</td>
    </tr>

        <tr>
        <td>3220202C</td>
    </tr>

        <tr>
        <td>3700x2</td>
    </tr>

        <tr>
        <td>73700-2</td>
    </tr>

        <tr>
        <td>PF2203-2</td>
    </tr>

        <tr>
        <td>S203-2</td>
    </tr>

        <tr>
        <td>X101-A</td>
    </tr>

    </table>",2528284
62260,blank value,2533473
62253,blank value,2533466
62259,blank value,2533472
62256,blank value,2533469
62258,blank value,2533471
62255,blank value,2533468
62254,blank value,2533467
62257,blank value,2533470
62252,blank value,2533465
62251,blank value,2533464
62167,blank value,2533452
62250,blank value,2533463
62168,blank value,2533453
62163,blank value,2533448
62162,blank value,2533447
62166,blank value,2533451
62165,blank value,2533450
62164,blank value,2533449
62161,blank value,2533446
57040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>CN037</td>
    </tr>

    </table>",2534162
943206,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV150</td>
    </tr>

    </table>",2532353
943204,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV100</td>
    </tr>

    </table>",2532351
943205,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV125</td>
    </tr>

    </table>",2532352
62160,blank value,2533445
57041,blank value,2534163
943203,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV75</td>
    </tr>

    </table>",2532350
943202,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV50</td>
    </tr>

    </table>",2532349
943200,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV25</td>
    </tr>

    </table>",2532347
943201,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FBV38</td>
    </tr>

    </table>",2532348
62727,blank value,2533489
62724,blank value,2533486
62723,blank value,2533485
62726,blank value,2533488
62721,blank value,2533483
62725,blank value,2533487
62722,blank value,2533484
62728,blank value,2533490
62720,blank value,2533482
56135,blank value,2534310
56134,blank value,2534309
56133,blank value,2534308
56132,blank value,2534307
56131,blank value,2534306
56129,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>TN125X6</td>
    </tr>

    </table>",2534304
56128,blank value,2534303
56130,blank value,2534305
56127,blank value,2534302
56125,blank value,2534300
56124,blank value,2534299
56126,blank value,2534301
56123,blank value,2534298
62421,blank value,2533565
62419,blank value,2533563
62413,blank value,2533551
62414,blank value,2533553
56120,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>CN125</td>
    </tr>

    </table>",2534295
56122,blank value,2534297
56121,blank value,2534296
48074,blank value,2533054
48075,blank value,2533055
48071,blank value,2533051
48072,blank value,2533052
48069,blank value,2533049
48068,blank value,2533048
48070,blank value,2533050
48073,blank value,2533053
48067,blank value,2533047
48065,blank value,2533045
48061,blank value,2533041
48066,blank value,2533046
48062,blank value,2533042
48064,blank value,2533044
48063,blank value,2533043
48060,blank value,2533040
72080,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0808</td>
    </tr>

        <tr>
        <td>172PMT-8-8</td>
    </tr>

        <tr>
        <td>1872x8x8S</td>
    </tr>

        <tr>
        <td>272PCS-8x8</td>
    </tr>

        <tr>
        <td>272PPSDOT-8D</td>
    </tr>

        <tr>
        <td>972-8-8PXDOTS</td>
    </tr>

        <tr>
        <td>DQ72S-88</td>
    </tr>

        <tr>
        <td>PC1472SW-8D</td>
    </tr>

    </table>",2535604
72080,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0806</td>
    </tr>

        <tr>
        <td>172PMT-8-6</td>
    </tr>

        <tr>
        <td>1872x8S</td>
    </tr>

        <tr>
        <td>272PCS-8x6</td>
    </tr>

        <tr>
        <td>272PPSDOT-8C</td>
    </tr>

        <tr>
        <td>972-8PXDOTS</td>
    </tr>

        <tr>
        <td>DOTS72-8-6</td>
    </tr>

        <tr>
        <td>DQ72S-86</td>
    </tr>

        <tr>
        <td>PC1472SW-8C</td>
    </tr>

        <tr>
        <td>PP72SF-DOT</td>
    </tr>

    </table>",2535604
72060,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0606</td>
    </tr>

        <tr>
        <td>172PMT-6-6</td>
    </tr>

        <tr>
        <td>1872x6x6S</td>
    </tr>

        <tr>
        <td>272PCS-6X6</td>
    </tr>

        <tr>
        <td>272PCS-6x6</td>
    </tr>

        <tr>
        <td>272PPSDOT-6C</td>
    </tr>

        <tr>
        <td>972-6-6PXDOTS</td>
    </tr>

        <tr>
        <td>DOTS72-6-6</td>
    </tr>

        <tr>
        <td>DQ72S-66</td>
    </tr>

        <tr>
        <td>PC1472SW-6C</td>
    </tr>

        <tr>
        <td>PP72SEEE-DOT</td>
    </tr>

    </table>",2535593
72060,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0604</td>
    </tr>

        <tr>
        <td>172PMT-6-4</td>
    </tr>

        <tr>
        <td>1872x6S</td>
    </tr>

        <tr>
        <td>272PCS-6X4</td>
    </tr>

        <tr>
        <td>272PCS-6x4</td>
    </tr>

        <tr>
        <td>272PPSDOT-6B</td>
    </tr>

        <tr>
        <td>972-6PXDOTS</td>
    </tr>

        <tr>
        <td>DOTS72-6-4</td>
    </tr>

        <tr>
        <td>DQ72S-64</td>
    </tr>

        <tr>
        <td>PC1472SW-6B</td>
    </tr>

        <tr>
        <td>PP72SEE-DOT</td>
    </tr>

    </table>",2535593
72040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0402</td>
    </tr>

        <tr>
        <td>172PMT-4-2</td>
    </tr>

        <tr>
        <td>1872x4S</td>
    </tr>

        <tr>
        <td>272PCS-4X2</td>
    </tr>

        <tr>
        <td>272PCS-4x2</td>
    </tr>

        <tr>
        <td>272PPSDOT-4A</td>
    </tr>

        <tr>
        <td>972-4PXDOTS</td>
    </tr>

        <tr>
        <td>AQ72DOTS4X2</td>
    </tr>

        <tr>
        <td>DOTS72-4-2</td>
    </tr>

        <tr>
        <td>DQ72S-42</td>
    </tr>

        <tr>
        <td>PC1472SW- 4A</td>
    </tr>

        <tr>
        <td>PP72SC-DOT</td>
    </tr>

    </table>",2535582
72040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02572-0404</td>
    </tr>

        <tr>
        <td>172PMT-4-4</td>
    </tr>

        <tr>
        <td>1872x4x4S</td>
    </tr>

        <tr>
        <td>272PCS-4x4</td>
    </tr>

        <tr>
        <td>272PPSDOT-4B</td>
    </tr>

        <tr>
        <td>972-4-4PXDOTS</td>
    </tr>

        <tr>
        <td>AQ72DOTS4X4</td>
    </tr>

        <tr>
        <td>DOTS72-4-4</td>
    </tr>

        <tr>
        <td>DQ72S-44</td>
    </tr>

        <tr>
        <td>PC1472SW-4B</td>
    </tr>

        <tr>
        <td>PP72SCC-DOT</td>
    </tr>

    </table>",2535582
620248,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS248</td>
    </tr>

    </table>",2538031
620188,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS188</td>
    </tr>

    </table>",2538027
620224,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS224</td>
    </tr>

    </table>",2538030
620200,blank value,2538028
620176,blank value,2538026
620164,blank value,2538025
620152,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS152</td>
    </tr>

    </table>",2538024
620212,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS212</td>
    </tr>

    </table>",2538029
6010,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>AM3</td>
    </tr>

        <tr>
        <td>AM3</td>
    </tr>

        <tr>
        <td>GAM3</td>
    </tr>

    </table>",198102
64398,blank value,2535058
64400,blank value,2535060
64399,blank value,2535059
6011,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>AM8</td>
    </tr>

        <tr>
        <td>AM8</td>
    </tr>

        <tr>
        <td>GAM8</td>
    </tr>

    </table>",198105
28080,blank value,2528331
6012,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>AM13</td>
    </tr>

        <tr>
        <td>AM13</td>
    </tr>

        <tr>
        <td>GAM13</td>
    </tr>

    </table>",198108
28078,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06108-08</td>
    </tr>

        <tr>
        <td>106-0084</td>
    </tr>

        <tr>
        <td>108 1/2</td>
    </tr>

        <tr>
        <td>108-8</td>
    </tr>

        <tr>
        <td>108-B-08</td>
    </tr>

        <tr>
        <td>108-D</td>
    </tr>

        <tr>
        <td>108A-D</td>
    </tr>

        <tr>
        <td>108B08</td>
    </tr>

        <tr>
        <td>213-8</td>
    </tr>

        <tr>
        <td>213P-8</td>
    </tr>

        <tr>
        <td>23129x8</td>
    </tr>

        <tr>
        <td>3129x8</td>
    </tr>

        <tr>
        <td>73129-8</td>
    </tr>

        <tr>
        <td>L313-08</td>
    </tr>

        <tr>
        <td>PF213-8</td>
    </tr>

        <tr>
        <td>S213-8</td>
    </tr>

    </table>",2528329
28075,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06108-02</td>
    </tr>

        <tr>
        <td>106-0075</td>
    </tr>

        <tr>
        <td>108 1/8</td>
    </tr>

        <tr>
        <td>108-2</td>
    </tr>

        <tr>
        <td>108-A</td>
    </tr>

        <tr>
        <td>108-B-02</td>
    </tr>

        <tr>
        <td>108A-A</td>
    </tr>

        <tr>
        <td>108B02</td>
    </tr>

        <tr>
        <td>213-2</td>
    </tr>

        <tr>
        <td>213P-2</td>
    </tr>

        <tr>
        <td>23129x2</td>
    </tr>

        <tr>
        <td>23129X2</td>
    </tr>

        <tr>
        <td>3129x2</td>
    </tr>

        <tr>
        <td>73129-2</td>
    </tr>

        <tr>
        <td>L313-02</td>
    </tr>

        <tr>
        <td>PF213-2</td>
    </tr>

        <tr>
        <td>S213-2</td>
    </tr>

    </table>",2528326
28077,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06108-06</td>
    </tr>

        <tr>
        <td>106-0081</td>
    </tr>

        <tr>
        <td>108 3/8</td>
    </tr>

        <tr>
        <td>108-6</td>
    </tr>

        <tr>
        <td>108-B-06</td>
    </tr>

        <tr>
        <td>108-C</td>
    </tr>

        <tr>
        <td>108A-C</td>
    </tr>

        <tr>
        <td>108B06</td>
    </tr>

        <tr>
        <td>213-6</td>
    </tr>

        <tr>
        <td>213P-6</td>
    </tr>

        <tr>
        <td>23129x6</td>
    </tr>

        <tr>
        <td>23129X6</td>
    </tr>

        <tr>
        <td>3129x6</td>
    </tr>

        <tr>
        <td>73129-6</td>
    </tr>

        <tr>
        <td>L313-06</td>
    </tr>

        <tr>
        <td>PF213-6</td>
    </tr>

        <tr>
        <td>S213-6</td>
    </tr>

    </table>",2528328
28076,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06108-04</td>
    </tr>

        <tr>
        <td>106-0078</td>
    </tr>

        <tr>
        <td>108 1/4</td>
    </tr>

        <tr>
        <td>108-4</td>
    </tr>

        <tr>
        <td>108-B</td>
    </tr>

        <tr>
        <td>108-B-04</td>
    </tr>

        <tr>
        <td>108A-B</td>
    </tr>

        <tr>
        <td>108B04</td>
    </tr>

        <tr>
        <td>213-4</td>
    </tr>

        <tr>
        <td>213P-4</td>
    </tr>

        <tr>
        <td>23129x4</td>
    </tr>

        <tr>
        <td>23129X4</td>
    </tr>

        <tr>
        <td>3129x4</td>
    </tr>

        <tr>
        <td>73129-4</td>
    </tr>

        <tr>
        <td>L313-04</td>
    </tr>

        <tr>
        <td>PF213-4</td>
    </tr>

        <tr>
        <td>S213-4</td>
    </tr>

    </table>",2528327
28079,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06108-12</td>
    </tr>

        <tr>
        <td>106-0087</td>
    </tr>

        <tr>
        <td>108 3/4</td>
    </tr>

        <tr>
        <td>108-10</td>
    </tr>

        <tr>
        <td>108-12</td>
    </tr>

        <tr>
        <td>108-E</td>
    </tr>

        <tr>
        <td>108A-E</td>
    </tr>

        <tr>
        <td>213-12</td>
    </tr>

        <tr>
        <td>213P-12</td>
    </tr>

        <tr>
        <td>23129x12</td>
    </tr>

        <tr>
        <td>L313-12</td>
    </tr>

    </table>",2528330
28020,blank value,2528282
28018,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06107-02</td>
    </tr>

        <tr>
        <td>100-45 1/8</td>
    </tr>

        <tr>
        <td>100-45A-A</td>
    </tr>

        <tr>
        <td>10045-2</td>
    </tr>

        <tr>
        <td>129-2</td>
    </tr>

        <tr>
        <td>129A</td>
    </tr>

        <tr>
        <td>201-2</td>
    </tr>

        <tr>
        <td>205-2</td>
    </tr>

        <tr>
        <td>2201P-2-2</td>
    </tr>

        <tr>
        <td>23355x2</td>
    </tr>

        <tr>
        <td>23355X2</td>
    </tr>

        <tr>
        <td>3355x2</td>
    </tr>

        <tr>
        <td>73355-2</td>
    </tr>

        <tr>
        <td>X105-A</td>
    </tr>

    </table>",2528280
64395,blank value,2535055
64396,blank value,2535056
64397,blank value,2535057
64393,blank value,2535053
64394,blank value,2535054
28019,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06107-04</td>
    </tr>

        <tr>
        <td>100-45 1/4</td>
    </tr>

        <tr>
        <td>100-45A-B</td>
    </tr>

        <tr>
        <td>10045-4</td>
    </tr>

        <tr>
        <td>129-4</td>
    </tr>

        <tr>
        <td>129C</td>
    </tr>

        <tr>
        <td>201-4</td>
    </tr>

        <tr>
        <td>205-4</td>
    </tr>

        <tr>
        <td>23355x4</td>
    </tr>

        <tr>
        <td>3355x4</td>
    </tr>

        <tr>
        <td>45E7-44</td>
    </tr>

        <tr>
        <td>73355-4</td>
    </tr>

        <tr>
        <td>X105-B</td>
    </tr>

    </table>",2528281
64392,blank value,2535052
64391,blank value,2535051
64390,blank value,2535050
