id,catalog_number,your price
2983603,P78804,$ 25.20 ea
2983600,J94143,$ 23.48 ea
2983599,J94142,$ 23.48 ea
2983594,P80764,$ 22.77 ea
2983593,118681LF,$ 22.24 ea
2983592,P65030,$ 22.06 ea
2983591,P80763,$ 21.71 ea
2983590,P80752,$ 21.35 ea
2983595,P85079,$ 22.77 ea
2983588,V50946,$ 20.99 ea
2983587,P59570,$ 20.64 ea
2983586,M76040,$ 20.33 ea
2983583,P80765,$ 18.50 ea
2983582,P80758,$ 18.50 ea
2983581,P46390,$ 18.15 ea
2983580,J93170,$ 18.15 ea
2983579,CP-819-111-208,$ 18.15 ea
2983576,P13800,$ 17.79 ea
2983573,P5001577,$ 17.06 ea
2983572,52-328-740-241,$ 17.06 ea
2983571,P64940,$ 16.72 ea
2983570,P64930,$ 16.72 ea
2983567,118680LF,$ 16.01 ea
2983558,P5001091,$ 13.53 ea
2983557,P49372,$ 13.52 ea
2983556,J93595,$ 13.52 ea
2983554,101007,$        0.011 ea when you buy    10 ea or more
2983553,101203,$        0.011 ea when you buy    10 ea or more
2983549,101002,$ 13.35 ea
2983546,J94130,$ 13.17 ea
2983545,P81914,$ 12.81 ea
2983544,G82750,$ 12.81 ea
2983543,P51750,$ 12.46 ea
2983540,CP-751-531-270,$ 11.74 ea
2983539,P57701,$ 11.39 ea
2983538,A2-STST,$ 11.33 ea
2983537,52-122-070-005,$ 11.13 ea
2983536,52-122-069-005,$ 11.13 ea
2983535,P80767,$ 11.39 ea
2983534,H32500,$ 10.68 ea
2983531,P80742,$ 9.61 ea
2983530,P80736,$ 9.97 ea
2983529,P80734,$ 9.61 ea
2983528,P57770,$ 9.61 ea
2983527,DF0489,$ 9.53 ea
2983526,J94129,$ 9.25 ea
2983525,P5001083,$ 9.12 ea
2983524,P65031,$ 8.90 ea
2983523,J94141,$ 8.54 ea
2983522,P80732,$ 7.83 ea
2983521,CP-751-531-991,$ 7.83 ea
2983518,P53720,$ 7.48 ea
2983517,CP-751-531-944,$ 8.19 ea
2983516,J32830,$ 7.12 ea
2983515,CP-751-531-940,$ 7.12 ea
2983514,189160,$ 7.48 ea
2983513,52-122-074-005,$ 6.98 ea
2983512,52-122-073-005,$ 6.98 ea
2983511,P01808,$ 6.84 ea
2983510,P57302,$ 6.59 ea
2983509,F16600,$ 6.44 ea
2983508,J92558,$ 6.41 ea
2983507,P77375,$ 6.23 ea
2983506,F17000,$ 6.12 ea
2983505,P81946,$ 6.05 ea
2983504,P46380,$ 6.05 ea
2983503,52-111-311-005,$ 5.87 ea
2983500,J94127,$ 5.70 ea
2983495,G10033,$ 4.88 ea
2983494,P52350,$ 4.74 ea
2983491,52-122-059-005,$ 4.45 ea
2983490,P49371,$ 4.38 ea
2983489,P5001084,$ 4.35 ea
2983488,P15692,$ 4.31 ea
2983487,M43860,$ 4.20 ea
2983486,H28200,$ 4.20 ea
2983485,P77335,$ 4.17 ea
2983484,V51282,$ 4.13 ea
2983483,H32600,$ 4.13 ea
2983482,CP-819-133-208,$ 4.07 ea
2983479,P5001026,$ 2.42 ea
2983478,CP-751-531-096,$ 3.88 ea
2983475,P53550,$ 3.77 ea
2983474,P12422,$ 3.81 ea
2983473,DP0850,$ 3.78 ea
2983470,P57700,$ 3.66 ea
2983469,P11220,$ 3.67 ea
2983468,P04660,$ 3.67 ea
2983467,J91985,$ 3.67 ea
2983466,P49369,$ 3.38 ea
2983465,V50962,$ 3.31 ea
2983464,P13780,$ 3.28 ea
2983463,P03470,$ 3.28 ea
2983462,P5001059,$ 3.36 ea
2983461,P05800,$ 3.09 ea
2983456,CP-751-531-442,$ 2.25 ea
2983455,P04080,$ 2.18 ea
2983452,V51093,$ 2.03 ea
2983451,V51090,$ 2.03 ea
2983450,P49373,$ 2.03 ea
2983449,P45910,$ 2.03 ea
2983448,P40020,$ 2.03 ea
2983447,P39040,$ 2.03 ea
2983446,P15691,$ 2.03 ea
2983445,P11150,$ 2.03 ea
2983444,P10910,$ 2.03 ea
2983443,P04940,$ 2.03 ea
2983442,P04883,$ 2.03 ea
2983441,P04650,$ 2.03 ea
2983440,J92135,$ 2.03 ea
2983439,J91995,$ 2.03 ea
2983438,J91988,$ 2.03 ea
2983437,J23875,$ 2.03 ea
2983436,P04890,$ 2.03 ea
2983435,P80816,$ 2.00 ea
2983434,P80815,$ 2.00 ea
2983433,P57300,$ 2.00 ea
2983432,P57000,$ 2.00 ea
2983431,P39990,$ 1.94 ea
2983430,P10359,$ 1.94 ea
2983429,P58542,$ 1.89 ea
2983428,DJ0066,$ 0.72 ea
2983453,V51180,$ 2.03 ea
